,0,1,2,3
148,7.9019327,3.9630246,8.776875,2.968255
149,7.906765,3.9659598,8.786539,2.9722023
150,7.9170723,3.9726532,8.760355,2.9636645
151,7.8705416,3.9702296,8.722961,2.9584436
152,7.8876033,3.9707015,8.734087,2.9593215
153,7.9407883,3.9580088,8.8477,2.9879198
154,7.8725777,3.972728,8.713784,2.9555075
155,7.9155188,3.9698396,8.773273,2.9671788
156,7.849818,3.972548,8.693557,2.9517875
157,7.9189496,3.9649425,8.79916,2.9743276
158,7.869298,3.969753,8.725758,2.958056
159,7.914493,3.9662957,8.793264,2.973209
160,7.8621063,3.9728425,8.698936,2.952365
161,7.850842,3.9613206,8.720663,2.9579666
162,7.8804603,3.9590921,8.76261,2.9657173
163,7.8695107,3.9735022,8.705135,2.9537768
164,7.895044,3.9685273,8.7570915,2.9658065
165,7.932872,3.9632974,8.822981,2.9801533
166,7.849071,3.974938,8.668455,2.944002
167,7.848827,3.9736087,8.691399,2.951941
168,7.8638105,3.9640846,8.734723,2.9599495
169,7.8369474,3.9629228,8.703022,2.954227
170,7.900592,3.957528,8.798725,2.977285
171,7.839951,3.9636095,8.70101,2.952383
172,7.9155235,3.96684,8.788433,2.9722266
173,7.8484836,3.9584358,8.722134,2.9576514
174,7.963819,3.961937,8.846101,2.9822714
175,7.8850374,3.9744503,8.71484,2.9538584
176,7.8964033,3.9615417,8.783699,2.9730587
177,7.919136,3.970123,8.762089,2.961739
178,7.8602104,3.9675345,8.711913,2.9549153
179,7.915694,3.9736216,8.749802,2.9599488
180,7.917165,3.964956,8.798058,2.9743125
181,7.8482494,3.9738014,8.689306,2.9514318
182,7.9012628,3.9634748,8.784708,2.9727604
183,7.8356533,3.9753854,8.668709,2.947186
184,7.87247,3.977648,8.693609,2.951133
185,7.915498,3.9607177,8.799868,2.973067
186,7.8790636,3.9587574,8.760035,2.9649172
187,7.8349924,3.963647,8.6991005,2.9537282
188,7.8443093,3.9619327,8.711648,2.9558797
189,7.8951945,3.9696376,8.74733,2.9626274
190,7.8934946,3.95924,8.778873,2.9690154
191,7.839196,3.9648724,8.71435,2.9597254
192,7.8447795,3.9645386,8.6957855,2.9494047
193,7.8497605,3.9713087,8.700917,2.9534967
194,7.915372,3.9582775,8.801835,2.9740882
195,7.9086103,3.9712863,8.753521,2.9620004
196,7.891449,3.9686553,8.750126,2.9634547
197,7.888028,3.9660087,8.75266,2.9626431
198,7.883002,3.9725494,8.729187,2.9589884
199,7.9123125,3.9730756,8.755827,2.9631326
200,7.8743806,3.9723144,8.718392,2.9571142
201,7.8351097,3.9643693,8.695497,2.9517374
202,7.8834224,3.9572096,8.769142,2.9674387
203,7.8926873,3.9576175,8.785551,2.9748619
204,7.871761,3.9655309,8.738203,2.9606466
205,7.876794,3.95998,8.757445,2.9647276
206,7.8393917,3.968155,8.689337,2.951541
207,7.9178576,3.963331,8.792339,2.9713163
208,7.9658875,3.959145,8.874877,2.993629
209,7.8812037,3.9587648,8.763798,2.9660923
210,7.9219112,3.9704366,8.78352,2.9699683
211,7.8680687,3.956637,8.748016,2.9624028
212,7.932777,3.9581127,8.829086,2.9820528
213,7.9411936,3.9645834,8.830733,2.9815197
214,7.9233475,3.9615,8.803431,2.97264
215,7.871668,3.968307,8.732902,2.9602208
216,7.895048,3.9683576,8.760251,2.9649057
217,7.8446307,3.975311,8.671747,2.9469173
218,7.902264,3.9731436,8.744408,2.9610348
219,7.871008,3.9703312,8.725975,2.9584193
220,7.842439,3.9624355,8.700691,2.9513192
221,7.9025555,3.9659257,8.755033,2.9608312
222,7.835643,3.9749002,8.671627,2.947597
223,7.923174,3.9668465,8.794615,2.971839
224,7.895036,3.9671013,8.768719,2.968483
225,7.9042406,3.959052,8.799816,2.9770217
226,7.8883853,3.9649088,8.755399,2.9629092
227,7.8907156,3.9679356,8.752766,2.9639034
228,7.8664527,3.9596727,8.744245,2.9624038
229,7.8892355,3.956874,8.774185,2.968249
230,7.867448,3.957694,8.74567,2.9615135
231,7.872797,3.9723804,8.717068,2.9566574
232,7.897455,3.9696312,8.755613,2.9648623
233,7.8877454,3.9648056,8.756751,2.9635494
234,7.827498,3.976582,8.650848,2.94306
235,7.891114,3.9592159,8.775685,2.9681678
236,7.853137,3.9632547,8.7353115,2.9645395
237,7.9374723,3.9621024,8.825927,2.9797318
238,7.8601475,3.9775162,8.686636,2.9501305
239,7.8547583,3.9785285,8.670298,2.9457374
240,7.9255595,3.966917,8.7850895,2.9682307
241,7.840352,3.9787977,8.651297,2.9413366
242,7.9036083,3.9587224,8.785794,2.9695685
243,7.9274583,3.9586937,8.827057,2.9828262
244,7.8681426,3.9570847,8.745581,2.9613605
245,7.88041,3.9668956,8.751417,2.9654536
246,7.8663063,3.9618132,8.735164,2.9605904
247,7.823589,3.9666135,8.691642,2.9546766
248,7.8887997,3.9670064,8.748272,2.9621458
249,7.897093,3.9663618,8.770885,2.9688897
250,7.8960485,3.9638398,8.766193,2.9672568
251,7.93252,3.9581118,8.834593,2.9844928
252,7.893791,3.9574103,8.776867,2.968481
253,7.871191,3.969918,8.726499,2.9590864
254,7.840248,3.9635031,8.6968565,2.9503965
255,7.8649635,3.9658866,8.725241,2.9580944
256,7.831245,3.9752758,8.660764,2.9453301
257,7.8628902,3.9651127,8.731306,2.9593506
258,7.858689,3.9721198,8.704666,2.9544878
259,7.8885384,3.9605682,8.769934,2.9665563
260,7.8931537,3.9656324,8.770098,2.9691124
261,7.872662,3.970707,8.7261505,2.9585118
262,7.921299,3.9672601,8.791586,2.971284
263,7.9059787,3.9677339,8.776083,2.9692643
264,7.866856,3.9697032,8.717173,2.956009
265,7.8655796,3.957779,8.74497,2.9617531
266,7.8475924,3.9738784,8.688906,2.9514039
267,7.943905,3.9636917,8.834872,2.9824643
268,7.897314,3.963647,8.771023,2.9667263
269,7.9511557,3.9658997,8.837808,2.9826858
270,7.8995943,3.964895,8.765804,2.9645188
271,7.9555635,3.960671,8.856003,2.9878058
272,7.92713,3.9641323,8.81514,2.9786797
273,7.8749933,3.9712183,8.722219,2.9580953
274,7.859801,3.9666667,8.717622,2.9566598
275,7.933609,3.9626303,8.825279,2.9811256
276,7.829005,3.970282,8.671519,2.946959
277,7.8581853,3.9646971,8.718888,2.9557724
278,7.9569435,3.9621062,8.846017,2.9830127
279,7.960181,3.958794,8.86879,2.9921024
280,7.9473057,3.959907,8.847584,2.9864264
281,7.8821754,3.957013,8.767565,2.966939
282,7.909496,3.9621372,8.784584,2.968755
283,7.8438754,3.9623208,8.711763,2.9562795
284,7.871372,3.9710145,8.722032,2.9580889
285,7.9056478,3.9584742,8.789893,2.9703183
286,7.901378,3.9640467,8.78289,2.9721856
287,7.890521,3.9691129,8.744159,2.9618602
288,7.857729,3.978704,8.674554,2.9462233
289,7.866541,3.9592276,8.741133,2.9602923
290,7.8369446,3.971926,8.677534,2.949254
291,7.832601,3.9761024,8.660865,2.9457006
292,7.883253,3.9643688,8.758193,2.9672384
293,7.9212403,3.9677167,8.795613,2.9731884
294,7.901244,3.9587157,8.78121,2.969271
295,7.880016,3.9724193,8.717875,2.9553719
296,7.899067,3.9635887,8.77298,2.9675322
297,7.9312096,3.9650826,8.80584,2.9741023
298,7.8371344,3.9641092,8.70093,2.9534225
299,7.935063,3.961906,8.806044,2.9716797
300,7.8639526,3.974582,8.701919,2.9538088
301,7.8537164,3.9679713,8.708292,2.9546955
302,7.923279,3.9584148,8.82176,2.9813027
303,7.888965,3.9653058,8.751331,2.9615831
304,7.896503,3.9650145,8.776272,2.9707003
305,7.8707266,3.9688427,8.73192,2.9595106
306,7.90567,3.9683025,8.770393,2.9675581
307,7.8432093,3.9619772,8.711641,2.95624
308,7.9045963,3.9703836,8.761848,2.965302
309,7.8371754,3.9728174,8.6737,2.9488096
310,7.8823647,3.964276,8.756059,2.9668727
311,7.921934,3.9683597,8.780981,2.968058
312,7.8392143,3.9645047,8.694632,2.9500742
313,7.896934,3.9593375,8.781492,2.9690268
314,7.8615637,3.9606357,8.736559,2.96069
315,7.894377,3.968959,8.760218,2.9658499
316,7.859547,3.9685311,8.710608,2.955608
317,7.9619336,3.9596708,8.867779,2.991502
318,7.8236012,3.966823,8.691198,2.9546645
319,7.8866487,3.9633107,8.760357,2.9645524
320,7.8418603,3.9684157,8.694914,2.9516485
321,7.830246,3.96706,8.684311,2.94923
322,7.9044857,3.959509,8.786484,2.9692922
323,7.8650804,3.9659774,8.724474,2.9578638
324,7.871314,3.9623432,8.73873,2.9608483
325,7.869217,3.97771,8.68519,2.9473665
326,7.893053,3.9697318,8.751084,2.9642434
327,7.875868,3.970731,8.731042,2.9600322
328,7.9161,3.9723454,8.767034,2.9662156
329,7.9410458,3.966596,8.823799,2.9795904
330,7.947544,3.9626706,8.84119,2.9840806
331,7.8723674,3.9711294,8.723362,2.95838
332,7.9616885,3.960532,8.862958,2.9894133
333,7.883147,3.9603724,8.760565,2.96697
334,7.836165,3.9760985,8.660471,2.9459038
335,7.915397,3.9708452,8.7668705,2.9652398
336,7.9238377,3.9600058,8.804017,2.9738724
337,7.8941164,3.9616933,8.767485,2.966621
338,7.8766255,3.96963,8.739407,2.96249
339,7.8893805,3.9571357,8.765484,2.9644127
340,7.8905244,3.9661684,8.761244,2.9650056
341,7.848731,3.9642015,8.71505,2.9562988
342,7.8662887,3.9709055,8.7133665,2.955653
343,7.885774,3.9625564,8.762981,2.9679697
344,7.8537564,3.9726436,8.70023,2.9538093
345,7.9105687,3.9697614,8.770557,2.9669127
346,7.9027762,3.958491,8.799078,2.9768987
347,7.876366,3.9650302,8.743906,2.9636981
348,7.863426,3.967918,8.722383,2.957355
349,7.8956785,3.9590855,8.781191,2.969259
350,7.867511,3.9626236,8.741986,2.961475
351,7.8910294,3.975863,8.720728,2.9554436
352,7.898429,3.977478,8.723436,2.9558833
353,7.887393,3.9771292,8.709717,2.952746
354,7.8901186,3.9628468,8.7587805,2.962975
355,7.864523,3.9676733,8.72209,2.956789
356,7.89503,3.9614704,8.783064,2.973231
357,7.92803,3.9610813,8.801202,2.9693558
358,7.9019804,3.96284,8.778248,2.967826
359,7.896295,3.965918,8.767887,2.9680989
360,7.8914795,3.9677255,8.756501,2.964694
361,7.960596,3.958571,8.870776,2.9929132
362,7.8677897,3.9711046,8.71528,2.9560144
363,7.8449345,3.9770947,8.666466,2.945269
364,7.903972,3.9574506,8.8032,2.978623
365,7.8575587,3.9729605,8.702061,2.953822
366,7.8862476,3.9620328,8.758564,2.9653523
367,7.8868046,3.9625378,8.7633505,2.9651203
368,7.9051657,3.9629934,8.788219,2.9730363
369,7.868907,3.9626603,8.732563,2.9571404
370,7.847789,3.9647512,8.713436,2.9561682
371,7.830227,3.9747956,8.664401,2.945778
372,7.8672247,3.977435,8.684472,2.947507
373,7.8688083,3.9616125,8.744701,2.9619944
374,7.907939,3.970318,8.766178,2.9665754
375,7.921954,3.968049,8.778833,2.9671946
376,7.8834934,3.9638762,8.757574,2.9671965
377,7.9309344,3.970096,8.793951,2.9719696
378,7.844101,3.9727268,8.681728,2.9488966
379,7.822724,3.972939,8.659781,2.944555
380,7.91224,3.9708464,8.762701,2.9642892
381,7.899049,3.9632866,8.779952,2.970563
382,7.8718147,3.9615672,8.746218,2.9617279
383,7.8805337,3.969975,8.743715,2.9628596
384,7.932296,3.9593472,8.82601,2.9806883
385,7.8943906,3.9592001,8.785592,2.9744577
386,7.8920965,3.9707108,8.751616,2.9648473
387,7.9190006,3.9604678,8.79372,2.9683156
388,7.891197,3.9645927,8.769423,2.9695926
389,7.8262615,3.9740777,8.656143,2.944127
390,7.89347,3.9618897,8.768185,2.966503
391,7.8690443,3.9716437,8.719093,2.9574783
392,7.8451805,3.9659767,8.703554,2.9529152
393,7.880926,3.9711952,8.734215,2.960519
394,7.9081287,3.9578795,8.796247,2.972973
395,7.846933,3.972433,8.688834,2.9505296
396,7.8660374,3.969757,8.716024,2.9557598
397,7.8223915,3.9668455,8.689494,2.954223
398,7.8255587,3.974892,8.653601,2.9430385
399,7.854351,3.9595876,8.72202,2.957315
400,7.8386674,3.9712114,8.680481,2.9498658
401,7.8827105,3.9688954,8.748609,2.964524
402,7.8850365,3.9594111,8.761368,2.9637785
403,7.9082313,3.9726217,8.752621,2.962738
404,7.9108047,3.9607542,8.799401,2.9759495
405,7.8543077,3.9732785,8.696405,2.9526582
406,7.868422,3.9617627,8.756196,2.9689927
407,7.9186816,3.967701,8.791548,2.9727743
408,7.891078,3.9676278,8.755566,2.964553
409,7.9343915,3.961279,8.829665,2.9822757
410,7.9172835,3.9629328,8.805807,2.9771993
411,7.8947244,3.9712527,8.739778,2.9596863
412,7.9130306,3.9677339,8.784259,2.9701023
413,7.9083195,3.9750657,8.741275,2.9592957
414,7.8621807,3.9606528,8.7341175,2.9588733
415,7.834209,3.9765983,8.655964,2.9446206
416,7.9328804,3.9698055,8.795664,2.9720953
417,7.843915,3.9752975,8.678926,2.9494066
418,7.882621,3.9687843,8.74871,2.964439
419,7.8311367,3.97385,8.669324,2.9472327
420,7.8256187,3.974899,8.65457,2.94345
421,7.9681787,3.9618258,8.864904,2.9893346
422,7.825594,3.9789128,8.63768,2.939509
423,7.9154387,3.959785,8.801876,2.974519
424,7.8694754,3.974638,8.700483,2.9521773
425,7.8646927,3.970051,8.712238,2.9549828
426,7.8733478,3.968187,8.7347355,2.9626732
427,7.9234686,3.9628096,8.812718,2.978504
428,7.899418,3.9622397,8.783416,2.9717023
429,7.9077654,3.9671493,8.783331,2.9713392
430,7.845222,3.9593477,8.715862,2.9555054
431,7.918276,3.965957,8.798645,2.9745877
432,7.927142,3.9646802,8.814411,2.9781446
433,7.8508554,3.9649105,8.71565,2.9557858
434,7.877737,3.962775,8.749915,2.9623418
435,7.833269,3.97689,8.658366,2.9451427
436,7.904191,3.9667034,8.758453,2.9626172
437,7.8530545,3.963215,8.734972,2.964469
438,7.8460774,3.974339,8.684263,2.9503305
439,7.8442173,3.9601715,8.715978,2.956819
440,7.95685,3.9625301,8.851073,2.985983
441,7.872455,3.965737,8.731665,2.9583683
442,7.9155645,3.9617105,8.806917,2.9777746
443,7.85174,3.9735565,8.697531,2.953421
444,7.849453,3.9713764,8.698351,2.9527988
445,7.9481697,3.9631858,8.842193,2.9843438
446,7.8481445,3.9584541,8.716049,2.95514
447,7.9053392,3.9585145,8.801209,2.9774773
448,7.9322166,3.9657383,8.815941,2.9781685
449,7.9118032,3.9632626,8.783838,2.968355
450,7.966812,3.9618802,8.859997,2.9876227
451,7.855397,3.9632268,8.719469,2.9556262
452,7.9312057,3.9706373,8.789201,2.9704888
453,7.84538,3.9799705,8.656403,2.9439728
454,7.9359612,3.9666405,8.818148,2.9783554
455,7.9249105,3.9641314,8.810426,2.9775162
456,7.888512,3.9674075,8.753007,2.9631128
457,7.9222007,3.9622462,8.801191,2.973125
458,7.911346,3.9706082,8.766459,2.9658692
459,7.9356475,3.9615304,8.820623,2.9774723
460,7.888075,3.962007,8.76554,2.9656105
461,7.843426,3.9761336,8.673704,2.9483087
462,7.940126,3.9649072,8.82903,2.9809923
463,7.835314,3.9630575,8.699313,2.953074
464,7.930481,3.9601874,8.826317,2.9818664
465,7.8333793,3.9745564,8.664956,2.9462528
466,7.847193,3.9650042,8.708091,2.953884
467,7.8726616,3.9693224,8.731473,2.9599853
468,7.8953133,3.9677026,8.762955,2.9658422
469,7.885603,3.9625244,8.763617,2.9654217
470,7.877261,3.9636645,8.747646,2.9620304
471,7.8500366,3.9587579,8.721502,2.956876
472,7.8696384,3.9617279,8.757666,2.9692345
473,7.897828,3.962787,8.783111,2.9725244
474,7.8619328,3.9659004,8.7274685,2.9584718
475,7.8920317,3.969444,8.755077,2.9648674
476,7.8676553,3.9617543,8.755517,2.9688754
477,7.897587,3.9593763,8.778652,2.9690747
478,7.8753266,3.963545,8.746029,2.9617925
479,7.839515,3.9647412,8.71517,2.9599016
480,7.826457,3.97487,8.656788,2.9438782
481,7.8664093,3.957964,8.747017,2.9630733
482,7.9443407,3.9614873,8.829586,2.9798055
483,7.9008446,3.969198,8.753168,2.962544
484,7.9666476,3.959759,8.872698,2.9925766
485,7.861671,3.9710236,8.712299,2.9561644
486,7.8799434,3.9615843,8.751866,2.9621654
487,7.8487997,3.9642105,8.715312,2.956426
488,7.8389835,3.9650197,8.713655,2.959531
489,7.8897467,3.9567628,8.773778,2.9676356
490,7.8231025,3.9703367,8.665145,2.9452362
491,7.8702626,3.9612098,8.746808,2.9621267
492,7.8857756,3.9638226,8.7541065,2.9628668
493,7.900616,3.9677062,8.761346,2.965632
494,7.859509,3.966867,8.712034,2.9546256
495,7.859783,3.9749687,8.69,2.9517365
496,7.9118514,3.9678168,8.787166,2.9718356
497,7.889122,3.9666631,8.7577505,2.9642954
498,7.952339,3.9629774,8.846136,2.9849584
499,7.923958,3.96138,8.806668,2.9755106
500,7.8596215,3.9718223,8.702919,2.9535308
501,7.868869,3.9616554,8.756817,2.969118
502,7.9379683,3.9651961,8.811241,2.9753208
503,7.9101977,3.973379,8.751432,2.9620976
504,7.9001493,3.9712036,8.751769,2.9633126
505,7.8699603,3.9615653,8.758398,2.969412
506,7.9660854,3.959256,8.873989,2.9933426
507,7.8444953,3.9639258,8.700769,2.95091
508,7.944154,3.9611254,8.836908,2.982852
509,7.9365826,3.962304,8.828909,2.9815364
510,7.853926,3.9589157,8.727243,2.958708
511,7.8292575,3.967793,8.682286,2.9489613
512,7.8454,3.9656937,8.70639,2.9539828
513,7.878731,3.970752,8.733631,2.9602888
514,7.852199,3.9627419,8.7195635,2.9561422
515,7.87047,3.9676461,8.732433,2.9597716
516,7.825667,3.975082,8.656901,2.9441361
517,7.828218,3.9747906,8.655014,2.9439776
518,7.8879743,3.9716232,8.739579,2.961686
519,7.904321,3.9675934,8.77664,2.9693391
520,7.9212723,3.9615045,8.79645,2.9693468
521,7.834982,3.9766183,8.662083,2.9456706
522,7.834976,3.9655635,8.687608,2.9489937
523,7.8235655,3.9669623,8.690466,2.9544654
524,7.868197,3.961646,8.756447,2.9691107
525,7.8368673,3.969255,8.684099,2.9499252
526,7.916478,3.961472,8.808835,2.9781876
527,7.824114,3.9735534,8.66074,2.9449134
528,7.885941,3.9767544,8.712576,2.9546127
529,7.8299227,3.9781973,8.646482,2.9419913
530,7.927005,3.9621372,8.809725,2.9758697
531,7.904811,3.9603312,8.783523,2.9702175
532,7.9094872,3.957593,8.797361,2.9731903
533,7.825262,3.9674754,8.676438,2.9475276
534,7.8239427,3.9669948,8.690987,2.9546247
535,7.857527,3.9619458,8.730537,2.9597752
536,7.9206476,3.9750237,8.756617,2.9625995
537,7.905795,3.9632592,8.777565,2.967886
538,7.9482765,3.9635572,8.841211,2.9839513
539,7.9250965,3.9650426,8.811178,2.9775717
540,7.8753734,3.972006,8.719265,2.9564204
541,7.830541,3.970737,8.669557,2.9461536
542,7.8226943,3.9668171,8.689852,2.9542906
543,7.8642826,3.9603221,8.740629,2.9617443
544,7.8922124,3.9663,8.76158,2.9653997
545,7.8745327,3.9703665,8.73337,2.9614313
546,7.8609467,3.9627838,8.724749,2.9561493
547,7.8711805,3.9665396,8.735579,2.9603953
548,7.877873,3.968399,8.721949,2.9552283
549,7.851529,3.9742274,8.685322,2.9505098
550,7.8467956,3.96037,8.710515,2.9531832
551,7.882619,3.9664116,8.755563,2.9664025
552,7.850943,3.9679613,8.70688,2.9543977
553,7.854103,3.9648874,8.712225,2.9541745
554,7.8503594,3.969051,8.699339,2.9534693
555,7.9115543,3.9639049,8.7975645,2.9753132
556,7.9083166,3.960171,8.790197,2.9699616
557,7.8616166,3.971209,8.707601,2.9545538
558,7.909643,3.9595182,8.789535,2.9692528
559,7.8535094,3.963251,8.7356,2.9645374
560,7.8468494,3.9758399,8.661118,2.941862
561,7.856598,3.9628215,8.72212,2.956183
562,7.832676,3.965348,8.689269,2.9499507
563,7.8384666,3.9630573,8.701467,2.952868
564,7.8443785,3.9741035,8.684612,2.9505565
565,7.9652796,3.9590445,8.873615,2.9932694
566,7.85429,3.9628394,8.723885,2.9578254
567,7.900405,3.9629333,8.783644,2.9717088
568,7.871149,3.9608421,8.748845,2.9627
569,7.9097376,3.96178,8.786099,2.9684684
570,7.8724933,3.9613614,8.750555,2.9631724
571,7.893065,3.9577563,8.776164,2.9687235
572,7.886297,3.9636505,8.755145,2.9635046
573,7.869671,3.9643435,8.732464,2.9587674
574,7.889369,3.9591985,8.773471,2.9714293
575,7.8360286,3.9762814,8.659334,2.9455488
576,7.848123,3.9743621,8.678907,2.9486477
577,7.874053,3.9655972,8.740097,2.9610372
578,7.8859253,3.970184,8.748674,2.964173
