id,hhb,hbo2,ca,na
10094,7.415692,3.5359774,6.790567,1.9372597
10095,3.789717,3.207013,6.04689,2.4815612
10096,1.8791878,3.7406712,9.66501,1.989868
10097,6.2692747,4.5582952,9.259002,4.738966
10098,10.634598,4.503405,10.928842,2.007351
10099,9.166877,4.6982965,9.916164,2.474121
10100,7.190597,3.8719456,7.6507235,2.30079
10101,5.080737,3.9378638,10.681034,1.7708545
10102,2.8684304,3.1679618,6.9594193,2.2665102
10103,6.2271376,4.220828,10.102278,2.6708071
10104,3.8924468,3.9581747,7.1482377,0.26671487
10105,11.136248,4.359392,6.2628827,2.5534484
10106,10.423864,4.151251,11.560122,4.1223073
10107,8.889587,4.076264,9.889208,2.3266335
10108,7.366626,4.206949,7.883352,1.98945
10109,9.181965,3.8979442,11.155756,3.3026726
10110,8.720461,4.3521385,12.014715,1.5763113
10111,10.054863,4.3258343,9.3342,3.078886
10112,9.708477,4.5747185,7.823887,3.739854
10113,11.461539,4.299521,10.2398405,2.803617
10114,7.341592,3.82526,7.436794,2.2958064
10115,6.332564,3.0878456,7.007789,2.9709744
10116,7.991729,3.7945714,8.896448,3.3396056
10117,7.5570755,3.7969232,8.8043165,2.5238705
10118,9.197093,4.2185974,8.60587,2.9351575
10119,9.315575,4.412719,9.123122,3.6074848
10120,6.4691772,3.6680913,10.019942,3.9515984
10121,7.5979958,3.2991445,9.752965,3.7095747
10122,8.166777,4.327506,10.6895075,2.9176614
10123,1.6439247,3.261672,8.008644,0.8983199
10124,7.4099665,4.029127,8.400439,2.7041535
10125,5.1873784,3.6162288,8.972623,4.6437163
10126,5.3015323,3.928707,5.647784,2.2549489
10127,4.743208,3.8311503,8.700541,3.984066
10128,8.532559,4.7787733,10.8154955,3.4954991
10129,7.7982383,4.2926817,9.380003,2.3279295
10130,6.654233,3.8085468,8.876011,3.3254228
10131,7.6476593,4.5542727,11.731971,2.2915747
10132,7.514442,3.8371553,8.603249,2.2981784
10133,10.224282,4.7409253,9.000132,2.577917
10134,8.541472,3.3257732,6.0957093,3.202916
10135,6.995354,3.5573242,7.870749,4.1322927
10136,11.092772,4.5174165,10.534586,2.9671493
10137,6.6180224,4.037942,10.304382,2.2790613
10138,7.8921566,3.9649997,8.003123,2.933828
10139,9.087058,4.4835443,10.595748,1.4620619
10140,6.328482,3.1995814,8.9636965,2.1991806
10141,3.6600885,3.2527297,3.3383126,2.4765563
10142,8.413012,3.7113085,7.3270254,3.1941342
10143,3.3465607,3.8792527,9.985559,3.0832074
10144,6.9837923,4.2258797,9.619021,3.1288931
10145,8.733062,3.7858887,8.891707,2.9194002
10146,8.060633,4.1606793,9.861703,2.949145
10147,8.678951,3.2866957,6.86732,2.365758
10148,6.6525016,4.452744,7.784996,3.523969
10149,9.261348,3.2988124,7.727523,3.0285237
10150,6.8040705,4.3173275,9.465559,3.2347305
10151,6.203986,3.43832,9.004854,2.0675921
10152,5.937682,3.898196,8.569063,2.3281116
10153,8.559515,3.9699857,9.039579,2.0513668
10154,10.517056,3.5654843,9.183098,2.9510748
10155,4.0467596,3.7438083,8.543608,3.1657395
10156,8.210638,4.77031,9.825151,2.994952
10157,6.3510876,3.6098106,8.219009,3.1025903
10158,7.6204715,3.9715545,10.28475,4.104516
10159,11.187573,4.579679,10.843016,1.971536
10160,5.8722444,3.3792658,9.504743,3.9171548
10161,4.7119474,3.171339,6.2446456,3.0016055
10162,10.259538,4.828298,9.447595,3.4267092
10163,8.06739,4.367976,8.582388,4.1490335
10164,8.060278,4.375518,10.073816,2.865354
10165,6.023434,3.7693968,10.72866,4.383679
10166,6.9238253,3.971925,10.537431,2.4901068
10167,8.634204,4.605662,10.381367,3.3525944
10168,9.0597925,4.7886667,8.177332,2.1758606
10169,7.6484857,4.34051,8.861104,3.2297146
10170,6.9295654,3.9069324,10.910416,1.8981898
10171,8.733996,4.271173,8.790015,3.1178706
10172,6.4865446,3.9616067,9.337439,2.567828
10173,4.9108214,3.814259,9.068546,2.0969844
10174,10.202858,4.066467,9.170144,3.2913623
10175,3.828641,3.926988,8.76344,2.8231614
10176,6.4106665,4.1658344,8.202538,2.8464193
10177,6.906004,4.2139893,8.994595,1.9533982
10178,9.982243,4.018813,9.244237,4.054265
10179,7.834533,3.6167128,7.0345984,4.4261284
10180,4.297827,3.922551,8.418623,2.957289
10181,5.1987653,4.0545974,10.538473,3.3907497
10182,6.4942126,4.353841,9.230398,2.3607426
10183,6.052523,3.5534134,7.3054566,2.662068
10184,10.505264,4.5062227,8.972838,3.3924496
10185,8.52757,4.159718,8.505891,3.0415518
10186,6.3104744,4.5172935,9.237849,3.17604
10187,6.988995,4.515509,8.569133,3.1559718
10188,7.8122783,3.9972801,6.296601,2.640319
10189,7.7283816,3.397385,7.296623,2.559805
10190,10.2650385,4.4329686,10.117122,3.902965
10191,8.89902,3.9859805,9.1231575,3.2921252
10192,6.0990615,4.1288905,8.020224,2.285552
10193,12.464707,4.328237,10.263416,5.876872
10194,7.9752216,3.4190168,5.300144,2.668554
10195,8.695279,4.2538824,9.616365,2.3674736
10196,9.174298,3.651226,9.811121,3.030396
10197,11.81592,3.9982224,10.085971,3.773388
10198,3.227519,2.9965086,10.063517,1.6271529
10199,6.455062,4.077667,8.471387,2.9568272
10200,5.17414,3.342947,8.460665,3.0720127
10201,7.203411,3.796395,9.279832,2.2853167
10202,9.015358,4.2884083,10.49061,2.8049293
10203,9.063805,3.0528314,8.785721,3.0146275
10204,11.309927,3.9653144,9.666911,3.7187777
10205,10.638985,3.4987931,12.809281,2.0197515
10206,6.8639364,4.0704765,7.4960656,2.459024
10207,9.6083,4.054545,8.803643,1.9522885
10208,5.2676916,3.7814696,11.121295,2.8028102
10209,12.899316,4.174086,10.670828,2.8593056
10210,6.596448,3.473438,9.179944,2.359077
10211,5.5550156,4.695621,10.7130995,3.1475222
10212,6.957363,3.878089,8.218033,3.5713813
10213,10.446679,4.267978,9.320519,3.566836
10214,8.180962,3.9686925,8.620915,4.3924103
10215,4.999095,3.2289455,8.195937,2.8862326
10216,8.052889,4.18923,9.7610445,2.2046967
10217,6.3477154,3.4773543,6.4827857,2.6595614
10218,8.091738,3.5532892,9.888086,3.7069032
10219,9.804007,3.5012643,7.3329906,4.352229
10220,12.3753605,4.406766,10.778689,3.502476
10221,9.889518,3.9032183,9.072387,3.6252873
10222,13.363589,4.616354,9.453593,4.4112144
10223,10.38805,4.163535,10.279249,3.3823745
10224,10.486317,4.235581,8.868027,2.0274277
10225,6.868586,4.0806427,6.363104,2.7248096
10226,10.415753,4.1808195,10.539419,3.508035
10227,7.9775147,4.3965416,9.592231,3.5720549
10228,5.3284225,4.330405,9.071025,4.5158296
10229,5.121323,3.424215,6.285049,3.0844755
10230,10.060041,3.964821,9.902077,1.895713
10231,11.517809,5.0618787,8.596974,3.2519853
10232,8.972278,4.415757,9.4109535,2.3070505
10233,7.9440084,4.100481,9.557329,1.7847658
10234,7.9650145,3.9124138,9.279386,4.318248
10235,7.8453665,4.353116,9.087976,2.8706727
10236,7.3808064,4.7897477,8.399698,2.4695506
10237,2.6054523,3.876606,9.960586,3.6626196
10238,12.089624,3.9124553,10.490221,3.5186064
10239,11.969808,4.795116,8.067985,2.9191034
10240,7.6535335,4.521348,9.203881,3.300163
10241,8.878056,4.120351,7.5853,2.553181
10242,8.372021,4.493993,8.28796,1.6895269
10243,9.926677,3.8911152,9.208431,2.3238945
10244,8.983298,4.290861,8.562189,3.0793376
10245,9.284895,3.6164367,9.331856,2.123198
10246,8.792107,3.7559466,10.065981,3.5352426
10247,11.074038,4.265417,9.848202,2.5322266
10248,10.379357,4.0190454,7.7986083,3.941454
10249,2.7220798,4.244341,9.138077,2.4502246
10250,4.8302093,3.8485394,7.9836035,3.8066375
10251,8.90863,4.032076,7.8988247,3.548022
10252,8.709434,3.6077356,7.1179566,3.060816
10253,3.4098606,3.812966,7.0446854,3.502249
10254,6.7266846,3.9601376,10.549053,2.544919
10255,7.6589684,3.8280394,9.366326,1.8434213
10256,5.3751183,3.9332404,7.7356586,3.9292014
10257,10.379422,4.9791174,9.070157,3.9713178
10258,8.47748,4.1870556,9.518493,3.414869
10259,9.638307,3.5375755,10.322205,2.943979
10260,5.2306547,3.9646587,8.594543,3.399331
10261,8.682487,4.5213943,9.771308,2.7791305
10262,9.160067,4.414255,6.189668,2.9482765
10263,10.09068,4.188997,9.178291,3.3125315
10264,12.567888,4.488679,10.472963,2.6573167
10265,8.165052,4.62628,9.108008,3.6696577
10266,9.127008,3.6613257,10.031007,2.8720329
10267,8.325296,3.0374424,6.1775327,5.114696
10268,8.145629,3.90753,8.815661,5.5022216
10269,7.3776274,4.256477,9.104041,3.0785403
10270,6.1371207,3.6174245,10.009314,3.1975975
10271,5.5418487,3.65019,8.49288,1.8967739
10272,8.478999,3.875578,7.9075065,3.134546
10273,3.3714676,3.7483575,8.250366,2.212368
10274,7.8418455,3.771952,8.298716,3.8564045
10275,8.103292,3.9040477,9.550554,2.7447932
10276,5.165409,3.4717245,9.58001,2.6268318
10277,9.77209,3.6529753,9.701637,3.4314303
10278,6.785358,3.6966624,11.483111,3.1475139
10279,5.3598766,4.291275,9.38242,3.850369
10280,2.9515438,3.8174112,9.624673,2.5208325
10281,6.209832,3.8078778,5.601226,4.0418262
10282,10.560835,4.286982,8.981254,3.1041024
10283,4.6548104,3.8591554,9.736332,2.0303671
10284,8.792938,3.689979,10.417361,2.0239816
10285,7.4879184,3.6811216,6.065023,2.5247805
10286,6.20107,3.5469303,6.5568485,3.6959414
10287,8.115262,4.0062323,8.166436,3.0537486
10288,7.6800804,4.2474947,8.24981,3.7274919
10289,9.522525,5.0493546,8.091422,2.1696458
10290,10.454013,4.3372717,10.675413,2.414554
10291,6.5592318,3.2544832,9.319412,2.4841487
10292,5.9523373,3.3459978,5.2048326,3.242406
10293,4.2321954,3.760307,8.811863,4.252487
10294,7.8237214,4.3394394,7.337961,3.1975076
10295,9.392998,4.323303,9.710026,2.778434
10296,7.183411,3.2040095,10.964255,5.49214
10297,9.002266,4.04892,9.490167,3.9192967
10298,7.6480055,3.4447525,7.6609406,3.3546455
10299,7.9307036,4.3615513,7.7309065,2.7274318
10300,3.2491686,3.5380998,9.040553,2.6374261
10301,11.990055,4.633254,10.060797,3.257255
10302,8.850467,3.958534,7.2486973,2.3862143
10303,7.1239996,4.247042,7.2452774,3.8237622
10304,6.575382,3.976295,10.91691,2.9571862
10305,5.9844847,3.8677795,4.7588234,3.217228
10306,6.765905,3.7554915,6.6602836,3.1626801
10307,7.170255,3.687401,7.1714997,2.7691562
10308,7.2929354,4.9823837,10.975369,3.3917158
10309,7.330369,3.9710982,9.4088125,2.497211
10310,5.1141677,3.2722564,8.548442,2.0821621
10311,7.7604322,4.460109,8.571894,3.530963
10312,5.179404,3.7063193,7.729569,3.031186
10313,9.357095,4.3287525,12.374456,1.075999
10314,7.845015,3.931335,8.566413,3.0381744
10315,7.954689,4.379325,8.623404,3.8003335
10316,10.190236,4.40827,8.895093,3.6048617
10317,5.2939754,3.9621806,11.177516,1.5737712
10318,6.7973804,4.060476,9.064546,2.4100769
10319,9.18619,5.056207,8.99847,2.7895503
10320,7.408776,3.9570713,8.364391,2.3357553
10321,9.488201,4.701596,10.105756,3.180705
10322,7.0789046,4.2435665,8.81337,3.0652018
10323,11.219672,3.291893,8.753399,4.3561926
10324,8.936812,4.16105,10.210923,3.3451393
10325,12.337974,3.7699373,8.978579,2.8857355
10326,9.398625,4.208473,10.445399,2.9145815
10327,6.5029945,3.9281144,8.021154,4.4425073
10328,5.9773316,4.118114,10.3924675,3.2964206
10329,5.730555,4.251881,9.249973,3.8465312
10330,4.0427637,3.6449368,7.9953537,2.7159624
10331,6.6983747,3.1109407,7.9637194,2.9223795
10332,9.716368,3.7824728,8.849615,4.7307677
10333,7.4167647,4.1650963,9.948768,2.1023326
10334,4.9112806,3.9031765,7.521341,3.5494351
10335,3.2479742,3.5099266,7.6006193,2.2170992
10336,8.008299,3.9222555,5.974438,2.1473017
10337,8.583799,3.434782,7.778888,2.551162
10338,11.096879,3.5558214,9.63902,4.2018824
10339,7.062497,3.958269,6.9367046,4.0724354
10340,11.86271,4.383627,9.633419,4.7193522
10341,8.662136,4.149251,10.074256,2.465592
10342,12.279591,3.8975797,12.114687,2.6055958
10343,7.83068,3.9759164,9.4840765,3.537032
10344,5.693938,3.5112257,7.1481566,4.112445
10345,4.168583,4.1089115,7.7047434,0.9366207
10346,6.288624,4.544797,8.830721,3.5530856
10347,6.7352743,3.9801292,8.906734,3.2276235
10348,8.710939,4.7261677,9.552128,1.8756652
10349,5.487382,3.347708,6.861335,1.6003796
10350,7.983433,2.9208553,4.988165,3.7127874
10351,10.405226,4.531274,7.463237,2.8131535
10352,8.694885,4.6472197,8.909179,3.1509151
10353,7.239841,3.7570086,8.954021,2.7646046
10354,10.232561,4.347023,8.957639,4.51589
10355,9.402528,4.329007,7.251502,3.8911786
10356,10.484197,3.951162,5.52433,3.4058225
10357,9.338054,4.3108215,10.4164095,3.2416337
10358,10.594245,4.4744673,8.015869,3.3693933
10359,5.9411516,3.960082,10.639571,3.003127
10360,7.732131,4.1512623,7.515515,4.6220984
10361,8.677755,3.6978707,10.583343,3.273138
10362,6.8800807,3.703822,8.751362,2.8159158
10363,8.677046,4.204836,8.923173,2.4008245
10364,9.99296,4.1862745,9.854145,3.4032059
10365,5.762547,4.1988654,10.2386265,3.3420305
10366,6.275222,3.9576344,10.75531,2.5976977
10367,11.035554,4.267129,10.911118,4.555562
10368,6.403075,4.25185,9.226032,3.289218
10369,8.703073,4.4825077,8.072825,2.2098107
10370,10.89177,4.1982155,7.2932096,2.9500544
10371,0.8734256,3.2992826,5.507949,1.2209811
10372,9.006852,4.141405,8.218458,3.6351812
10373,5.7581654,3.5067806,8.684611,3.6086044
10374,8.278059,4.08346,8.756046,2.6871638
10375,4.5659456,3.501779,8.251547,2.307943
10376,10.430839,3.954576,9.824732,2.431201
10377,8.178367,4.3622985,9.645994,1.799917
10378,3.7555254,2.5279942,8.035776,3.2686555
10379,6.8414845,4.202124,7.8247757,1.3990843
10380,8.111492,4.2616863,9.526056,3.4058132
10381,8.968931,3.8406625,10.117977,2.5671792
10382,6.499023,4.1222057,9.4061775,2.2834187
10383,4.9052444,3.8114693,6.8453016,2.6193419
10384,7.996862,3.5716128,7.7358217,1.7918295
10385,6.0719423,3.8479424,9.096955,3.8620431
10386,10.348158,4.2964716,9.349403,2.9644346
10387,7.3899465,4.233491,8.230818,3.8757882
10388,9.007653,4.444134,10.100623,2.9105453
10389,5.952546,3.969062,11.445022,2.2129617
10390,10.332305,4.131775,10.12622,2.854381
10391,9.723071,4.016387,9.172411,2.672879
10392,8.385979,4.595232,10.717943,2.7455182
10393,4.825091,4.0867167,7.210345,4.581626
10394,2.9829128,3.298733,5.980763,1.8070711
10395,6.5010853,3.402293,9.266027,2.313397
10396,9.716787,4.091707,9.132535,3.099905
10397,6.7476916,4.268174,9.763708,2.9804237
10398,4.2708282,3.5789828,9.497941,3.7826662
10399,10.2843275,4.0208087,8.290326,3.7500553
10400,7.600337,3.912294,7.802809,2.1538885
10401,6.943771,4.1908026,8.359714,3.9253612
10402,7.014242,4.3787475,10.064465,1.848971
10403,9.681352,4.0399284,10.600395,3.0003428
10404,10.742381,3.8650281,9.0778885,3.218608
10405,4.617125,3.0408027,12.368746,2.1722562
10406,9.408689,4.2341623,10.354044,1.6768647
10407,8.177521,4.211835,10.119314,2.5813904
10408,9.910866,4.1877337,10.210487,3.4675882
10409,6.353754,3.8517654,9.335102,2.521498
10410,9.082658,4.3172445,10.158653,2.2122192
10411,3.0839698,3.8201249,10.17884,2.6055636
10412,3.946597,3.1263285,6.711415,4.0260725
10413,7.1166162,3.996065,9.207077,3.167981
10414,7.102112,3.8024266,8.706329,2.9024298
10415,8.916509,4.2301083,9.322256,3.9972737
10416,7.3745146,4.3215647,8.648674,2.4029794
10417,7.269351,4.5873117,10.213344,3.5299003
10418,6.060914,4.0772104,10.212441,2.8881845
10419,7.3568754,4.806205,9.041838,2.9228415
10420,11.090254,4.4526834,9.422101,4.1178412
10421,9.772564,4.53331,10.052409,3.5591834
10422,8.029724,4.0114985,7.68026,3.0290136
10423,8.704917,3.9483764,8.510249,2.1237173
10424,9.343985,4.592558,8.056731,4.2792697
10425,8.047045,3.4485455,8.334845,2.4259017
10426,11.011213,4.7861595,10.064921,3.268105
10427,5.862189,3.8153667,9.402293,3.0072272
10428,10.387721,4.1072536,12.072045,4.332644
10429,6.302598,3.719262,8.317686,3.1138263
10430,7.7963204,3.5771744,8.343019,2.9922872
10431,8.370071,4.003022,8.410555,3.0960498
10432,8.560421,4.434733,9.953648,2.553687
10433,10.318758,4.3255816,10.144177,3.6813786
10434,10.046979,5.116933,10.064036,2.2823687
10435,10.20125,4.1150413,10.119204,3.6042593
10436,6.643088,3.7636497,7.413651,2.4968228
10437,7.890849,4.273595,9.882356,2.9555418
10438,8.98399,4.4892473,10.399773,2.875034
10439,6.774375,3.983539,8.914693,3.6865568
10440,8.786995,4.1869187,7.123546,4.346875
10441,8.005155,3.349491,8.524157,1.9739285
10442,10.309469,4.0388627,9.109706,2.7661395
10443,5.6003537,3.9825346,9.882557,3.1586802
10444,11.520303,4.6193776,8.698339,3.2080042
10445,11.167538,4.659408,8.208345,2.1854136
10446,9.757457,3.7217033,10.29997,2.7378216
10447,6.988297,3.4252067,9.192483,2.2760367
10448,3.5612767,4.5367904,9.021684,2.112162
10449,8.2616825,4.596922,9.728125,3.2511482
10450,6.9320107,2.9171128,9.874909,2.96066
10451,9.664489,4.8933816,8.59632,3.1232197
10452,12.753044,4.042838,9.718109,3.4648838
10453,7.811766,4.2964125,10.768287,3.6361306
10454,11.757819,3.5484638,10.581666,3.9960024
10455,8.251598,4.2114935,9.492378,3.0692143
10456,6.2879353,4.581713,7.124788,3.59333
10457,7.1188645,3.7926867,10.607873,2.9004014
10458,10.934037,4.3046417,9.970495,4.978519
10459,8.691689,3.9909034,9.319556,2.6475334
10460,7.1859074,3.6815836,9.263947,1.9250162
10461,7.0215034,3.660174,9.592983,2.3401263
10462,3.3723328,3.5140514,6.040419,1.3818867
10463,4.772642,3.2551582,7.5276895,1.484262
10464,11.461183,4.3845553,10.542356,2.4881225
10465,7.3317647,4.0676394,9.555192,2.8072505
10466,9.556579,3.7670777,7.6735597,3.4442852
10467,9.576716,4.357879,11.345108,2.8795183
10468,4.40497,3.1326053,6.421928,1.5855266
10469,6.8889775,3.9839478,9.758233,2.2200823
10470,9.1726,4.470789,8.590253,3.5078266
10471,5.956007,3.6159663,6.0632296,2.535141
10472,10.391267,4.3978567,10.318841,4.1601753
10473,2.6893344,3.7609427,7.430237,2.649924
10474,10.998625,4.049999,8.419786,3.5470564
10475,5.610806,4.3218236,10.973,3.1675265
10476,8.059687,4.0703664,10.462776,2.3398676
10477,8.83702,3.4482133,10.918569,3.8545518
10478,4.2105885,4.0442467,6.5154915,2.7224715
10479,4.6852713,3.3205385,9.108285,1.6126107
10480,10.136379,4.397171,11.101594,3.367298
10481,8.248517,3.9355621,7.4057846,3.3848295
10482,10.197731,4.2183523,11.183392,2.6804805
10483,10.5476465,4.6910043,9.626257,2.549202
10484,6.618459,3.8722599,8.954938,3.1681616
10485,6.0371037,3.8982203,7.2273707,2.1749535
10486,9.842156,4.1515284,6.1652102,2.8076153
10487,12.2681875,4.2139654,10.845775,2.3836417
10488,9.965262,4.3299637,9.7466,3.949064
10489,9.722489,4.2748404,9.814256,3.6450262
10490,7.4966207,3.8007228,8.964909,3.1186104
10491,7.814217,4.2181892,10.066663,2.3297477
10492,8.923382,3.7695127,9.322828,1.9336205
10493,6.0282187,3.4573855,8.992451,2.2976227
10494,5.8501515,4.098687,8.083004,2.2085204
10495,6.414621,4.145836,8.144442,2.9829462
10496,6.776379,3.9811473,8.679792,3.90587
10497,6.3046036,3.377636,7.579299,3.8555374
10498,9.570845,4.425413,9.267184,0.5178261
10499,8.923679,2.919448,8.623805,4.6982546
10500,11.157979,3.9378917,8.659172,3.9855502
10501,5.127055,4.1009436,6.513723,2.8144813
10502,5.1974497,3.5990298,8.425291,2.6021283
10503,8.788476,3.957471,8.481346,2.3973327
10504,9.024125,4.3379793,7.7312717,1.8681822
10505,4.120001,3.6939979,3.9149988,2.4022164
10506,6.4547873,3.6103423,5.8291144,2.038845
10507,7.9165554,4.293088,11.904904,3.132613
10508,8.435799,4.525674,9.117967,1.9627447
10509,11.568437,3.406099,9.742977,4.094454
10510,5.9568305,3.6171105,9.193346,2.3552523
10511,7.732939,3.9567862,8.583924,3.8915298
10512,6.7094793,3.853423,7.0101337,1.7928922
10513,9.015679,4.341194,7.019509,4.412571
10514,10.6152315,4.019207,9.889702,1.9588832
10515,10.646608,4.5385275,10.8696,3.1894367
10516,10.852023,4.0218263,9.143161,2.8522727
10517,5.990588,4.2726173,9.625187,2.8281424
10518,10.094775,4.452215,10.073637,2.4985352
10519,8.852054,4.0099077,8.849455,3.2781804
10520,6.254041,4.115017,7.0973573,2.2934058
10521,5.9947233,3.4364405,8.983443,1.8482728
10522,5.378535,4.179907,10.606578,3.2488363
10523,11.145161,3.8182478,9.928452,3.4841177
10524,9.639282,3.882678,8.053066,3.8262868
10525,4.6842313,3.8970146,8.34665,3.8200471
10526,6.6929326,3.25779,10.184336,2.1074545
10527,6.1099243,4.0644393,7.837496,3.3842869
10528,9.307807,4.4917526,10.384924,2.45396
10529,9.037255,4.284525,10.200022,1.8273005
10530,7.8146477,3.5740423,7.1229963,2.7781453
10531,6.85994,4.0352707,7.9126005,2.9029615
10532,8.726264,4.6074953,10.983339,3.363673
10533,12.715198,4.743425,10.34836,2.9747045
10534,7.7703176,3.8653617,9.937776,3.324925
10535,6.6568356,4.066017,9.870178,2.239897
10536,8.469295,4.0879283,9.18983,2.7151008
10537,9.3257,4.186695,8.08869,2.6902623
10538,3.8641913,3.908259,8.99951,2.078543
10539,8.892948,3.8264217,6.2489886,2.8715746
10540,11.098677,4.7039723,9.82062,3.2631195
10541,5.728817,4.309446,8.859422,1.948405
10542,6.683273,4.2733297,10.083723,3.2531176
10543,9.120324,3.808101,11.237018,3.4006243
10544,7.272574,3.7211316,9.460082,3.7183545
10545,11.144751,4.404391,10.439692,3.1070387
10546,11.247501,4.41656,8.304514,2.1708922
10547,6.200132,4.600016,9.025395,1.8697343
10548,8.395289,4.126707,7.95667,2.1584535
10549,10.497685,4.3388987,8.762971,3.1511073
10550,7.2840466,4.14598,9.951516,2.6485674
10551,8.97178,5.373312,10.838714,3.3168743
10552,8.433258,4.2055693,8.338514,3.9237382
10553,10.825223,5.1283183,8.168906,3.8375661
10554,7.342448,3.833298,7.930333,3.0703115
10555,9.162725,4.4816,7.7403226,2.6073487
10556,5.406845,3.7212873,6.174023,3.2659817
10557,1.6679313,4.1403265,11.358085,3.5817056
10558,7.50778,4.566727,7.724929,2.3968072
10559,8.824996,4.036187,8.039788,3.4617121
10560,10.13232,4.708161,11.211026,3.280859
10561,8.811796,4.2225513,5.435608,2.0654914
