id,hhb,hbo2,ca,na
10238,10.177119,3.6451936,8.444117,3.2951777
10239,7.09727,3.7371926,7.6153355,2.7086375
10240,7.449166,3.4140575,8.373323,2.5878818
10241,7.750509,3.700007,6.9558268,2.7731745
10242,4.980103,3.5244346,7.534361,1.9217197
10243,6.472138,3.3900738,6.7021,2.4758325
10244,8.303621,3.2778437,7.8871794,2.2924461
10245,8.858553,3.2293925,8.750221,2.3453465
10246,7.2322364,3.6647642,9.09726,2.8712282
10247,9.96804,3.7211995,8.713561,2.4495165
10248,7.6018124,3.7257707,7.738947,3.333393
10249,7.147101,3.5749252,7.505575,2.4087486
10250,6.9224043,3.4413042,7.67623,2.8112276
10251,6.5350804,3.4293468,7.955857,2.705391
10252,7.217616,3.4854152,6.689429,3.0975194
10253,5.1259966,3.3681743,7.004952,2.577454
10254,5.987753,3.488423,8.675127,2.2544205
10255,6.2365017,3.4851384,7.878526,2.1630049
10256,7.1908627,3.6723454,7.275693,2.986593
10257,7.5186343,3.782496,8.0142975,3.375381
10258,7.5547786,3.61603,8.254172,3.1477416
10259,7.4422636,3.4657574,8.175482,3.0271382
10260,6.587525,3.5211308,7.8349853,2.5378482
10261,7.387491,3.5863583,8.521006,2.1600032
10262,7.640914,3.652635,6.2759647,2.71427
10263,7.632767,3.7702413,7.7832694,2.5213552
10264,7.244883,3.6563647,7.6154957,2.3303914
10265,7.169183,3.6740112,7.618348,2.8048055
10266,8.215555,3.7568872,8.668505,2.8661134
10267,7.644087,3.2715313,7.7551355,3.348343
10268,7.325019,3.5407095,8.412262,4.327786
10269,6.546496,3.5861309,7.7656007,2.9240632
10270,4.958805,3.2083173,7.929535,2.5686593
10271,6.2340813,3.3517313,8.049465,2.6088963
10272,7.6588607,3.479479,7.587155,3.468227
10273,6.447619,3.4760869,7.4186463,2.3159723
10274,6.5512695,3.4941423,7.4480734,2.9474254
10275,6.416502,3.4303725,8.003624,3.0638382
10276,6.2776384,3.670741,7.7519794,2.4512527
10277,6.589268,3.4806025,7.861211,2.3701715
10278,6.3465505,3.3754828,7.6893115,2.366655
10279,6.816291,3.4287472,7.3098516,2.6369956
10280,5.594632,3.5447364,8.372136,2.8006084
10281,6.300278,3.289119,6.224427,3.364564
10282,8.275785,3.778839,8.255453,2.3977666
10283,6.7868853,3.6673021,8.550567,2.1447296
10284,7.1152472,3.4310453,8.381115,2.3823051
10285,6.994795,3.6774223,5.846445,2.5937488
10286,6.507642,3.3679883,6.3958673,2.7714791
10287,7.463641,3.6204047,8.438353,2.67839
10288,7.296634,3.5601172,7.5355315,2.978144
10289,8.370365,3.6425264,7.6623693,2.41853
10290,9.242209,3.832335,8.486746,2.6699271
10291,6.3887067,3.4859524,8.905563,2.4405859
10292,7.0383587,3.5178943,7.136274,2.8383887
10293,4.9754972,3.38568,7.271943,2.1220524
10294,7.512784,3.4617167,7.7444906,2.3174195
10295,6.8849607,3.6036513,7.675676,2.674106
10296,5.9780846,3.26591,8.327995,4.142933
10297,7.551241,3.5668254,7.860599,3.1503792
10298,9.594989,3.4646747,7.2661676,3.020376
10299,6.4086213,3.4767408,8.199717,2.674678
10300,6.5909624,3.3693826,7.916746,2.961411
10301,6.68421,3.8121285,7.3158174,2.631243
10302,6.87769,3.5917351,7.1419034,2.9396663
10303,7.899555,3.4681635,7.229842,2.771037
10304,6.147163,3.5376,8.817898,2.7338855
10305,5.817665,3.3653214,6.247,2.636283
10306,6.9230185,3.4596443,6.5172358,2.5454757
10307,7.7975154,3.3505406,7.551787,2.6749783
10308,6.364225,3.6861587,9.278783,2.7090454
10309,7.326501,3.4957335,8.437074,2.916107
10310,6.5498734,3.5728414,8.0143,2.1698704
10311,7.8724504,3.6541767,8.019621,2.5003452
10312,6.9277844,3.5643559,7.74921,3.1027453
10313,7.8503675,3.694419,9.595878,1.110672
10314,6.8708787,3.6055434,7.6863303,3.319744
10315,7.4019938,3.5163734,7.7025013,3.4641426
10316,6.462717,3.5812993,7.716676,2.896562
10317,6.73064,3.3343005,7.937265,2.2426476
10318,6.4000444,3.4509149,8.300648,2.8749096
10319,8.420267,3.9406285,8.388472,2.5805206
10320,6.0661454,3.6107278,7.604144,2.0414913
10321,8.49527,3.7721915,8.185461,2.5002387
10322,7.4216056,3.5499835,7.0790854,2.964134
10323,7.1940656,3.4306011,8.372448,3.1992157
10324,7.1980906,3.6206896,8.296123,3.0069222
10325,7.410509,3.547606,7.584859,2.5763645
10326,6.3598723,3.5646904,8.933457,2.7442148
10327,6.1064367,3.4134197,7.769423,3.5688016
10328,7.0312314,3.4609897,8.101789,3.13817
10329,6.6092405,3.627395,7.946681,3.2703085
10330,5.9352612,3.40923,7.632846,3.0723512
10331,5.4077573,3.326105,7.0325956,2.1979342
10332,6.895344,3.4906278,7.7920556,2.7651772
10333,6.7309103,3.2917342,7.696231,2.5150883
10334,6.429791,3.4660697,6.982767,2.8422768
10335,3.4484403,3.0449617,7.2170434,2.0231085
10336,6.9874735,3.4620032,5.758074,1.5375383
10337,7.025115,3.5593882,7.4076953,2.6692226
10338,7.8571005,3.6622913,7.821125,2.8843021
10339,7.0856514,3.4657142,7.421551,3.1763628
10340,8.76703,3.744067,8.819348,3.3821177
10341,7.164113,3.5792992,7.6226277,2.7179146
10342,6.7937202,3.453157,7.853548,2.1965597
10343,7.6209784,3.5847683,8.364232,2.9460182
10344,6.54498,3.5993583,7.1049333,3.0449224
10345,4.088251,3.1687572,6.554112,2.010989
10346,7.185654,3.573991,7.9064317,2.3486114
10347,6.606872,3.5542924,7.904441,2.6850433
10348,6.9405384,3.646451,8.206412,1.6839714
10349,6.3943887,2.9870353,6.6029425,1.9576074
10350,7.0298805,3.21487,6.2368045,3.3553288
10351,7.295874,3.576209,6.7992625,2.8152568
10352,6.9751034,3.6666992,8.035601,2.7751064
10353,7.2294006,3.4808204,7.550622,2.6834643
10354,7.3833184,3.5564454,7.5658183,4.012849
10355,7.140204,3.5747654,6.9801655,3.461532
10356,9.535657,3.5443213,7.000633,2.3753114
10357,7.334429,3.542706,8.017263,2.465552
10358,8.436485,3.7872012,8.068644,2.9356658
10359,6.5073915,3.4972048,8.70524,2.408461
10360,7.9280577,3.452106,8.365954,3.47535
10361,6.6185484,3.3296807,7.861325,2.8700256
10362,5.905924,3.2881484,8.023853,2.483364
10363,7.5568705,3.744604,8.372552,2.9467177
10364,7.150635,3.7002323,8.455183,2.8539267
10365,6.6491075,3.522327,8.441402,3.0946903
10366,7.1633573,3.3353922,9.122449,2.489601
10367,9.00324,3.7588415,9.029389,3.3308806
10368,6.833604,3.5535626,7.5411673,2.5535102
10369,6.7861457,3.5949938,7.3117776,2.1900218
10370,7.0775833,3.6416116,7.3169317,2.7841623
10371,7.143823,3.711749,8.062662,2.43324
10372,7.0824656,3.702506,7.725198,3.1176767
10373,5.611774,3.1606927,7.802268,2.947039
10374,8.271379,3.7209852,8.290884,2.486124
10375,6.082783,3.2480981,7.6568675,2.5699823
10376,8.861236,3.641841,8.435024,2.9763825
10377,6.5445304,3.474527,8.005754,2.6628754
10378,6.369467,3.379813,7.8848867,2.8602293
10379,6.4944706,3.5578558,7.4390693,3.035658
10380,7.840547,3.6446254,9.226245,2.8614023
10381,7.5411572,3.635245,7.7701287,3.052486
10382,5.845417,3.4689274,7.8487167,1.9667921
10383,6.9468107,3.5445948,7.171337,2.4673405
10384,6.7597036,3.4811788,8.12321,2.2627368
10385,6.3014827,3.591278,8.85577,3.1412034
10386,6.872958,3.6034636,7.7231965,2.569324
10387,6.74024,3.6160142,7.7018723,2.392962
10388,7.8954973,3.9302442,9.419182,2.8801336
10389,6.1203914,3.4795833,8.879008,2.3091094
10390,7.188601,3.5854957,7.618004,2.3962889
10391,7.1951556,3.5912762,7.5292053,2.6373224
10392,6.8122144,3.6471653,7.963617,2.6425645
10393,6.124335,3.290557,6.774498,3.116967
10394,2.70215,3.1144125,3.5896144,1.9815925
10395,5.3471932,3.3512523,8.575512,2.4334865
10396,7.0911937,3.6128526,7.2553673,3.1087332
10397,6.4241996,3.6190727,7.657883,2.5127366
10398,5.297159,3.444644,8.684808,2.8327084
10399,6.884554,3.4388268,7.823656,2.9361334
10400,8.334762,3.5340602,7.0101366,2.4815443
10401,7.0847116,3.5864766,7.768496,2.6915495
10402,6.5812798,3.5464883,8.075127,2.2354667
10403,7.809779,3.661392,8.583985,2.7923932
10404,6.749527,3.5784905,8.043315,2.5459175
10405,6.21979,3.625444,9.409234,2.2282717
10406,7.042102,3.5869663,8.305752,1.8196465
10407,7.099856,3.4520667,7.9999027,2.3226178
10408,8.6419,3.6869245,8.7502775,3.262204
10409,7.4634814,3.5443633,7.8085947,2.5359242
10410,6.351048,3.6072407,8.443571,2.7145936
10411,5.077596,3.3294077,8.320845,2.8533285
10412,2.9376056,2.6446111,6.247144,3.6129558
10413,4.2489243,3.237049,7.5291314,2.7139854
10414,6.42985,3.3210514,7.4761047,3.16442
10415,7.636417,3.7303126,7.8853207,2.826622
10416,7.520219,3.461933,7.564589,2.7448008
10417,6.7468185,3.8009348,8.28944,3.0256696
10418,6.3448634,3.5692983,8.45085,2.6108818
10419,6.3730807,3.6836205,8.284534,2.9433498
10420,8.6255665,3.8376157,7.9984045,2.8383532
10421,6.5458374,3.4559639,7.965277,3.091271
10422,6.51367,3.489288,6.7943277,2.315596
10423,6.6133833,3.3630002,7.515565,2.4874551
10424,7.3379636,3.6457396,7.705713,2.9743247
10425,5.562719,3.297431,7.824374,2.337823
10426,10.011421,3.8634052,7.9435425,3.024082
10427,6.207716,3.4035294,7.7596474,3.0862658
10428,8.399895,3.5058463,9.450966,2.915595
10429,6.5136437,3.3934944,7.187403,2.903295
10430,6.705079,3.669719,7.4660935,2.473048
10431,7.514752,3.6424787,7.7822256,2.4193754
10432,7.625192,3.720142,8.112639,2.4269915
10433,6.8879642,3.4479458,8.014352,2.9608512
10434,7.379893,3.676212,7.911998,2.5229845
10435,8.31138,3.7016406,8.259352,3.1677663
10436,6.487977,3.49401,8.225777,2.4744556
10437,7.2810493,3.6494472,7.3612027,2.7646189
10438,7.626069,3.9001563,8.705922,2.5106864
10439,6.964442,3.563255,7.557916,3.1029072
10440,7.3833823,3.4714017,7.1546645,3.1246176
10441,6.769855,3.4354525,7.3364663,1.7518029
10442,6.7932086,3.5045772,7.8608522,2.6609666
10443,6.042681,3.7284536,8.552843,3.0640993
10444,6.887098,3.61022,7.505147,2.5466332
10445,7.236753,3.5298486,7.2164993,2.7074206
10446,6.1343904,3.6959736,8.780846,2.5256057
10447,6.3472857,3.486644,7.938489,2.3996053
10448,4.936044,3.6809385,8.018724,2.37826
10449,6.4593725,3.5312345,7.6406736,2.1728897
10450,6.7590475,3.483031,7.6363745,2.3529587
10451,5.901477,3.4529207,7.4874554,2.3679495
10452,7.065521,3.4523833,7.8520017,2.801349
10453,6.680437,3.6619077,7.87446,3.2104259
10454,7.725023,3.5342999,8.132774,2.7962728
10455,6.540294,3.523521,8.087166,2.8910253
10456,6.026418,3.4814696,6.498667,3.3983865
10457,5.81325,3.3909457,8.058899,2.518523
10458,7.757131,3.672035,7.9454966,3.3232985
10459,7.018883,3.5002842,7.5449924,2.3439608
10460,5.692052,3.3615344,7.536483,1.6220561
10461,6.072529,3.3741715,7.719507,2.2360578
10462,3.0619776,2.8734603,5.6650605,1.8602946
10463,6.96537,3.723455,8.368172,2.0522876
10464,6.8118873,3.5342338,8.022945,2.2131622
10465,6.21731,3.5756087,8.9179,2.971928
10466,7.213492,3.6108818,7.888249,3.4510972
10467,7.333579,3.6433158,8.90068,2.510163
10468,3.5819597,2.8234506,6.480398,1.9347196
10469,6.6963253,3.479046,8.40483,1.883164
10470,6.9418244,3.6438901,8.378056,2.7117481
10471,6.8257174,3.5879848,6.6035247,2.2524757
10472,8.454114,3.759052,8.994778,3.0489457
10473,6.897922,3.4998343,7.548493,2.852695
10474,7.549534,3.7260332,7.3605456,3.4388363
10475,5.864966,3.5914907,8.933418,2.375792
10476,6.9351068,3.2067065,8.178091,2.427361
10477,6.925523,3.44853,7.8440394,3.4531481
10478,7.3206363,3.522738,7.93292,2.8104312
10479,6.179636,3.6949596,9.239889,2.3189933
10480,9.209017,4.0450974,9.261028,3.039337
10481,9.039541,3.4887114,7.0339856,3.0668018
10482,6.8298736,3.4158123,7.999881,2.5629113
10483,7.1892576,3.579865,7.6707015,2.925165
10484,7.7571306,3.476742,8.250488,2.8871958
10485,6.854046,3.4853911,7.112636,2.9897547
10486,7.3789587,3.70007,6.4115767,2.3466554
10487,7.349142,3.6181548,7.770298,2.4901533
10488,6.9241667,3.6673439,8.368754,2.882556
10489,6.647053,3.5864966,7.256523,3.3776383
10490,6.4643083,3.500841,7.1823273,2.3464956
10491,6.505079,3.4393353,8.316332,2.0702677
10492,7.04423,3.564291,7.9543123,1.8653526
10493,4.9791985,3.2009885,7.555404,2.422984
10494,6.557386,3.3859315,7.736864,2.016283
10495,6.6569986,3.4338024,7.558088,3.15758
10496,6.9880166,3.3343608,6.7776504,3.3364234
10497,5.1356936,3.1075995,6.1878004,3.0119658
10498,8.302215,3.5535192,8.080179,2.625019
10499,7.456221,3.3726552,8.371765,3.2168782
10500,8.800279,3.589746,6.819935,2.7835507
10501,4.724931,3.2654943,6.6610403,2.5994518
10502,5.727364,3.2391036,6.271376,2.5146055
10503,7.9484754,3.453459,8.18721,3.326521
10504,7.2722726,3.4616888,7.1657104,2.0936542
10505,4.606615,3.2750082,3.1067884,2.3322926
10506,6.116164,2.9931,5.0910463,2.5976608
10507,8.224147,4.3802075,9.452651,2.4401736
10508,7.1554437,3.5450935,7.9666452,2.4968743
10509,6.677821,3.5343912,7.894068,2.6053736
10510,6.6811666,3.499823,7.2808266,2.3511772
10511,6.2998095,3.5279262,7.518247,3.0377162
10512,6.3306565,3.4491122,6.803323,2.2205124
10513,6.971277,3.5122504,6.7266026,3.7154489
10514,6.7849445,3.5675719,8.536629,2.1948671
10515,7.447029,3.7856784,8.274124,2.6481624
10516,7.870377,3.9145155,7.9847255,2.4798365
10517,5.913597,3.4776316,8.488801,2.7090497
10518,6.6038704,3.484526,8.246889,2.791138
10519,6.2484236,3.53122,7.63117,2.1720486
10520,4.880888,2.974329,6.7077093,2.1739216
10521,5.8122797,3.4944336,8.411694,2.2420883
10522,5.970689,3.6858087,8.358979,2.592491
10523,9.085779,3.3967247,7.7368517,2.51249
10524,7.839817,3.21017,7.602844,2.8341894
10525,5.9425964,3.5718646,8.245829,3.4068875
10526,5.9812565,3.345357,8.7938,2.309588
10527,6.662463,3.574743,7.4355335,2.6205502
10528,6.854773,3.5466359,7.9157095,2.3721156
10529,7.970839,3.6200964,8.33882,2.173304
10530,7.319008,3.3371916,7.4912157,2.49244
10531,7.4276147,3.4206228,7.5965004,2.486659
10532,7.368989,3.6549797,8.1919,2.7576344
10533,10.536513,3.7962315,8.510894,2.328422
10534,6.910519,3.584555,8.080057,2.7601058
10535,6.3550344,3.5267122,8.869613,2.1022468
10536,7.0320334,3.5060096,8.059119,3.175753
10537,7.664766,3.5065753,6.7446456,2.8412507
10538,7.1987596,3.4344358,7.8122926,1.7140728
10539,7.5419607,3.5419433,7.570439,2.7448776
10540,6.650221,3.5188317,8.327389,2.8255763
10541,6.6811194,3.6598809,7.33716,2.627928
10542,6.4723277,3.6626697,8.533242,2.6212509
10543,8.643519,3.5420594,7.6526365,3.0021064
10544,7.0813727,3.3082163,7.963996,2.8296468
10545,9.92757,4.3063684,8.288464,2.3771353
10546,9.466638,3.6075046,6.7564387,2.2826507
10547,7.9991026,3.5715141,7.142468,2.0650501
10548,7.100444,3.5926075,7.389298,2.2333937
10549,6.6978345,3.5470855,8.0756,2.2612014
10550,7.6019444,3.569692,7.7130313,2.4712524
10551,8.615878,4.083287,9.61573,2.8909297
