id,S1,S2,S3,S4
81,22853899.639742844,4238744.298221284,379.8067839260924,19098237.362757705
82,5135.182865022829,8174667.568240728,73264.49668510303,107415.20028218148
83,5595901.866091435,22689813.98758718,755006.3053293129,1302704.9354517448
84,2402986.6861882373,25748209.66569351,803487.6813354451,31861203.964099564
85,4781479.565328161,30553267.728320997,7246526.449437436,10283769.115634471
86,595420.5844505361,57678.656218370765,140314.29230610363,326642.6429043433
87,10124204.406670585,1366460.8703703242,7125832.4966220725,2528538.496657103
88,163966669.25305113,32026195.06368742,13233366.9241982,47639624.65153248
89,7455078.237457325,2249761.7560709408,6923017.544117367,6314084.601661559
90,690506.945203923,690506.945203923,17372420.87098665,8408391.609242339
91,20302534.95124558,8941766.753815863,21779079.912524488,22936066.78406094
92,1287175.5791260153,42453255.04814179,3821801.4218297005,20464474.66803273
93,5820825.218984336,112730222.72219545,311170533.7558472,62111928.550421186
94,87150867.81516688,80970824.51731847,38738951.55925565,415747476.43724275
95,68518380.6581513,20723784.524486627,793046.970644458,30345923.04194703
96,254370383.22475204,254370383.22475204,337156341.30058104,9673840.788649103
97,84009630.27811612,33364164.358896066,30941768.309967585,119475711.37235568
98,2170107.73192874,56927116.811127886,16690283.85960583,27871673.628598653
99,51992076.29499723,1797840.8804425988,11163589.918395823,35103640.30018013
100,2808977.7379231527,2138771.089580036,2152598.997436526,3954459.0880769766
101,1028007.0887604461,16027705.130474264,459514.86296378216,1104133.3432414518
102,236270.0004036723,13165.335247096638,124739.32960577807,67722.4844939603
103,142408703.23028827,17045138.187857606,27538108.25120254,75644948.34875955
104,5471176.110208758,4792024.041246731,44703492.53620058,5979326.574418763
105,20723784.524486627,68518380.6581513,793046.970644458,30345923.04194703
106,15631751.842424324,9308582.081542837,1318617.2957641396,35260573.37309279
107,34237935.48435925,39076611.45283288,5459689.768111118,75643428.6292396
108,8783181.284889264,14431609.928845584,43891.68518281318,369377.7899858229
109,7913877.577567839,1373548.8853435195,240731.9344114061,11522170.815627068
110,591264.9556222863,591264.9556222863,1566080.9038966338,9209832.520766068
111,734773.7758897602,734773.7758897602,26724591.02540866,29654881.490785416
112,146069921.12766284,11666189.18355125,125016073.22272272,108052501.60533692
113,48767289.2309954,73206471.55941278,400655551.4894975,97428198.28887747
114,5462113.665409458,2276145.724206263,18139739.536839943,20822767.1761789
115,1316872.993751223,245405.5258932351,4852450.520398803,6712307.732056792
116,158877052.72686362,7175218.822734062,17606789.3034479,39211834.206328705
117,1308749.5881810118,258135.4716729702,8280877.04862267,1356827.31101039
118,17838.450018573574,2357484.504955474,323350.9205607028,63833.831896562406
119,56884189.919412486,56884189.919412486,64607536.878845565,5852808.669599564
120,2860048.2375777895,36208281.58536864,13048712.427115787,7310241.422457859
121,57678.656218370765,595420.5844505361,140314.29230610363,326642.6429043433
122,258048.03649135784,1153665.4810618723,13292101.703448337,10916665.162954848
123,792327.1352197042,12582.873607486476,201256.14657680914,692582.6240366824
124,1287462.7152560723,15596004.449195968,3279917.237446216,15710568.664465783
125,9466975.294354854,49485138.781504504,12602742.989990745,113545384.87223515
126,11482097.698206905,11482097.698206905,20315293.2849295,134258257.99428537
127,2393862.982503016,96478977.8456071,16488986.851897895,16862713.055707157
128,130432.88818276995,1592023.924500107,1782729.663420687,375208.69452204916
129,38553320.28735705,53739918.236106284,20680.87653838682,27621803.368804824
130,51761801.82005147,175971029.47815886,18658489.81490823,40056630.91503787
131,9184370.519467495,3369032.7177910707,16350668.576226514,2427636.188729299
132,10502022.575420689,52262900.727965094,2100902.2081091003,6413154.227836699
133,1040561.9927568159,462201.5579645455,3795924.6612286605,985626.825120575
134,42069772.82320312,632853.5339081696,84667259.3472084,6916176.498076047
135,12315525.654901357,332831.1739926888,2612390.372648805,2510916.507663192
136,302794.9048884869,2121609.5758302044,2671.8924607069484,497084.7303427828
137,42324988.867904894,88151.21850872735,167647194.43588692,101982623.58723515
138,3371624.675773486,3371624.675773486,3246533.0335793933,23248419.01398509
139,15186099.056394394,2284222.6958526243,15263382.85104962,11676336.847641336
140,1398.7459210190511,282123.55462927156,625987.3832711614,1741778.6846026154
141,743309.2591923203,57885.3568078648,214993.929609132,12471.882362212491
142,6723479.456367489,320584708.86811894,57975686.98443621,51835552.146031894
143,733952.6742545915,34198.3982543193,13002.699281561503,472328.59180917614
144,2312592.0514375386,5484805.171081642,898642.7874495357,1416265.3794540113
145,10316273.083841935,1451488.7142540233,110604852.42429851,8071442.1592493495
146,182245745.0200902,38597689.113212086,76905664.76290084,27103870.180409748
147,87283.64618478558,3534626.9011153956,1977751.7015162478,1124552.5952300471
148,37675329.10922162,9556005.307987606,97293872.51576574,46737014.57806455
149,128611781.86966601,473784118.72289133,24555967.22032025,37646815.108312465
150,66212668.610801235,24537041.89629751,21490.05682883759,8694648.424088318
151,130206.1162277151,177835.64413505216,523697.60892323666,2901808.3266546563
152,43957171.25507294,3940340.8259044224,7200.318604169865,749037.2562074357
153,160162.78932487188,434968.9267210555,1617.8265932670167,794267.4490459291
154,1111393.777883738,1567267.3357357546,1904410.1287001483,14070246.82198708
155,9451342.70082901,7100031.19616609,17244568.92384727,25534927.03182393
156,266351.23456788214,201455.52249914498,3619881.010179789,19836.35171674568
157,235.687766959965,15337064.918635853,1659815.1042331066,169640.96775903634
158,1044266.9581943619,775926.7213866897,3583560.5418126923,1049130.1771443582
159,488461.6934159498,5085613.705961637,11799875.299863623,3383146.7779183304
160,400706.34713186964,1879800.5848654378,2811488.0249114544,1118261.2850879508
161,892494.090445629,51598005.775415175,132116019.01935552,23122433.046951
162,8242203.144741094,56288810.072875954,81455441.27017678,45327898.68537854
163,377428.3074881932,1214305.1234632009,5295914.818819966,1441782.3413877715
164,432063.8510749949,233000.45349991217,2138421.4499965208,2918440.3455587174
165,23568435.148211382,2438738.0508455653,69552862.79901707,15217241.571006315
166,1762983.5230920438,1762983.5230920438,31045248.223577898,81964380.64882778
167,3829254.3815127066,3392857.394520773,280955.3996292377,4622531.067706973
168,8160258.266860634,3771500.854799536,75450157.9265393,6903099.585764879
169,297315.1460368083,1450286.5656287537,7421156.812262486,3271052.9379325416
170,38597689.113212086,182245745.0200902,76905664.76290084,27103870.180409748
171,29090030.542793598,55932719.89585169,265229553.11974335,84986584.81977823
172,21647515.0353648,1129007.058994736,6779933.212313934,7803170.772196569
173,8554440.279904652,57413362.88835379,32410043.27980445,56846880.14711513
174,8732998.01514535,61960846.46737862,189917573.5467204,43391975.24058926
175,56684891.312024154,24255513.439011153,15722005.15500774,32759956.32324629
176,19240835.466520105,19240835.466520105,7942548.474943631,12696656.23208656
177,6968408.588414826,129511346.96295567,48601.004050140684,4461372.769458698
178,313315735.05856025,313315735.05856025,53593515.55637859,15959086.908716744
179,301.6647900131008,2832402.6332048955,233959.43125585298,2996.7749209238245
180,139544138.13915294,88398685.50766459,32748556.001805045,126549488.36060643
181,55247921.30400285,8188473.033044729,96243528.56700365,135604136.3387219
182,453200.5822101652,76886.33371869965,108151.88476642488,18792.153816328708
183,12168793.942990862,1782964.9724427273,40689.33863186179,482358.6535527254
184,36409778.85529199,5776381.240080153,155232.4864493953,55433.023177323055
185,4422834.273820846,14401.210899499047,206050.32106478364,220435.46026144086
186,17178385.686829012,86607190.3006172,49858692.20744996,25848292.9145552
187,15563727.360866113,1275296192.2462573,260981865.19467714,170984237.44505736
188,386835.669783778,869775.1187287552,209712.38523336264,599355.0118483815
189,12185951.832598327,47370621.88534609,30965.48483194473,3957488.552430048
190,2942683.441237691,99118792.71525194,12598225.252851427,11818402.854895
191,147399252.45590508,4975900.648158399,43819.82954205994,78019546.93567131
192,93728964.4408179,45268821.752888225,18665475.570590656,25074434.585742153
193,242518.47514276605,1891983.7706608342,283035.171039313,186977.18221079485
194,7836869.803747886,409750.94414869795,376940.9498268948,17101826.560389545
195,25747104.410565957,121965873.65115309,1126653.4698402656,2674944.8162566978
196,16480252.784155883,4196.508123612277,239928.12821091598,33972874.56608394
197,23186447.609292764,74827302.3177096,257046845.67710918,64718486.59917006
198,71379289.67486595,50074473.16413607,15596915.161315052,62612555.474677384
199,125498514.60292728,125498514.60292728,192980650.82274324,3754894.0711831483
200,3380871.3307613153,625496.8166327878,4127807.376528662,3485916.022234698
201,45986904.878998876,41133440.10437512,60272894.533648506,33694267.46373265
202,106316054.39772241,7455371.770563935,9561066.356801886,1487015.8518870887
203,25716552.775738686,60436803.82046559,41287617.11631148,34866599.50004419
204,175971029.47815886,51761801.82005147,18658489.81490823,40056630.91503787
205,76239.84594668898,706722.6967966236,128372.93547165631,490078.32927289745
206,23448006.81301603,14492226.527974794,7488.96789615269,378363.2606860502
207,21431250.372342043,3153127.67316495,940365.403963293,4032270.5158014908
208,328299.2842104485,2872190.4439389734,1430282.8755821285,3993746.5894924523
209,3272.439489264889,11912545.168136818,72393.04765340936,760449.1702946376
210,3618279.000148045,911620.997460108,1787960.496113126,4392743.703541521
211,28523792.860122982,654343.9142165711,4504009.167758603,23973339.197986618
212,11131279.740092132,114784.11271182305,10024851.941940662,3222020.5873149442
213,53951930.77502151,10788149.880936742,430900899.4823844,194619123.32036653
214,6093540.9497924745,1666961.3209465838,9888798.891359031,1501067.8176310947
215,134599180.50624478,27021813.756677553,210588.7141115477,106620350.36870036
216,70648611.48335898,3052392.2005151487,46021010.20351549,107811054.24102406
217,5444097.220708644,3427926.043368476,1248339.9360542456,1155885.8023554818
218,94680.38439737068,25731215.00916878,90860210.57647708,28437895.438473247
219,17045138.187857606,142408703.23028827,27538108.25120254,75644948.34875955
220,127477521.07766916,26198950.974062257,636341976.6383094,280801106.481204
221,1292348.690595521,192228.01609187413,207007.08892482516,15898.54944397755
222,9937671.130159246,2280787.898919144,502171.4869800072,738888.9483459325
223,2007661.7469982973,2051780.3318900636,20942.83835250925,2010097.374366135
224,20422891.61210039,37275325.5435637,269624.069936875,260514.2352342588
225,94785543.5408205,94785543.5408205,110553015.75118642,6382374.753775842
226,39579085.24938257,7564103.096928412,2201708.0855976315,8312487.9866054645
227,32432695.28146025,25530707.41974932,2009737.3563249425,10079902.920030551
228,242308.9580862063,6514381.065328821,8263996.550429061,11341338.779494956
229,254825313.0986884,180865799.3592761,116643299.79917003,2753919.457387341
230,48567741.376312464,14990007.748029275,9034433.616318287,41230021.843541525
231,135572192.53622228,15772095.642880606,25707630.8737877,13494331.870940432
232,1585387.8297948018,354850.35681473307,517388.2250544236,4537019.29401555
233,2242286.0009158505,996711.8284456092,2457319.1138501335,7558402.772835358
234,3859100.6338794865,3859100.6338794865,59239373.41557719,114033014.9783942
235,1165102.614952006,27088975.534015223,714744.2704589289,2222964.7100307196
236,4036445.9860434295,3750988.9217867437,1138343.1135472313,498135.8074764611
237,8946395.881062357,54963503.483963355,92285960.19972642,78803923.39310724
238,7317705.70134647,7317705.70134647,19600352.9007711,134455668.12017363
239,661256.2731295853,3429241.161810902,39616203.385959975,8466154.856597127
240,7086301.844602232,46296257.768457256,62714738.86116177,76989090.76724355
241,396591.2680312607,28262.24146263307,645223.102844635,9906.319899796199
242,505991512.3983711,168108454.19782797,50403878.69510004,68101698.6735636
243,98880.79268324147,3841471.6297773477,334721.7124959289,431936.0748116526
244,70600073.83245899,3867407.79641185,21587102.106732678,98922325.85170732
245,8293116.018910893,7447394.405447562,320741.49022633623,7956304.897439719
246,8756350.869365014,216105.25884325572,255248.71345680204,3809268.690343865
247,15291.87061582641,13069776.025229871,583594.0403176593,4360965.281446051
248,1362223.9399510045,156735.00278674896,51639976.1623891,10180246.857734611
249,4041645.9858719967,6228604.380077748,1794953.7920295887,7438970.331872855
250,123000005.86635932,84655150.38613674,55254012.01992171,809213.7728159565
251,1833106.6267058533,6459983.74252854,90413096.16288403,14261433.613170905
252,121297.37296899525,5993184.799021561,4712.066729963523,1692478.051674358
253,2246143.005727719,141943564.2127632,99493150.90945223,102798099.10038969
254,5891312.687738774,707371.5021930577,17647.403536069232,3561605.4962588158
255,1715959.6024604908,204493.00089101758,21316411.696425267,10483693.22727261
256,43989901.82496183,295558.89333786705,3115.1896750786696,25444521.193791874
257,39571210.56875232,18834119.96772836,10714768.279863635,3805040.8304317384
258,34339631.97725398,4833820.299605994,56571864.29784452,224874886.84459293
259,15504838.50981849,781271792.7132571,143624659.70823246,123382982.87941785
260,88828291.52252626,15544241.028137218,112646924.3788759,81700729.88785392
261,22570921.857125327,10291875.343196653,3979.421087472175,3873090.5467492417
262,342879.31386348937,2401281.725530056,101385.50118974612,448558.285806097
263,24220730.69423326,157917194.47405943,219838387.32470083,130605915.46995616
264,238863.29461136597,238863.29461136597,1254132.6517602506,3039789.3648843435
265,55908687.14403005,587109020.1974434,14769638.245011102,99857706.60700303
266,43662853.229199216,47945886.768707484,26946282.573909756,1684397.6138323005
267,10407261.927674448,89843526.63516651,6277104.972755222,24492240.224516034
268,1451488.7142540233,10316273.083841935,110604852.42429851,8071442.1592493495
269,188886.41816021164,842725.1727378248,96625.51129444967,3190716.465781738
270,131384461.296683,129835751.31521998,2143612.7245781077,216239039.57241237
271,26442672.353328843,143981501.74960846,175649682.61728498,178210814.06181857
272,22482526.90140344,38291391.9141864,15115862.471419819,487908.97234792134
273,109009645.09082767,16925475.665320493,326651.721371038,4656763.361265266
274,10987868.645579621,70383.82967704012,7231349.103585015,8902749.67567623
275,657945177.1215665,657945177.1215665,115284286.17070279,31138505.349903975
276,2118215.415486998,60444964.719938986,3017533.00706863,37359476.87603561
277,53727799.05329292,53727799.05329292,76552710.93287809,1634119.340594859
278,78909453.07813707,15122065.529381251,727822962.7804549,337414306.826483
279,12976958.897364616,677738.1288171803,19935903.940266885,21526226.81965056
280,5829411.114770667,3688418.6634980026,6295476.985900408,4240412.7743421085
281,690793.1858150334,11038986.120071702,10304734.026518807,7720492.915411647
282,12032637.558636144,18862215.878157713,12355216.378311535,45692669.07936884
283,1782964.9724427273,12168793.942990862,40689.33863186179,482358.6535527254
284,261306.519913185,392697.21766657755,5945363.606680148,978012.9783579177
285,958089.9631399743,623526.0882677423,153242.92570750698,84831.62737678563
286,99077.15734695694,99077.15734695694,3207138.384413522,1302.2019039241184
287,1445143.9059679129,1280344.3974258143,785115.3623668927,48942.807574012484
288,707371.5021930577,5891312.687738774,17647.403536140162,3561605.4962588158
289,2121609.5758302044,302794.9048884869,2671.8924607069484,497084.7303427828
290,56531083.77688161,33955674.98389925,156918.37930203296,173447.15974492833
291,920243.2870904829,1402245.0103145197,611442.4436772149,1863.7680331590218
292,11155598.455041911,8285622.210427936,12291320.259025743,58943.17929666753
293,3028287.670202519,1042518.2742250601,1921260.2414581135,2447458.9276030357
294,85459.57446182659,436598.88347683876,767660.7503987581,84668.23029135539
295,12704338.377754755,23897336.257513132,150177802.43997315,121415139.07238105
296,39685386.70620744,10429096.12932667,67762.08312732806,27075918.46731487
297,6635601.937516867,35397971.51353778,42903211.721352614,39804676.27189679
298,28096950.120753337,134455423.14929813,9251290.688286666,27658730.32061035
299,76742934.33695634,87315665.05015667,14410750.289703434,143337890.09010276
300,90490798.24453616,117746941.01408757,13045551.549163084,257798432.43886825
301,218105206.42530304,43170048.012053825,125542034.43456446,65890790.00055787
302,534080.9790240678,19404124.97072068,456857.4223004086,71368.89043450869
303,4977334.069979989,512329.3201060263,8852688.208763178,12287087.126299504
304,20924651.902424764,19699622.78907134,23805097.58655048,36090561.92089595
305,89544430.87897249,41039947.38805084,328316174.3347577,85436278.32933469
306,303374789.58967173,1156652.495705692,113929077.23774086,129967223.1925921
307,52034903.263310105,455172020.8604735,90898866.81251408,60370210.84189682
308,368536.95904497,368536.95904497,3798959.248220425,14522357.29413512
309,704782.19401679,928622.1127474922,21943556.454041593,1042739.8013187373
310,2894551.585653687,9380339.009778747,55618070.6135603,109958.34309184973
311,51868.41649242553,51868.41649242553,866506.7391220946,2186886.940895502
312,2607259.9061658247,853925.4254264825,22597098.63787079,16669072.587339016
313,408453.2675002152,1171813.3158985449,1996346.1348229481,5035578.064018452
314,1110537.1599171893,280927.4921674948,6620209.0548962485,406945.48754762986
315,1930.6964669576892,150156.21841743853,15520.745232489544,302071.2588833565
316,5872334.738394116,3028912.4931900618,1400072.19733776,26084440.071531173
317,231021.8780680459,120186.19032760675,4377.092742680279,41895.30789528349
318,528290.672708726,3526043.634346831,598996.9632939125,1088983.2207087628
319,636717.3992955785,26121194.17221357,126920.55206754553,34624810.12701242
320,428554.61710622325,994857.285128545,44270.8628031481,574106.6637820039
321,39206709.48924175,3262678.314328226,81405995.14409047,189359625.2854908
322,12504721.615813602,262220.84632684954,87879.98683537546,2337915.1623264505
323,3133669.1706363354,3509689.931464839,1071102.8573285032,1118116.5917805482
324,245405.5258932351,1316872.993751223,4852450.520398803,6712307.732056792
325,63059514.51280438,156953356.72131377,27896914.60122453,107866706.98834799
326,751918.4421578306,2390227.5177811366,15913562.756586915,10821985.178341975
327,15772095.642880606,135572192.53622228,25707630.8737877,13494331.870940432
328,53383.374185280874,53383.374185280874,10538043.815034976,223253.43954991442
329,25891016.9540768,110991683.11629468,19077.001232911436,37219819.45048718
330,358407949.7388565,68323278.38602419,20219491.948712267,76825362.71562116
331,2638985.3700007484,89901.52121888456,35493985.684501626,2195855.215410363
332,16925475.665320493,109009645.09082767,326651.721371038,4656763.361265266
333,2109900.2938412405,12461629.462255547,2607898.815899131,23304991.904789723
334,512495.2588246719,502659.3474993132,82380.41671077922,55749.09072483692
335,1501011.057350385,124543142.90176396,110537284.12407695,371052848.19790167
336,4580320.642396973,16957478.172549166,40787973.6084724,130095899.13028331
337,1444549.3776723072,248113.1225292215,2551208.707364719,65522.08066496859
338,22706.790194704427,678066.1408280078,1418.2302313804987,839351.6696781192
339,7093754.302257174,2133933.5242948495,12905815.701188242,6326865.905922976
340,60436803.82046559,25716552.775738686,41287617.11631148,34866599.50004419
341,56755478.92433659,87384724.55555594,21909777.470657047,33295460.141274232
342,273449.6632868901,273449.6632868901,4071637.687548318,6210814.641803299
343,2241075.883627073,7694445.0173573615,10997651.638068745,9255367.698816558
344,4975344.189149055,459020.2338253623,1967363.9347225656,726158.3339110123
345,336573.3992919813,7706912.513328368,4831951.498060411,11693294.233111
346,1171813.3158985449,408453.2675002152,1996346.1348229481,5035578.064018452
347,1317220.1105848926,14741273.000472387,2759455.1812960426,1838039.8331426093
348,143996.87876911653,66258.54577935925,508220.19277885684,594285.0988635486
349,5108754.688658501,3950700.4532036763,2693413.2586996686,18265466.20393189
350,19848442.980546616,826883.0781329098,22828412.894155607,80211533.53393869
351,60028529.57530235,147507914.26152882,104440040.26062107,87415007.10528114
352,99022389.59864707,126077607.84939204,61675078.43942325,3011392.7683334025
353,2227827.8538206043,2227827.8538206043,21613000.137359437,44711956.246683136
354,6228604.380077748,4041645.9858719967,1794953.7920295887,7438970.331872855
355,425542794.385579,86845558.27491444,236930828.91032586,106443197.55960692
356,2492947.1057162737,43369464.602119796,586407.109341714,6656030.590690221
357,84655150.38613674,123000005.86635932,55254012.01992171,809213.7728159565
358,23359388.808807414,3843360.995926296,54618204.92026166,11061582.691055348
359,69204307.10977559,8840275.309814356,7776620.676911839,4420951.212272448
360,123332703.56529388,123332703.56529388,134542883.49914876,303417161.86639285
361,3052392.2005151487,70648611.48335898,46021010.20351549,107811054.24102406
362,29458404.950889144,12913630.71916158,3718356.595133912,13602911.433295578
363,13750322.957156403,277158.5948824703,20824.61703112604,634468.8345597322
364,66154558.96744762,35632982.81898285,26893835.42641105,46106242.757175885
365,84387074.94441599,84387074.94441599,13489311.128093733,264703692.75010654
366,46551.608137034025,1390.0623276647161,11305.652409635539,272.9097505281828
367,2377402.9677867205,3526375.7528750235,2714595.3485250077,4907239.707682964
368,2761049.5349978837,475956.80411103874,226614.86017377046,903031.4137053222
369,3763559.5199907506,2555065.549310007,20887920.378049545,4970265.417308007
370,86356537.16598338,94758.38635069072,1320162.8206932177,8575114.771557327
371,233492.8417370416,9854435.503466269,1386769.292084687,3006202.507457427
372,75273611.68732056,45644723.162842974,38399789.084060185,35362210.39599807
373,14178573.775688857,38214169.84864341,2103832.935007221,10153019.466122417
374,131797.31826414168,2444861.370832982,772096.1790572929,849399.7091968261
375,4137228.184147257,30864011.241951924,9760181.17151432,5283411.409478608
376,13424662.938859168,13424662.938859168,1645399.010930427,590324.7382915913
377,8319810.539373944,1922492.5903841783,104447.06437379486,6160321.015730588
378,43890842.13608722,36796.95468248458,99572516.71080044,283612430.5270816
379,33662365.78827211,762822.7504793543,105369681.8593874,60151391.77893626
380,46828050.35666762,155883197.2537723,95310.0739217809,15605534.852982573
381,2791811.833728479,25070439.622702148,4372844.422449334,18444794.152875505
382,18927.41902698585,1327623.4381002998,131134.8968154407,2701693.993109116
383,32687799.52455303,74831341.35565059,2687482.692870967,13996927.475586466
384,27021136.745350756,26203322.002213523,9711718.202947829,10112434.552068157
385,124218.22821792023,1711070.2822058816,2181247.2615400567,3681087.6965418137
386,512329.3200678524,4977334.069979989,8852688.208763178,12287087.126299504
387,9275022.607165942,623640.7985340081,1914528.587306918,6532084.316679577
388,154521967.84621707,2988543.211788065,31379293.410912286,152241951.8445206
389,236752589.51691404,236752589.51691404,33529927.974870604,19989066.17551486
390,14431609.928845584,8783181.284889264,43891.68518281318,369377.7899858229
391,459020.2338253623,4975344.189149055,1967363.9347225656,726158.3339110123
392,516475.76174327877,3035412.9227107824,1099330.5889229772,1111793.5748010832
393,2683146.3454807634,387784.50553805026,79983.1016717462,2717457.916952258
394,560501124.9862783,1507542.634254918,235508406.7571495,185678366.29824656
395,31314.830697014844,1997814.0925645796,148859.31325131425,117937.31652606514
396,348723.09366764897,130663994.6246422,5362488.397607172,9621623.21050377
397,3487689.270314467,7639162.213702602,1635407.6639274943,1208343.6853845632
398,53108.537418788605,50850.41290791555,1940808.7147415532,141117.636038356
399,577911.9946409333,577911.9946409333,5472990.682786866,9810532.059101354
400,257832.95672552983,3173831.1243852577,34141087.867382646,4622850.189687247
401,419587.40716215846,470675.5676810538,1510818.9209810519,675661.3058664452
402,77431279.25943004,71526630.70680292,21331466.902854722,40269711.34871334
403,35167.96594700316,28801.653986023088,148.94593124630288,35042.66945190894
404,15107.51467267425,7422182.759754796,425119.95846482395,10629584.767314045
