id,X,Y,M,V
2904,-160.6635071,-47.86729858,91.23222749,0.547867299
2905,-4.662004662,-174.1258741,84.90675991,0.513752914
2906,-4.662004662,-174.1258741,84.90675991,0.513752914
2907,-104.3227666,0.864553314,114.4092219,0.591930836
2908,9.711286089,147.5065617,89.63254593,0.584251969
2909,-4.662004662,-174.1258741,84.90675991,0.513752914
2910,-104.3227666,0.864553314,114.4092219,0.591930836
2911,116.7664671,-81.73652695,102.3203593,0.654491018
2912,9.711286089,147.5065617,89.63254593,0.584251969
2913,9.711286089,147.5065617,89.63254593,0.584251969
2914,-104.3227666,0.864553314,114.4092219,0.591930836
2915,-4.662004662,-174.1258741,84.90675991,0.513752914
2916,-0.943396226,-166.0377358,98.3490566,0.596226415
2917,-160.6635071,-47.86729858,91.23222749,0.547867299
2918,116.7664671,-81.73652695,102.3203593,0.654491018
2919,-160.6635071,-47.86729858,91.23222749,0.547867299
2920,175.4901961,-26.96078431,99.50980392,0.568627451
2921,-104.3227666,0.864553314,114.4092219,0.591930836
2922,-160.6635071,-47.86729858,91.23222749,0.547867299
2923,9.711286089,147.5065617,89.63254593,0.584251969
2924,116.7664671,-81.73652695,102.3203593,0.654491018
2925,-0.943396226,-166.0377358,98.3490566,0.596226415
2926,-104.3227666,0.864553314,114.4092219,0.591930836
2927,9.711286089,147.5065617,89.63254593,0.584251969
2928,175.4901961,-26.96078431,99.50980392,0.568627451
2929,-160.6635071,-47.86729858,91.23222749,0.547867299
2930,9.711286089,147.5065617,89.63254593,0.584251969
2931,9.711286089,147.5065617,89.63254593,0.584251969
2932,9.711286089,147.5065617,89.63254593,0.584251969
2933,-0.943396226,-166.0377358,98.3490566,0.596226415
2934,-4.662004662,-174.1258741,84.90675991,0.513752914
2935,175.4901961,-26.96078431,99.50980392,0.568627451
2936,116.7664671,-81.73652695,102.3203593,0.654491018
2937,116.7664671,-81.73652695,102.3203593,0.654491018
2938,116.7664671,-81.73652695,102.3203593,0.654491018
2939,-4.662004662,-174.1258741,84.90675991,0.513752914
2940,9.711286089,147.5065617,89.63254593,0.584251969
2941,-4.662004662,-174.1258741,84.90675991,0.513752914
2942,116.7664671,-81.73652695,102.3203593,0.654491018
2943,-160.6635071,-47.86729858,91.23222749,0.547867299
2944,9.711286089,147.5065617,89.63254593,0.584251969
2945,-0.943396226,-166.0377358,98.3490566,0.596226415
2946,-104.3227666,0.864553314,114.4092219,0.591930836
2947,-104.3227666,0.864553314,114.4092219,0.591930836
2948,-160.6635071,-47.86729858,91.23222749,0.547867299
2949,-7.01754386,269.7368421,125.9868421,0.795614035
2950,-104.3227666,0.864553314,114.4092219,0.591930836
2951,-0.943396226,-166.0377358,98.3490566,0.596226415
2952,-4.662004662,-174.1258741,84.90675991,0.513752914
2953,-160.6635071,-47.86729858,91.23222749,0.547867299
2954,116.7664671,-81.73652695,102.3203593,0.654491018
2955,-0.943396226,-166.0377358,98.3490566,0.596226415
2956,116.7664671,-81.73652695,102.3203593,0.654491018
2957,-4.662004662,-174.1258741,84.90675991,0.513752914
2958,-7.01754386,269.7368421,125.9868421,0.795614035
2959,-4.662004662,-174.1258741,84.90675991,0.513752914
2960,175.4901961,-26.96078431,99.50980392,0.568627451
2961,-4.662004662,-174.1258741,84.90675991,0.513752914
2962,-4.662004662,-174.1258741,84.90675991,0.513752914
2963,175.4901961,-26.96078431,99.50980392,0.568627451
2964,9.711286089,147.5065617,89.63254593,0.584251969
2965,9.711286089,147.5065617,89.63254593,0.584251969
2966,-4.662004662,-174.1258741,84.90675991,0.513752914
2967,-104.3227666,0.864553314,114.4092219,0.591930836
2968,175.4901961,-26.96078431,99.50980392,0.568627451
2969,-160.6635071,-47.86729858,91.23222749,0.547867299
2970,116.7664671,-81.73652695,102.3203593,0.654491018
2971,-4.662004662,-174.1258741,84.90675991,0.513752914
2972,-4.662004662,-174.1258741,84.90675991,0.513752914
2973,175.4901961,-26.96078431,99.50980392,0.568627451
2974,116.7664671,-81.73652695,102.3203593,0.654491018
2975,-4.662004662,-174.1258741,84.90675991,0.513752914
2976,175.4901961,-26.96078431,99.50980392,0.568627451
2977,-4.662004662,-174.1258741,84.90675991,0.513752914
2978,175.4901961,-26.96078431,99.50980392,0.568627451
2979,-0.943396226,-166.0377358,98.3490566,0.596226415
2980,-104.3227666,0.864553314,114.4092219,0.591930836
2981,-7.01754386,269.7368421,125.9868421,0.795614035
2982,-160.6635071,-47.86729858,91.23222749,0.547867299
2983,-0.943396226,-166.0377358,98.3490566,0.596226415
2984,-160.6635071,-47.86729858,91.23222749,0.547867299
2985,-4.662004662,-174.1258741,84.90675991,0.513752914
2986,-4.662004662,-174.1258741,84.90675991,0.513752914
2987,-104.3227666,0.864553314,114.4092219,0.591930836
2988,-4.662004662,-174.1258741,84.90675991,0.513752914
2989,-0.943396226,-166.0377358,98.3490566,0.596226415
2990,-0.943396226,-166.0377358,98.3490566,0.596226415
2991,116.7664671,-81.73652695,102.3203593,0.654491018
2992,116.7664671,-81.73652695,102.3203593,0.654491018
2993,-160.6635071,-47.86729858,91.23222749,0.547867299
2994,9.711286089,147.5065617,89.63254593,0.584251969
2995,-160.6635071,-47.86729858,91.23222749,0.547867299
2996,-104.3227666,0.864553314,114.4092219,0.591930836
2997,9.711286089,147.5065617,89.63254593,0.584251969
2998,-0.943396226,-166.0377358,98.3490566,0.596226415
2999,-4.662004662,-174.1258741,84.90675991,0.513752914
3000,-4.662004662,-174.1258741,84.90675991,0.513752914
3001,-160.6635071,-47.86729858,91.23222749,0.547867299
3002,116.7664671,-81.73652695,102.3203593,0.654491018
3003,9.711286089,147.5065617,89.63254593,0.584251969
3004,116.7664671,-81.73652695,102.3203593,0.654491018
3005,9.711286089,147.5065617,89.63254593,0.584251969
3006,-4.662004662,-174.1258741,84.90675991,0.513752914
3007,9.711286089,147.5065617,89.63254593,0.584251969
3008,-104.3227666,0.864553314,114.4092219,0.591930836
3009,9.711286089,147.5065617,89.63254593,0.584251969
3010,-4.662004662,-174.1258741,84.90675991,0.513752914
3011,-104.3227666,0.864553314,114.4092219,0.591930836
3012,-104.3227666,0.864553314,114.4092219,0.591930836
3013,175.4901961,-26.96078431,99.50980392,0.568627451
3014,-160.6635071,-47.86729858,91.23222749,0.547867299
3015,-0.943396226,-166.0377358,98.3490566,0.596226415
3016,9.711286089,147.5065617,89.63254593,0.584251969
3017,175.4901961,-26.96078431,99.50980392,0.568627451
3018,9.711286089,147.5065617,89.63254593,0.584251969
3019,-104.3227666,0.864553314,114.4092219,0.591930836
3020,-7.01754386,269.7368421,125.9868421,0.795614035
3021,-160.6635071,-47.86729858,91.23222749,0.547867299
3022,9.711286089,147.5065617,89.63254593,0.584251969
3023,175.4901961,-26.96078431,99.50980392,0.568627451
3024,-4.662004662,-174.1258741,84.90675991,0.513752914
3025,-7.01754386,269.7368421,125.9868421,0.795614035
3026,-160.6635071,-47.86729858,91.23222749,0.547867299
3027,9.711286089,147.5065617,89.63254593,0.584251969
3028,-160.6635071,-47.86729858,91.23222749,0.547867299
3029,-104.3227666,0.864553314,114.4092219,0.591930836
3030,9.711286089,147.5065617,89.63254593,0.584251969
3031,116.7664671,-81.73652695,102.3203593,0.654491018
3032,-160.6635071,-47.86729858,91.23222749,0.547867299
3033,-7.01754386,269.7368421,125.9868421,0.795614035
3034,-0.943396226,-166.0377358,98.3490566,0.596226415
3035,175.4901961,-26.96078431,99.50980392,0.568627451
3036,-7.01754386,269.7368421,125.9868421,0.795614035
3037,116.7664671,-81.73652695,102.3203593,0.654491018
3038,-4.662004662,-174.1258741,84.90675991,0.513752914
3039,9.711286089,147.5065617,89.63254593,0.584251969
3040,-4.662004662,-174.1258741,84.90675991,0.513752914
3041,-4.662004662,-174.1258741,84.90675991,0.513752914
3042,-4.662004662,-174.1258741,84.90675991,0.513752914
3043,-0.943396226,-166.0377358,98.3490566,0.596226415
3044,-104.3227666,0.864553314,114.4092219,0.591930836
3045,-0.943396226,-166.0377358,98.3490566,0.596226415
3046,9.711286089,147.5065617,89.63254593,0.584251969
3047,175.4901961,-26.96078431,99.50980392,0.568627451
3048,175.4901961,-26.96078431,99.50980392,0.568627451
3049,9.711286089,147.5065617,89.63254593,0.584251969
3050,-4.662004662,-174.1258741,84.90675991,0.513752914
3051,-0.943396226,-166.0377358,98.3490566,0.596226415
3052,-4.662004662,-174.1258741,84.90675991,0.513752914
3053,-160.6635071,-47.86729858,91.23222749,0.547867299
3054,9.711286089,147.5065617,89.63254593,0.584251969
3055,175.4901961,-26.96078431,99.50980392,0.568627451
3056,-4.662004662,-174.1258741,84.90675991,0.513752914
3057,9.711286089,147.5065617,89.63254593,0.584251969
3058,9.711286089,147.5065617,89.63254593,0.584251969
3059,175.4901961,-26.96078431,99.50980392,0.568627451
3060,-104.3227666,0.864553314,114.4092219,0.591930836
3061,116.7664671,-81.73652695,102.3203593,0.654491018
3062,-0.943396226,-166.0377358,98.3490566,0.596226415
3063,-104.3227666,0.864553314,114.4092219,0.591930836
3064,116.7664671,-81.73652695,102.3203593,0.654491018
3065,-0.943396226,-166.0377358,98.3490566,0.596226415
3066,9.711286089,147.5065617,89.63254593,0.584251969
3067,-160.6635071,-47.86729858,91.23222749,0.547867299
3068,9.711286089,147.5065617,89.63254593,0.584251969
3069,9.711286089,147.5065617,89.63254593,0.584251969
3070,-104.3227666,0.864553314,114.4092219,0.591930836
3071,-4.662004662,-174.1258741,84.90675991,0.513752914
3072,9.711286089,147.5065617,89.63254593,0.584251969
3073,-4.662004662,-174.1258741,84.90675991,0.513752914
3074,116.7664671,-81.73652695,102.3203593,0.654491018
3075,175.4901961,-26.96078431,99.50980392,0.568627451
3076,116.7664671,-81.73652695,102.3203593,0.654491018
3077,175.4901961,-26.96078431,99.50980392,0.568627451
3078,-160.6635071,-47.86729858,91.23222749,0.547867299
3079,9.711286089,147.5065617,89.63254593,0.584251969
3080,-160.6635071,-47.86729858,91.23222749,0.547867299
3081,175.4901961,-26.96078431,99.50980392,0.568627451
3082,9.711286089,147.5065617,89.63254593,0.584251969
3083,175.4901961,-26.96078431,99.50980392,0.568627451
3084,-4.662004662,-174.1258741,84.90675991,0.513752914
3085,-0.943396226,-166.0377358,98.3490566,0.596226415
3086,9.711286089,147.5065617,89.63254593,0.584251969
3087,116.7664671,-81.73652695,102.3203593,0.654491018
3088,-104.3227666,0.864553314,114.4092219,0.591930836
3089,9.711286089,147.5065617,89.63254593,0.584251969
3090,-160.6635071,-47.86729858,91.23222749,0.547867299
3091,175.4901961,-26.96078431,99.50980392,0.568627451
3092,-160.6635071,-47.86729858,91.23222749,0.547867299
3093,-4.662004662,-174.1258741,84.90675991,0.513752914
3094,-7.01754386,269.7368421,125.9868421,0.795614035
3095,-160.6635071,-47.86729858,91.23222749,0.547867299
3096,175.4901961,-26.96078431,99.50980392,0.568627451
3097,116.7664671,-81.73652695,102.3203593,0.654491018
3098,-4.662004662,-174.1258741,84.90675991,0.513752914
3099,-0.943396226,-166.0377358,98.3490566,0.596226415
3100,-7.01754386,269.7368421,125.9868421,0.795614035
3101,-7.01754386,269.7368421,125.9868421,0.795614035
3102,175.4901961,-26.96078431,99.50980392,0.568627451
3103,116.7664671,-81.73652695,102.3203593,0.654491018
3104,116.7664671,-81.73652695,102.3203593,0.654491018
3105,-7.01754386,269.7368421,125.9868421,0.795614035
3106,175.4901961,-26.96078431,99.50980392,0.568627451
3107,175.4901961,-26.96078431,99.50980392,0.568627451
3108,116.7664671,-81.73652695,102.3203593,0.654491018
3109,116.7664671,-81.73652695,102.3203593,0.654491018
3110,-4.662004662,-174.1258741,84.90675991,0.513752914
3111,-104.3227666,0.864553314,114.4092219,0.591930836
3112,9.711286089,147.5065617,89.63254593,0.584251969
3113,116.7664671,-81.73652695,102.3203593,0.654491018
3114,-104.3227666,0.864553314,114.4092219,0.591930836
3115,175.4901961,-26.96078431,99.50980392,0.568627451
3116,-0.943396226,-166.0377358,98.3490566,0.596226415
3117,-0.943396226,-166.0377358,98.3490566,0.596226415
3118,9.711286089,147.5065617,89.63254593,0.584251969
3119,175.4901961,-26.96078431,99.50980392,0.568627451
3120,-160.6635071,-47.86729858,91.23222749,0.547867299
3121,116.7664671,-81.73652695,102.3203593,0.654491018
3122,-4.662004662,-174.1258741,84.90675991,0.513752914
3123,-4.662004662,-174.1258741,84.90675991,0.513752914
3124,-160.6635071,-47.86729858,91.23222749,0.547867299
3125,-104.3227666,0.864553314,114.4092219,0.591930836
3126,116.7664671,-81.73652695,102.3203593,0.654491018
3127,-104.3227666,0.864553314,114.4092219,0.591930836
3128,-0.943396226,-166.0377358,98.3490566,0.596226415
3129,175.4901961,-26.96078431,99.50980392,0.568627451
3130,-4.662004662,-174.1258741,84.90675991,0.513752914
3131,9.711286089,147.5065617,89.63254593,0.584251969
3132,-7.01754386,269.7368421,125.9868421,0.795614035
3133,-160.6635071,-47.86729858,91.23222749,0.547867299
3134,-0.943396226,-166.0377358,98.3490566,0.596226415
3135,-104.3227666,0.864553314,114.4092219,0.591930836
3136,-104.3227666,0.864553314,114.4092219,0.591930836
3137,-160.6635071,-47.86729858,91.23222749,0.547867299
3138,-4.662004662,-174.1258741,84.90675991,0.513752914
3139,-104.3227666,0.864553314,114.4092219,0.591930836
3140,175.4901961,-26.96078431,99.50980392,0.568627451
3141,-104.3227666,0.864553314,114.4092219,0.591930836
3142,-0.943396226,-166.0377358,98.3490566,0.596226415
3143,-160.6635071,-47.86729858,91.23222749,0.547867299
3144,9.711286089,147.5065617,89.63254593,0.584251969
3145,9.711286089,147.5065617,89.63254593,0.584251969
3146,9.711286089,147.5065617,89.63254593,0.584251969
3147,-104.3227666,0.864553314,114.4092219,0.591930836
3148,-0.943396226,-166.0377358,98.3490566,0.596226415
3149,-160.6635071,-47.86729858,91.23222749,0.547867299
3150,-160.6635071,-47.86729858,91.23222749,0.547867299
3151,-4.662004662,-174.1258741,84.90675991,0.513752914
3152,175.4901961,-26.96078431,99.50980392,0.568627451
3153,-160.6635071,-47.86729858,91.23222749,0.547867299
3154,9.711286089,147.5065617,89.63254593,0.584251969
3155,-104.3227666,0.864553314,114.4092219,0.591930836
3156,-104.3227666,0.864553314,114.4092219,0.591930836
3157,-4.662004662,-174.1258741,84.90675991,0.513752914
3158,-4.662004662,-174.1258741,84.90675991,0.513752914
3159,116.7664671,-81.73652695,102.3203593,0.654491018
3160,-104.3227666,0.864553314,114.4092219,0.591930836
3161,116.7664671,-81.73652695,102.3203593,0.654491018
3162,-160.6635071,-47.86729858,91.23222749,0.547867299
3163,-160.6635071,-47.86729858,91.23222749,0.547867299
3164,-4.662004662,-174.1258741,84.90675991,0.513752914
3165,116.7664671,-81.73652695,102.3203593,0.654491018
3166,9.711286089,147.5065617,89.63254593,0.584251969
3167,175.4901961,-26.96078431,99.50980392,0.568627451
3168,-160.6635071,-47.86729858,91.23222749,0.547867299
3169,-0.943396226,-166.0377358,98.3490566,0.596226415
3170,-4.662004662,-174.1258741,84.90675991,0.513752914
3171,-4.662004662,-174.1258741,84.90675991,0.513752914
3172,116.7664671,-81.73652695,102.3203593,0.654491018
3173,-104.3227666,0.864553314,114.4092219,0.591930836
3174,116.7664671,-81.73652695,102.3203593,0.654491018
3175,-104.3227666,0.864553314,114.4092219,0.591930836
3176,116.7664671,-81.73652695,102.3203593,0.654491018
3177,175.4901961,-26.96078431,99.50980392,0.568627451
3178,175.4901961,-26.96078431,99.50980392,0.568627451
3179,-4.662004662,-174.1258741,84.90675991,0.513752914
3180,-104.3227666,0.864553314,114.4092219,0.591930836
3181,175.4901961,-26.96078431,99.50980392,0.568627451
3182,-104.3227666,0.864553314,114.4092219,0.591930836
3183,-104.3227666,0.864553314,114.4092219,0.591930836
3184,-0.943396226,-166.0377358,98.3490566,0.596226415
3185,-0.943396226,-166.0377358,98.3490566,0.596226415
3186,-160.6635071,-47.86729858,91.23222749,0.547867299
3187,9.711286089,147.5065617,89.63254593,0.584251969
3188,-0.943396226,-166.0377358,98.3490566,0.596226415
3189,175.4901961,-26.96078431,99.50980392,0.568627451
3190,9.711286089,147.5065617,89.63254593,0.584251969
3191,-0.943396226,-166.0377358,98.3490566,0.596226415
3192,9.711286089,147.5065617,89.63254593,0.584251969
3193,-4.662004662,-174.1258741,84.90675991,0.513752914
3194,-7.01754386,269.7368421,125.9868421,0.795614035
3195,-104.3227666,0.864553314,114.4092219,0.591930836
3196,-4.662004662,-174.1258741,84.90675991,0.513752914
3197,-160.6635071,-47.86729858,91.23222749,0.547867299
3198,-7.01754386,269.7368421,125.9868421,0.795614035
3199,-160.6635071,-47.86729858,91.23222749,0.547867299
3200,-4.662004662,-174.1258741,84.90675991,0.513752914
3201,-0.943396226,-166.0377358,98.3490566,0.596226415
3202,-4.662004662,-174.1258741,84.90675991,0.513752914
3203,-104.3227666,0.864553314,114.4092219,0.591930836
3204,116.7664671,-81.73652695,102.3203593,0.654491018
3205,-0.943396226,-166.0377358,98.3490566,0.596226415
3206,9.711286089,147.5065617,89.63254593,0.584251969
3207,-160.6635071,-47.86729858,91.23222749,0.547867299
3208,-160.6635071,-47.86729858,91.23222749,0.547867299
3209,-104.3227666,0.864553314,114.4092219,0.591930836
3210,-7.01754386,269.7368421,125.9868421,0.795614035
3211,116.7664671,-81.73652695,102.3203593,0.654491018
3212,-104.3227666,0.864553314,114.4092219,0.591930836
3213,116.7664671,-81.73652695,102.3203593,0.654491018
3214,-4.662004662,-174.1258741,84.90675991,0.513752914
3215,9.711286089,147.5065617,89.63254593,0.584251969
3216,-0.943396226,-166.0377358,98.3490566,0.596226415
3217,-7.01754386,269.7368421,125.9868421,0.795614035
3218,-160.6635071,-47.86729858,91.23222749,0.547867299
3219,175.4901961,-26.96078431,99.50980392,0.568627451
3220,-160.6635071,-47.86729858,91.23222749,0.547867299
3221,-104.3227666,0.864553314,114.4092219,0.591930836
3222,9.711286089,147.5065617,89.63254593,0.584251969
3223,-160.6635071,-47.86729858,91.23222749,0.547867299
3224,175.4901961,-26.96078431,99.50980392,0.568627451
3225,116.7664671,-81.73652695,102.3203593,0.654491018
3226,9.711286089,147.5065617,89.63254593,0.584251969
3227,116.7664671,-81.73652695,102.3203593,0.654491018
3228,-160.6635071,-47.86729858,91.23222749,0.547867299
3229,-0.943396226,-166.0377358,98.3490566,0.596226415
3230,175.4901961,-26.96078431,99.50980392,0.568627451
3231,116.7664671,-81.73652695,102.3203593,0.654491018
3232,-104.3227666,0.864553314,114.4092219,0.591930836
3233,175.4901961,-26.96078431,99.50980392,0.568627451
3234,116.7664671,-81.73652695,102.3203593,0.654491018
3235,116.7664671,-81.73652695,102.3203593,0.654491018
3236,-104.3227666,0.864553314,114.4092219,0.591930836
3237,-160.6635071,-47.86729858,91.23222749,0.547867299
3238,175.4901961,-26.96078431,99.50980392,0.568627451
3239,9.711286089,147.5065617,89.63254593,0.584251969
3240,116.7664671,-81.73652695,102.3203593,0.654491018
3241,116.7664671,-81.73652695,102.3203593,0.654491018
3242,-160.6635071,-47.86729858,91.23222749,0.547867299
3243,-7.01754386,269.7368421,125.9868421,0.795614035
3244,-104.3227666,0.864553314,114.4092219,0.591930836
3245,116.7664671,-81.73652695,102.3203593,0.654491018
3246,9.711286089,147.5065617,89.63254593,0.584251969
3247,-160.6635071,-47.86729858,91.23222749,0.547867299
3248,-104.3227666,0.864553314,114.4092219,0.591930836
3249,-104.3227666,0.864553314,114.4092219,0.591930836
3250,-104.3227666,0.864553314,114.4092219,0.591930836
3251,116.7664671,-81.73652695,102.3203593,0.654491018
3252,116.7664671,-81.73652695,102.3203593,0.654491018
3253,9.711286089,147.5065617,89.63254593,0.584251969
3254,-0.943396226,-166.0377358,98.3490566,0.596226415
3255,-104.3227666,0.864553314,114.4092219,0.591930836
3256,-4.662004662,-174.1258741,84.90675991,0.513752914
3257,-160.6635071,-47.86729858,91.23222749,0.547867299
3258,-7.01754386,269.7368421,125.9868421,0.795614035
3259,-4.662004662,-174.1258741,84.90675991,0.513752914
3260,-104.3227666,0.864553314,114.4092219,0.591930836
3261,9.711286089,147.5065617,89.63254593,0.584251969
3262,-160.6635071,-47.86729858,91.23222749,0.547867299
3263,-160.6635071,-47.86729858,91.23222749,0.547867299
3264,-7.01754386,269.7368421,125.9868421,0.795614035
3265,-0.943396226,-166.0377358,98.3490566,0.596226415
3266,-160.6635071,-47.86729858,91.23222749,0.547867299
3267,9.711286089,147.5065617,89.63254593,0.584251969
3268,175.4901961,-26.96078431,99.50980392,0.568627451
3269,9.711286089,147.5065617,89.63254593,0.584251969
3270,-104.3227666,0.864553314,114.4092219,0.591930836
3271,-0.943396226,-166.0377358,98.3490566,0.596226415
3272,-4.662004662,-174.1258741,84.90675991,0.513752914
3273,116.7664671,-81.73652695,102.3203593,0.654491018
3274,-160.6635071,-47.86729858,91.23222749,0.547867299
3275,-0.943396226,-166.0377358,98.3490566,0.596226415
3276,-0.943396226,-166.0377358,98.3490566,0.596226415
3277,-0.943396226,-166.0377358,98.3490566,0.596226415
3278,175.4901961,-26.96078431,99.50980392,0.568627451
3279,-160.6635071,-47.86729858,91.23222749,0.547867299
3280,9.711286089,147.5065617,89.63254593,0.584251969
3281,116.7664671,-81.73652695,102.3203593,0.654491018
3282,175.4901961,-26.96078431,99.50980392,0.568627451
3283,9.711286089,147.5065617,89.63254593,0.584251969
3284,116.7664671,-81.73652695,102.3203593,0.654491018
3285,-104.3227666,0.864553314,114.4092219,0.591930836
3286,-4.662004662,-174.1258741,84.90675991,0.513752914
3287,116.7664671,-81.73652695,102.3203593,0.654491018
3288,-7.01754386,269.7368421,125.9868421,0.795614035
3289,9.711286089,147.5065617,89.63254593,0.584251969
3290,116.7664671,-81.73652695,102.3203593,0.654491018
3291,9.711286089,147.5065617,89.63254593,0.584251969
3292,-4.662004662,-174.1258741,84.90675991,0.513752914
3293,9.711286089,147.5065617,89.63254593,0.584251969
