id,X,Y,M,V
2857,98,-185,82,0.7845
2858,72,89,134.25,0.814
2859,131.5,-84,101.125,0.499
2860,-188.85,-11.15,101.6875,0.231
2861,61.49107143,-120.5,89.99578373,0.750212302
2862,385,-151.5,160.375,0.917
2863,356,-124,135.75,0.583
2864,-90.5,1.25,78,0.2865
2865,248.5,-129.5,124.75,0.436
2866,-207.5,104,82.75,0.801
2867,141.5806452,260,72.85080645,0.684241935
2868,177.5,-172,130.5,0.346
2869,-52.125,47.52564103,77.03979701,0.348611111
2870,-253,-166.5,72.375,0.64
2871,-82.46153846,-23.55769231,66.78846154,0.3795
2872,-35,-343.5,90.75,0.505
2873,-238,-117.5,135.375,0.416
2874,-5,-189,103.5,0.507
2875,-185,-170.5,128.28125,0.398
2876,32.5,-296.5,100.1354167,0.4805
2877,-6.951304397,22.67842713,51.92015313,0.519343486
2878,-152,-70.5,39.875,0.358
2879,25.99443164,66.37610186,62.55769415,0.32405937
2880,176.5,-202.5,89.75,0.6165
2881,-221.5,-312.5,112.375,0.506
2882,-108,-275,125.75,0.748
2883,87.5,-145,90.97916667,0.309
2884,-20,108.5,96.1875,0.792
2885,130,-142.5,92.875,0.781
2886,18.5,-146,87.5625,0.6445
2887,-129.5,-110.5,120.375,0.883
2888,-17.81045305,7.555179301,47.44149209,0.574363638
2889,-102.3611111,236.1388889,63.89861111,0.382738889
2890,67,-85.5,73.625,0.418
2891,-102.8039216,161.3715686,79.71252042,0.357648693
2892,0.5,-46.5,88.06944444,0.441777778
2893,26.5,-182.5,99,0.424666667
2894,42.14285714,126,89.58928571,0.431095238
2895,-181,22.5,118.0833333,0.476333333
2896,85.5,-44.5,112.625,0.8541
2897,57,-5,114.09375,0.500880952
2898,211,-95,134.5,0.465
2899,157,4.5,77.875,0.584
2900,-137.5,-106,145.375,0.375
2901,-3.681818182,108.7554113,83.34742965,0.434112554
2902,62.5,-102,103.96875,0.66155
2903,-212,-124,141.125,0.412
2904,-75,-39,88.125,0.682
2905,87,-82.5,83.5,0.621
2906,-92,-345,118.875,0.585
2907,82,169,83.25,0.724
2908,166.25,162.4166667,119.6291667,0.44125
2909,34,-215.5,73.625,0.328
2910,2.5,-96,98.625,0.893
2911,198,-83,84.3125,0.4225
2912,199.9464286,273.0357143,103.1889881,0.491869048
2913,-15.99230769,219.6910256,77.96538462,0.710564103
2914,3.821428571,10.88095238,80.19345238,0.26547619
2915,7,-91.5,59.375,0.295
2916,3,-185.5,164.875,0.328
2917,-213,87.5,50.625,0.323
2918,111.5,-15,138.125,0.603
2919,-256,-19,67.25,0.335
2920,305.5,-106,39.375,0.7065
2921,-5.357142857,-1.375,105.3392857,0.356178571
2922,-29,24.5,76.125,0.54
2923,-109.1695971,115.1684982,108.037832,0.57048141
2924,-26,-71.35,61.66041667,0.344033333
2925,14.5,-115,87.75,0.334
2926,-121,243.5,80.31875,0.5129
2927,-46.48484848,208.6969697,77.56439394,0.593174242
2928,223,-60,80.875,0.373333333
2929,-20.5,294.5,72,0.772
2930,8,209.5,94.375,0.591
2931,-229.1177728,194.0720211,91.81802256,0.333531423
2932,-69.94761905,72.70952381,67.92440476,0.689442857
2933,-74,-304,127,0.672
2934,-16,-202,108.25,0.255
2935,6,-94,104.875,0.416
2936,-53.1875,-155.875,72.734375,0.610625
2937,225,-94.5,90.5,0.545
2938,-49,-168.5,73.5,0.825
2939,42.5,-307.5,119,0.786
2940,-61.55555556,190.2222222,123.2361111,0.657888889
2941,44.98080808,-72.76010101,51.14760101,0.501008081
2942,371,-86.5,121.875,0.559
2943,-346,-179.5,142,0.746
2944,170.8214286,264.2857143,114.3035714,0.569285714
2945,9,118.5,136.25,0.454
2946,-86,13.5,129.21875,0.762
2947,-49,-17,96.09375,0.549466667
2948,-18,-105.5,57.64583333,0.257333333
2949,47.5,312,114.25,0.751
2950,43.5,120.5,95.25,0.57
2951,5.5,-148.5,106.75,0.729
2952,89.5,-45,104.75,0.707
2953,-133,-95,116.625,0.451
2954,37.08461538,-64.25961538,59.42676282,0.718377564
2955,-15,-138,110.75,0.719
2956,49.75,-40.30535714,96.02574405,0.313829762
2957,11.70833333,-101.3958333,48.95833333,0.384666667
2958,-16.5,324.5,111.875,0.796
2959,270,-171,120.25,0.438
2960,110,-189.5,141,0.383
2961,59.5,-388.5,87.875,0.738
2962,-70.5,-83.5,67.30833333,0.522183333
2963,106,-128,81.75,0.52
2964,-174.7990196,-127.8186275,84.39307598,0.546585784
2965,180,216,100.625,0.796
2966,-91.5,-314.5,137.875,0.927
2967,-3.5,33.88095238,89.32440476,0.288619048
2968,328,-63,74.625,0.323333333
2969,-77,135.5,79.75,0.624666667
2970,-0.7,27.05,64.903125,0.80885
2971,43.85050505,-65.15,55.30138889,0.255237374
2972,-40.5,-190,96.875,0.435
2973,191.5,52,85.625,0.6215
2974,155,12.5,128.625,0.611
2975,158.5,-207.5,105.4107143,0.351714286
2976,217,55,60.78125,0.38
2977,161.5,-304.5,87.5,0.281
2978,180.5,-45.5,61.875,0.478
2979,0.5,198,153.75,0.91
2980,-95.5,-190,102.65,0.5624
2981,-232.4375,230.625,137.875,0.644375
2982,-246,27.5,99.375,0.511
2983,-35.5,-101,63.75,0.618
2984,-181.75,61.875,75.09375,0.37925
2985,19.96428571,-185.75,58.75892857,0.223
2986,-3,-76.5,70.75,0.601
2987,-202.5,-172,73.625,0.426
2988,84.09259259,-176.1481481,69.65740741,0.466481481
2989,19,-114.5,89.5,0.336
2990,-18,-84.5,150,0.537
2991,-34.63888889,-12.75,58.95138889,0.332055556
2992,254,-240,89.3125,0.3485
2993,-160,65,120.625,0.363
2994,30.5,71.5,96.38541667,0.509083333
2995,-177.5,-119,118.25,0.392
2996,-139,-43.11904762,80.26190476,0.414619048
2997,29.66507937,29.73694084,55.34092713,0.673332468
2998,-61.5,-234.5,91.625,0.819
2999,127.5,-211.5,98.375,0.527
3000,40,-90.5,79.625,0.518
3001,-77,-8,98.75,0.496
3002,67.85833333,-37.55,99.96666667,0.658383333
3003,54.13559796,128.8860338,55.42455652,0.433206789
3004,271.5,-60,108.875,0.751
3005,95.8980859,203.6038749,55.43528245,0.64516788
3006,253,-247.5,86.125,0.543
3007,-23.69980852,30.40659341,57.20214473,0.49537492
3008,-89,209,94.875,0.83
3009,104.4603175,289.4761905,78.91269841,0.580444444
3010,29,-146.5,54.25,0.249
3011,99.5,21.5,133.125,0.851
3012,-159.5,-1,92.875,0.628
3013,90,-45.5,123.375,0.361
3014,-378,-160,77.5,0.684
3015,-4,195,126.25,0.623
3016,-145.0388778,247.4469697,53.88767691,0.588499883
3017,121,-178.5,127.125,0.335
3018,34.74123363,86.21721073,51.77983724,0.437892441
3019,141,-3.5,94.5,0.512
3020,-66.93333333,117.6291667,113.3864583,0.802516667
3021,-146,-144.5,132,0.353
3022,-227,280.5,82.46666667,0.626483333
3023,66.5,-5,102.125,0.649
3024,-42,-316.5,130.125,0.31
3025,-55,334,109.5,0.699
3026,-89,-34.5,104.625,0.71
3027,-27.75848596,203.4407204,126.9187347,0.583795299
3028,-185.5,-113,130.75,0.338
3029,-219.5,-23,82.875,0.524
3030,-134.8245921,250.9469697,56.25910548,0.61011655
3031,336.5,9.5,93.625,0.627
3032,-149,-142.5,119.125,0.487
3033,89.7,261.025,144.2446429,0.80055
3034,59.5,-49,117.125,0.55
3035,93,-2.5,104.75,0.522
3036,-25,188.5,105,0.869
3037,58.5,-5.5,117.7291667,0.593666667
3038,-13,-299.5,128.4375,0.479166667
3039,-182.1904762,206.8759921,68.42628968,0.41270119
3040,2,-363,99.5,0.558
3041,-267,-373,101.75,0.494
3042,81.5,-110,78.375,0.328
3043,-1.5,-115,153,0.344
3044,-309.5,-169,129.125,0.438
3045,-11.5,-358.5,112.625,0.831
3046,-30.00804553,237.9105711,54.97984893,0.474666451
3047,358,-93,146.625,0.329
3048,202,-190,135.25,0.358
3049,-72.5,74,83.625,0.636
3050,-292,-386.5,103.125,0.634
3051,-10.06746032,-61,50.32638889,0.359984127
3052,4,-357.5,85.25,0.719
3053,-228.5,-153.5,114.5,0.731
3054,28.90763455,157.8338672,44.6567037,0.390065956
3055,162,-110,123.375,0.411
3056,6.4375,-111.125,87.65401786,0.2955
3057,-79.07301587,162.1460317,51.6015873,0.534185714
3058,-161.1730769,260.2777778,40.97596154,0.768542308
3059,46,-65.5,61.25,0.43
3060,117.3846154,38.44871795,71.82051282,0.478935897
3061,373.5,-147,153.5,0.679
3062,3,207,110.25,0.566
3063,-264.5,-38.5,127.78125,0.495
3064,-63.47619048,-29.77380952,85.52991071,0.311059524
3065,-59.5,-230.5,121.625,0.782
3066,81.79761905,122.6590909,65.84699675,0.646459957
3067,-329,-61,90.875,0.31
3068,313.2386555,198.6315126,78.72752976,0.486444258
3069,-81.92334851,29.14321895,83.00094246,0.424313504
3070,-198,-118,110.1666667,0.374
3071,-58.5,-217,95.125,0.525
3072,58.5,89,130.875,0.8
3073,18,-284.5,105,0.578666667
3074,314,-11,115,0.521
3075,204,-95,153.25,0.563
3076,-19.55119048,-72.29583333,71.67410714,0.521339286
3077,189,-102.5,102.75,0.544
3078,-272.5,-156.5,150.5,0.659
3079,89.59383754,301.482563,63.59114146,0.486410784
3080,-171.5,108.5,66.125,0.555
3081,197.5,35.5,88.375,0.597
3082,139.5676282,352.0875,104.3103705,0.431898776
3083,80,-32,90.875,0.477
3084,-2.996212121,-160.8409091,57.00454545,0.378280303
3085,-100.5,-317.5,121.125,0.627
3086,-1.070678814,-21.47634539,64.51101315,0.548167176
3087,-139.5,72.5,119.125,0.663
3088,-49.41935484,245.5,72.82580645,0.566141935
3089,193.1836182,326.6998575,60.14050417,0.509992796
3090,-4,-344.5,96.625,0.81
3091,285.5,-127,82.25,0.590333333
3092,-272,64,130.75,0.509
3093,198,-188.5,90.91071429,0.444714286
3094,-169,306.5,113,0.81
3095,-228,-102,94.125,0.669
3096,120.5727273,-23.4375,41.61875,0.302306818
3097,330,98,122.875,0.79
3098,84.5,-155.5,52.75,0.751666667
3099,-277,-323.5,55.375,0.752
3100,214.5,392,102.125,0.816
3101,120.5,373,137.625,0.567
3102,171.5,-19,74.25,0.534
3103,-22.5,-40.75,80.375,0.2875
3104,-175.5,49.5,114.625,0.913
3105,-8.5,212.5,99.5,0.87
3106,69.5,64.5,69.75,0.474
3107,300.5,-90.5,92.75,0.516
3108,-22,-20.83333333,81.79166667,0.629
3109,216.5,-99.5,144.25,0.653
3110,82.41111111,-47.125,52.91388889,0.296755556
3111,-2,-96,97.125,0.916
3112,51.54761905,52,73.69642857,0.706369048
3113,-134,-215.5,117.25,0.862
3114,-175.5,239.5,93.375,0.269
3115,153.5,-62,118.375,0.429
3116,-1,196.5,146.625,0.606
3117,3,89.5,65.625,0.404
3118,-90,203,111.125,0.55
3119,176,-94,88.29166667,0.443
3120,-236.5,-224.5,74.5,0.585
3121,-174.5,-20.7,81.29880952,0.478478388
3122,-108.6666667,-272.6666667,61,0.611666667
3123,-39,-366.5,84.375,0.487
3124,-325.5,-33.5,60.6875,0.396
3125,-94,-54,78.875,0.53
3126,-76.05952381,-71.75297619,65.80357143,0.614184524
3127,-189,-89,113.8159722,0.500111111
3128,3,92,123,0.449
3129,142,-111,101.375,0.451
3130,45.5,-293.5,125.875,0.506666667
3131,-80.47468897,317.4908623,85.90442943,0.452030287
3132,125,273,135.625,0.779
3133,-249.5,-158.5,66.75,0.715
3134,13.5,-165,59.1,0.4568
3135,-22.41390169,195.6094352,68.94070011,0.36726437
3136,-256,-121,130.03125,0.51
3137,-100.5,45,80.375,0.548
3138,-25.36363636,-127.7878788,59.82954545,0.568030303
3139,36,-64.5,95.25,0.88
3140,-79.08333333,141.7198413,80.4125,0.500568254
3141,53.5,207.5,83,0.571
3142,22,-339,88.375,0.671
3143,-148.5,-101,133.625,0.461
3144,-296.5,212.5,102.375,0.582
3145,-111.4159588,171.1356675,64.1158111,0.4892958
3146,-126.7703887,195.4352662,46.57921334,0.57133583
3147,135.7704301,238.5841536,71.72538576,0.333459409
3148,87.875,72.69230769,50.13701923,0.321
3149,-226.5,-57.5,45.625,0.291
3150,-138,2,76.79166667,0.295666667
3151,176.0790611,208.9111943,53.16805876,0.343527938
3152,233,-117,104.75,0.403
3153,-59.5,211.5,68.58333333,0.5665
3154,212,244.5,80.875,0.718
3155,-274,-115,104.84375,0.49825
3156,69,45.5,66.25,0.2785
3157,-68,-103,84.75,0.738
3158,77,-93.5,93.5,0.389
3159,-94.5,-8.5,105.8125,0.782
3160,23.5,115.5,116.625,0.906
3161,145,-52,98.625,0.45725
3162,-198,-76.5,131.875,0.726
3163,-74.95833333,-289.9375,55.25,0.251333333
3164,21.07142857,-154.5,59.625,0.405428571
3165,-3.326923077,38.57692308,92.62980769,0.413730769
3166,8.9826546,-45.16515837,54.9928356,0.499514329
3167,102.5,69,47.5,0.469
3168,-14.5,-309,94.75,0.747
3169,59.5,-125.5,113.125,0.352
3170,95.83333333,-90,130.7083333,0.446083333
3171,-193,-297.5,55.875,0.372
3172,-9.416666667,-108.1511905,87.16220238,0.354721429
3173,-114.5,-266.5,118,0.589
3174,-11.3,7.625,59.58645833,0.767583333
3175,269.5,39.5,71.84375,0.7345
3176,-103.5,-153,72.125,0.6165
3177,209,-76,148.75,0.607
3178,126,-78.5,84.5,0.36
3179,-160.5,-318.5,119.90625,0.532
3180,-227.5,-215,96.375,0.497
3181,211.5,-70,85.5,0.458333333
3182,-77.9375,-182.5,79.890625,0.622125
3183,-177.0833333,-61.95238095,79.05357143,0.302285714
3184,-3,-14,146.75,0.32
3185,70.5,-327.5,99.875,0.613
3186,-308.5,-71.5,125.5,0.389
3187,48.83333333,304.5,117.3333333,0.595166667
3188,9.5,-121.5,96.625,0.25
3189,267.5,20.5,57.625,0.4205
3190,24.69047619,-73.66666667,74.64285714,0.49097619
3191,6.5,56,135.375,0.383
3192,7.911111111,26.73333333,84.24027778,0.753088889
3193,161.5,-370,131.875,0.713
3194,-12,291,154,0.782
3195,-347.5,21.5,140.75,0.626
3196,-53.33333333,-62.66666667,48.91666667,0.299083333
3197,-172.5,-209.5,88.875,0.56
3198,-1.234453782,-18.57226891,86.79194678,0.632089636
3199,-154,-131,132.25,0.397
3200,-104,-328,122.84375,0.410166667
3201,138.5,-40,104.25,0.47
3202,-156,-362,105.96875,0.4895
3203,-13.64915188,38.7802078,53.80592695,0.267203966
3204,-16.5,-101.1666667,84.86041667,0.6304
3205,70.5,-91.5,106.125,0.431
3206,-64,-1.5,146.375,0.68
3207,-74.5,-116.5,64.125,0.7755
3208,-393,-188.5,129,0.636
3209,-168.5,-57,85.25,0.5
3210,129.5,311.5,131.25,0.862
3211,222,-82,133.125,0.523
3212,-204,-30,112.5,0.543
3213,270,-130.5,125.125,0.562
3214,-124.0833333,-82.66666667,38.54166667,0.269333333
3215,87.41666667,-118.625,107.6302083,0.70025
3216,25.5,-181,147.875,0.451
3217,-7.5,129.5,118.375,0.897
3218,-271.5,-105,115.75,0.526
3219,58.5,128,54.875,0.515
3220,-245.5,-97,146.5,0.579
3221,-167,21.5,95.95833333,0.506333333
3222,20.5,141.5,87.75833333,0.7393
3223,-32.5,190.5,76.75,0.76
3224,282,-90,150.5,0.77
3225,181.5,46.5,76.93461538,0.53124359
3226,-59.5,-56.5,94.875,0.703
3227,92.45,-1.625,92.6375,0.850775
3228,-351,-106,156.5,0.46
3229,0,196.5,76.75,0.768
3230,73.5,-43.5,82.25,0.55
3231,-97.5,-5.5,78.5,0.62
3232,24.32142857,-61.91904762,96.46428571,0.32772619
3233,221.5,68.5,75.25,0.4335
3234,-49,-179.5,67.125,0.503
3235,-115.3269231,-0.423076923,88.44230769,0.348730769
3236,339,-145,105.25,0.819
3237,63,66,51.625,0.4365
3238,161.5,18.5,81.375,0.602
3239,-57.25,194.5,105.453125,0.772625
3240,-72.5,-112.5,72.91666667,0.601333333
3241,366.5,-101,136.25,0.661
3242,-61.5,-332.5,85.875,0.614
3243,5.5,296.5,129.75,0.9
3244,7.5,-85.5,91.25,0.879
3245,186.5,77.5,89.75,0.8905
3246,69.26695157,141.1054131,79.24020655,0.56774359
3247,-280.5,-118.5,105.25,0.662
3248,-376.5,-119,134.375,0.713333333
3249,-234,-119.5,146.125,0.806
3250,-95,19.5,145.15625,0.7925
3251,-23,-118,65.375,0.638
3252,-158.2923077,92,73.47519231,0.34344
3253,37.95455305,54.00009873,52.73347099,0.732513169
3254,72.125,-216.5,66.875,0.281
3255,5.79265873,-90,87.21205357,0.857617063
3256,25,-120,80.375,0.601
3257,-216,-110,142.5,0.397
3258,-242,381,160.625,0.889
3259,166,-356.5,110.9375,0.825055556
3260,-350.5,-88,135.875,0.677
3261,-311,252.5,109.125,0.561
3262,-107.5,-103,80.75,0.436
3263,-201,-105,117.875,0.558
3264,61,293,147.375,0.927
3265,-21.5,-243,89.375,0.767
3266,-161.5,-105,120.875,0.422
3267,23.5,-75,122.375,0.854
3268,198.5,-94,125.375,0.585
3269,65.41666667,-47.08333333,99.84375,0.735758333
3270,13.5,-4,99.75,0.649
3271,62.5,-34.5,94.375,0.449
3272,-18.125,-154.875,85.27916667,0.3861
3273,-69.89157509,-35.43406593,64.701337,0.387518755
3274,-70,-93.5,134.875,0.409
3275,7,-99.5,115.125,0.517
3276,-34.5,-81.5,108,0.302
3277,5,47,134.25,0.509
3278,145.5,89.5,142.875,0.624
3279,-242.5,-149,103.625,0.798
3280,-32.45559251,197.17796,54.25516663,0.319832916
3281,215,-59,119.5416667,0.579
3282,198,23,111.125,0.317
3283,-86.62394763,146.472014,54.40188069,0.416050149
3284,315.5,-52.5,142,0.668
3285,-157.3888889,-73.44444444,75.68055556,0.344777778
3286,-171.5,-359.5,78.0625,0.7405
3287,147.5,-75.5,124.125,0.533
3288,8.5,200.5,142.375,0.695
3289,225.6416667,160.0125,88.74270833,0.532833333
3290,384.5,-169.5,132.0833333,0.712
3291,-8.718518519,-22.51649832,78.14863215,0.578861833
3292,63.2875,-85.52440476,46.46592262,0.250227381
3293,-21.79181929,260.0573871,136.3906097,0.513436966
3294,-40,127,106.25,0.4
3295,-72.5,150,111,0.736
3296,-6.8,120.6,103.3083333,0.778266667
3297,-124.5,-310,101.28125,0.475
3298,286,-342.5,90,0.413
3299,20,-295.5,104.5,0.519
3300,-2.5,189,102.375,0.756
3301,300,-143.5,142.125,0.655
3302,-69.40196078,37.91176471,80.79411765,0.428911765
3303,93.4,14.825,63.33125,0.669008333
3304,246,-133.5,93.5,0.601
3305,69,101.5,133.25,0.694
3306,-38.5,44.5,125.375,0.764
3307,41.85714286,228.7142857,126.7678571,0.713857143
3308,-14.5,35,86.08333333,0.345333333
3309,-113.5,-200,66.93055556,0.503111111
3310,-17,-112,126.375,0.903
3311,170,-81.5,139.75,0.759
3312,-155,-14.5,144,0.94
3313,245.5,-127,76.25,0.458333333
3314,274,53,123.375,0.593
3315,-37.5,-172,57.75,0.42
3316,-5.5,78.5,104.375,0.656
3317,-199,-214,113.75,0.818
3318,-24,-163,94.625,0.86
3319,-329.5,-162,128.875,0.732
3320,-117.5,-123.5,131.125,0.616
3321,-274,291,133,0.544
3322,-108.598366,217.9672035,61.04604225,0.333833931
3323,-201.5,-61.5,139.5,0.487
3324,-1.666666667,-58.11904762,85.85496032,0.349507937
3325,195,-83,87.91666667,0.316666667
3326,-325.5,-110.5,134.75,0.549
3327,2.169117647,72.92515083,69.0350993,0.421164706
3328,-68.77136752,184.1880342,77.54126603,0.522308547
3329,-3.595238095,77.6984127,43.91666667,0.291079365
3330,-220,-96.5,144.75,0.468
3331,341,88.5,133.125,0.696
3332,202.5,-72.5,136.5,0.299
3333,-205.5,-30,109.75,0.376
3334,-141,-71,101.25,0.412
3335,23.5,-182.5,104.375,0.332
3336,5.333333333,-128.125,128.8020833,0.602766667
3337,109,-52.5,106.125,0.513
3338,-21.2,-116.1190476,110.1619048,0.309419048
3339,94.16111111,142.4395299,57.25477717,0.565179365
3340,-142,-96,74.75,0.4965
3341,206,-30,101.375,0.384
3342,-2.5,-170.5,59.875,0.796
3343,-102.5,31.5,106.5,0.577
3344,-10.25848596,113.9407204,99.48123474,0.720795299
3345,-175.7666667,-88.83333333,99.08020833,0.376016667
3346,-290.5,-17,104.875,0.715
3347,-14.91935484,1.5,139.9624136,0.87560384
3348,194.25,-61,113.875,0.487214286
3349,-350.5,-90,107.5,0.771666667
3350,-361,-124.5,107.625,0.648
3351,25.5,-27.5,131.75,0.524
3352,137.5,11.5,61.25,0.379
3353,-8.526497696,45.5,107.0539811,0.317159396
3354,-7,-267,80.78571429,0.442714286
3355,68,-29,121.125,0.654
3356,-42.5,311.5,150.375,0.873
3357,-36.5,-267.5,129,0.611
3358,252.5,81.5,97,0.671
3359,-227,-205.5,70,0.432
3360,49.38662073,230.9812046,66.80200978,0.548068545
3361,151,-81,81.375,0.444
3362,-141.6888889,356.3333333,79.40138889,0.542622222
3363,-25.98347763,145.0580087,100.9922078,0.735782251
3364,-22.5,-344,110.3125,0.4815
3365,-235,-189.5,85.875,0.592
3366,388,-56,117.375,0.8825
3367,25.5,-123,69.125,0.349
3368,187.7002442,212.1208791,78.12835775,0.607129426
3369,-63.48333333,207.0666667,74.465625,0.654358333
3370,-106.3579254,231.6136364,62.20493881,0.576333217
3371,-135,-236,78.25,0.847
3372,-165.5,49,90.04166667,0.833333333
3373,-87.5,-37.5,101.75,0.543
3374,-8,181,114.75,0.872
3375,8,-366.5,132.1875,0.692666667
3376,93.09814815,259.519943,80.32292939,0.642693651
3377,47.5,-234,79.75,0.720666667
3378,115.75,149.4166667,112.8330357,0.40425
3379,49.74761905,-3.945670996,79.92853084,0.510669481
3380,369,-29,99.375,0.731
3381,-196.5,-269,91.25,0.422
3382,-159.5,-107.5,127.75,0.398
3383,205,-198.5,152.125,0.819
3384,-1.115384615,-1.003663004,109.7178342,0.508971612
3385,145,-20,90.33333333,0.3665
3386,329,-42,114.25,0.5195
3387,-358,-161,125.96875,0.409
3388,-98,253,82.25,0.8398
3389,44.46794872,-52.75961538,44.83926282,0.770669231
3390,20,-89,149,0.339
3391,-162.5,-121,111.75,0.552
3392,-21.5,-121.5,90.5,0.804
3393,-100.5,-300,90.125,0.843
3394,22,-71,122.9583333,0.259333333
3395,-166.5,-319.5,86.5,0.85
3396,-112.3461538,-75.34615385,44.61858974,0.587833333
3397,224,-141,108.375,0.593
3398,206.0384615,339.5,95.82760989,0.521304945
3399,-31,118,121.375,0.911
3400,225.5,-105,96.75,0.652
3401,-159.1071429,-60.5,97.74553571,0.405428571
3402,232,228,118.075,0.7132
3403,-23.5,-107,144.5,0.485
3404,39.5,-95.5,67.6875,0.6305
3405,83,-314,99.25,0.57
3406,-113,1,105.5833333,0.657333333
3407,-48,-199.5,66.75,0.644
3408,128.8690357,254.7729933,60.89451644,0.605835619
3409,311.5,-90.5,126.625,0.725
3410,-48,291.5,139.5964286,0.866028571
3411,-7,-81.5,138,0.398
3412,-3.5,-193,127.375,0.658
3413,-22.5,-369,121.75,0.762
3414,213.5,9,79.875,0.447
3415,-348,-272.5,107.375,0.801
3416,-21.91935484,5.5,123.4008065,0.594641935
3417,-31,-319,84,0.712
3418,-190,-153.5,124.875,0.398
3419,332.5,-75.5,135.25,0.829
3420,-28.17857143,-4.601190476,96.95833333,0.368845238
3421,-143,224.5,103.71875,0.71975
3422,-28,198,108.25,0.863
3423,2,-133,94.375,0.484
3424,34.5,-22,75.25,0.382
3425,6.5,-164.5,103.125,0.937
3426,262.5,-294,70,0.819
3427,30.5,-322.5,78.25,0.51
3428,-25.5,-7,118.625,0.412
3429,97,-21,61.08333333,0.3715
3430,9.833333333,187.8333333,91.91666667,0.739
3431,56.67880928,212.0422477,46.24444129,0.576073996
3432,-74.875,-165.375,62.27291667,0.638833333
3433,-274.5,-152.5,94.75,0.636
3434,-297.5,-48,87.75,0.601
3435,-308,-109.5,147.375,0.272
3436,-83.05873016,165.0698413,46.07480159,0.637542857
3437,18,-63,113.375,0.846
3438,167.5,-128,121.5,0.388
3439,-192.5,-64.5,111.375,0.466
3440,-165.2288839,149.4886878,101.6739253,0.330809201
3441,123.9561404,164.9298246,132.3675439,0.590814035
3442,-0.488636364,-139.3295455,59.86079545,0.460613636
3443,6.944444444,258.2222222,120.4861111,0.644888889
3444,156.5,-190.5,127.25,0.597
3445,-163,-193.5,75.99166667,0.660333333
3446,65.5,296.5,156.375,0.762
3447,-8,267,88.75,0.8355
3448,209.5,-138.5,64.625,0.635
3449,76.21666667,-59,74.9625,0.4042
3450,3,-130,114.25,0.391
3451,233.5,-255.5,112.375,0.421
3452,-249.3333333,-53,103.109375,0.478416667
3453,24.66759259,-75.32407407,95.79525463,0.611483333
3454,-186,-34,130.25,0.589
3455,104.1666667,70.33333333,55.16666667,0.303333333
3456,249.5,-61,99.5,0.518
3457,135,-262,64.125,0.638
3458,-66.15881967,107.685491,37.77143639,0.55772267
3459,16.69047619,-23.66666667,69.01785714,0.50197619
3460,9.375,-302,92.96875,0.578
3461,176,-118.5,126.5,0.473
3462,-255,28.5,89,0.496
3463,-81.5,-215,129.25,0.327
3464,-104,242.5,145.125,0.789
3465,103.1931818,207.4726107,52.54042832,0.649272727
3466,254,-94.5,109.8125,0.469
3467,5,-134.5,86,0.702
3468,-11.59504608,22.21774194,53.31895161,0.363929724
3469,-234,-42,54.08333333,0.43675
