id,S1,S2,S3,S4
57,-693.2967438968973,-14724.210400403023,-9800.495544539717,6396.863157077879
58,-3478.1974637213107,-3566.852668582953,-2769.7746268726532,-675.5717258140852
59,-5527.501038292168,-2186.6594534422047,-2691.93730414314,3206.8316319436653
60,-21916.23057765253,-21916.23057765253,-13744.973272878513,18082.909232733957
61,-9258.128472672695,4169.751279663105,-23250.73473027745,-15441.862712926937
62,-9917.914246804696,5985.012521870535,-3494.3287821835856,-4015.7212213585904
63,1740.3771123495223,2423.290064848638,-1183.2464651701944,-5107.292831973821
64,-378.6402530607684,2434.9026466100095,-1320.4194958454557,1274.4179249269123
65,-2082.44117451193,620.0410777413457,3000.54254837294,-4557.311739827597
66,4167.564044146807,-3442.039110832234,7914.915740456221,-4345.423247485867
67,-246.23844031969952,-750.4716744911807,-727.3039721354656,-90.4524766534128
68,-4803.609382848022,-780.5481156614638,4622.882279786613,-2445.4447673061404
69,11515.112856738153,-4895.882314021915,20505.824832658716,-9970.07543473037
70,-998.3545604872095,1497.4264592679838,-1567.5838458755989,-2749.2549486788885
71,2979.35056549723,-183.69143528146964,-5824.939259571428,-4519.671340993919
72,3231.813212940506,-18902.875826607913,5387.669246210157,-5671.430243810004
73,-10047.482818181072,-486.7416552589745,-6655.263746393685,5215.158572699001
74,-320.69636764716824,58.33192912797804,-1187.4418006687497,-824.7905781610554
75,1886.397032536375,-4124.194174571666,-8634.157356744861,-5762.509544179255
76,1277.7643642858452,1277.7643642858452,6603.820223059154,-11359.36288216095
77,-2341.2312183899435,8083.19392677606,-12127.212928937512,-9007.106727429838
78,10710.431214176464,-5681.211081890471,-10427.824506134744,-9288.381790876228
79,1460.4807464137264,-1517.6279598906617,-49.62115932036822,1832.634689014435
80,-37.4261012182272,-400.91888671242435,287.9330062703082,-78.84114441797736
81,4780.575241510465,-2058.821094272468,-19.488632171758294,-4370.15301365498
82,-71.66019023853362,-2859.137556718936,270.67415222939746,327.7425823450189
83,2365.565865938092,-4763.382620322157,-868.9109881508651,-1141.3610013714963
84,-1550.1569875945588,-5074.26937259873,-896.3747438072121,5644.57296561038
85,-2186.6594534422047,-5527.501038292168,-2691.93730414314,3206.8316319436653
86,-771.635007273864,240.16381121719976,374.585493987826,-571.5265898489267
87,-3181.855497452797,1168.9571721711297,-2669.425499357881,-1590.137886051742
88,12804.94706170436,-5659.169114250556,-3637.769498497424,6902.146380042405
89,2730.398915443918,1499.9205832546404,-2631.1627741584834,-2512.784233009583
90,830.9674754188175,830.9674754188175,4168.023616894061,2899.7226779887656
91,4505.833435808028,-2990.278708384197,-4666.806179018418,-4789.16138630355
92,-1134.5376058668198,-6515.616244695646,-1954.9428180460166,-4523.767751336571
93,-2412.6386424378466,10617.448974315603,17640.026466982617,-7881.112139185762
94,9335.46291381241,8998.378993869866,-6224.062303612943,-20389.886621490634
95,-8277.583020311624,4552.338357864739,890.531847069187,-5508.713374459324
96,15948.993172760218,15948.993172760218,-18361.81748358754,-3110.2798569661063
97,9165.676749597715,-5776.172119916101,-5562.532544620983,10930.494562111802
98,-1473.128552411072,7545.006084233987,-4085.3743842646577,5279.362994585488
99,-7210.553119906768,-1340.83588870622,-3341.1958814765444,-5924.832512415868
100,1676.000518473414,-1462.4537905793932,-1467.1738129603207,-1988.5821803679567
101,-1013.9068442221139,-4003.461643437372,677.8752561967299,-1050.7774946397794
102,-486.07612614041466,114.7402947839016,-353.1845545968539,-260.23544050332634
103,-11933.511772746875,4128.575806238467,5247.676462130887,-8697.410439249119
104,-2339.054533397791,2189.069218011786,-6686.067045446118,-2445.266156151261
105,4552.338357864739,-8277.583020311624,890.531847069187,-5508.713374459324
106,3953.7010309865773,3050.9968996285193,-1148.310626861974,-5938.061415402572
107,5851.319123442102,6251.128814288894,-2336.597904670617,-8697.323072603409
108,-2963.643245211755,3798.895882864597,-209.5034252293102,607.764584346458
109,2813.16149155498,-1171.9850192487613,490.6444072965737,-3394.4323259754447
110,768.9375498844404,768.9375498844404,1251.4315418338447,3034.7705878313222
111,-857.1894632400472,-857.1894632400472,5169.583254519523,-5445.629577081553
112,-12085.938984111364,-3415.580358233612,-11181.058680765553,-10394.830523165681
113,-6983.3580196775965,8556.07804776305,-20016.382077925507,-9870.572338465357
114,2337.1165279911606,-1508.6900689691913,-4259.077310502821,-4563.197034555806
115,-1147.5508676094594,495.38422047258945,-2202.827846291853,-2590.812176144151
116,-12604.644093621351,2678.6598930685586,-4196.044483015868,6261.935340318415
117,1144.005938874887,-508.0703412648392,-2877.651307685257,-1164.8293055252302
118,133.56066044525826,1535.4102073893719,568.6395348203489,-252.65358081088502
119,7542.160825613074,7542.160825613074,-8037.881367552371,-2419.2578757957085
120,-1691.167714207491,6017.3317662705485,-3612.3001573949787,2703.7458132113416
121,240.16381121719976,-771.635007273864,374.585493987826,-571.5265898489267
122,507.9842876422044,1074.0882091624842,-3645.8334717110074,-3304.037706043145
123,890.1275949096872,-112.17340864699831,-448.6158117775266,832.2154913462513
124,-1134.6641420508856,3949.1776927856727,-1811.0541784955567,-3963.655972011923
125,3076.8450228041797,-7034.567419643123,-3550.034223777391,-10655.767681037118
126,3388.524413104752,3388.524413104752,4507.248970816844,11586.986579533324
127,1547.211356765137,-9822.3712944282,-4060.6633512146627,4106.423389728238
128,-361.154936533851,-1261.754304331912,1335.1889991385815,-612.5428103586305
129,-6209.132007564104,7330.751546472318,-143.808471719808,5255.644905128658
130,7194.567521404707,13265.407248861939,4319.547408572827,-6329.030803767499
131,-3030.572638870003,-1835.4925000639666,4043.595995673469,-1558.0873495184085
132,3240.682424339153,-7229.308454338153,1449.4489325633726,-2532.420626167126
133,1020.079405123354,-679.8540710803646,1948.3132862116042,-992.7874017737005
134,6486.121554766231,795.5209198431991,9201.481366997838,-2629.8624485086757
135,3509.3483233930137,-576.9152225350696,-1616.2890745930335,1584.587172629891
136,-550.268030043984,-1456.5746035923476,-51.69035171777175,705.0423606725931
137,6505.765817173632,-296.90270882686025,-12947.864473954263,-10098.644641100862
138,1836.198430391848,1836.198430391848,1801.8138176791167,4821.661437096666
139,-3896.9345717364045,-1511.3645145538599,-3906.837960685037,-3417.065531657439
140,37.39981177785593,-531.1530425680263,791.1936446099409,-1319.7646322744883
141,-862.1538489111559,-240.59375887139052,463.67437885776263,-111.67758218287362
142,2592.9673072307505,-17904.879470918506,-7614.1767108753265,7199.691114626508
143,856.7103794483825,-184.9280894140187,-114.02937902822019,-687.2616618211554
144,1520.720898599588,2341.966090933351,947.9677143497745,-1190.0694851369021
145,-3211.8955592985794,1204.7774542437385,-10516.884159497931,-2841.0283629786854
146,-13499.842407231656,-6212.703848825573,-8769.587491034048,5206.137741206023
147,-295.4380581184245,-1880.0603450728372,1406.3256029512681,-1060.449242175243
148,-6138.023224884509,3091.2789113872605,-9863.765635687303,-6836.447511541689
149,11340.71346387281,-21766.582614707604,-4955.397786285199,-6135.700050386465
150,-8137.116725892608,4953.4878516352,-146.5948731328541,2948.668924122937
151,-360.8408461187773,421.7056368310153,723.6695440069567,-1703.4694968371628
152,6630.020456610442,-1985.0291750763822,-84.85469111469244,-865.469384904767
153,-400.2034349238795,659.5217409009771,-40.222215171059595,891.2168361548884
154,1054.226625486066,-1251.9054819497176,-1380.0036698140148,-3751.0327673838146
155,3074.303612337111,-2664.5883727446703,4152.658055251753,-5053.209577271056
156,516.0922733076733,448.8379690925724,-1902.598488956561,-140.84158376255814
157,-15.35212581240673,-3916.2564929580203,-1288.3381172010345,411.8749418926045
158,1021.8938096467567,-880.8670282095304,-1893.0294614222707,-1024.2705585656352
159,-698.9003458404852,2255.1305296948194,-3435.0946566089883,1839.3332427589978
160,-633.0137021675515,-1371.0581989344719,-1676.7492433012917,-1057.4787397805928
161,-944.7190537115407,7183.175187576534,11494.173263847884,-4808.579108941746
162,-2870.9237441529326,7502.586892057696,-9025.266825428309,6732.5996973961355
163,-614.3519410632583,-1101.9551367742704,-2301.2854709531293,1200.7424125880502
164,-657.3156403699785,482.7012051983216,-1462.3342470162288,-1708.3443287460282
165,4854.733272612552,-1561.6459428582284,8339.835897607163,-3900.9282960606074
166,1327.773897578968,1327.773897578968,5571.826291583209,-9053.418174856819
167,-1956.8480731811314,1841.9710623461958,530.0522612245303,-2150.0072250359935
168,-2856.616576802115,1942.0352352106117,-8686.205035948627,-2627.3750371359015
169,545.2661240502736,-1204.2784419015204,-2724.180025670566,-1808.6052465733205
170,-6212.703848825573,-13499.842407231656,-8769.587491034048,5206.137741206023
171,-5393.517455500964,7478.818081478629,-16285.869737896817,-9218.816888287685
172,4652.6890112455185,-1062.547438467919,-2603.8304883985697,2793.415610358861
173,-2924.797476733159,7577.1606085890635,-5692.98193215159,7539.687005911793
174,-2955.1646341862834,7871.521229557767,13781.058506033576,-6587.258552735672
175,7528.936931069628,4924.988673998261,-3965.0983789822594,-5723.631393027183
176,-4386.437673844244,-4386.437673844244,-2818.2527343983243,3563.2367634057887
177,-2639.7743442224046,11380.305222750208,220.4563540706883,-2112.1961957779154
178,-17700.72696412665,-17700.72696412665,-7320.759219942874,-3994.8825901040877
179,17.36849993560471,-1682.9743412200007,-483.69353030183584,-54.74280702451989
180,11812.880179666301,9402.057514590335,-5722.635407031016,-11249.421690051735
181,7432.894544119596,2861.5508090971807,9810.37861486516,-11644.918906489727
182,-673.2017396072036,-277.28385044697364,328.8645386271145,-137.08447693422005
183,-3488.3798449983715,1335.2771144757658,-201.71598506777244,694.5204486210074
184,-6034.0516119181475,2403.410335352695,-393.99554115420557,-235.44218648603112
185,2103.05355942754,120.00504530851629,453.9276606077048,-469.50554870144066
186,-4144.681614651361,-9306.29842099517,-7061.068772321224,5084.1216463176015
187,3945.0890181168425,-35711.28942290179,-16154.933153519303,13076.094120380802
188,-621.9611481304745,932.6173485029941,457.94364853479806,-774.1802192308852
189,-3490.8382707593782,-6882.631901049634,175.97012482789438,-1989.3437491871655
190,-1715.4251488297853,-9955.842139932309,-3549.3978718722738,3437.790402990706
191,12140.809382240752,-2230.6726896069713,209.33186461229437,-8832.867424323276
192,-9681.372032972284,6728.210887961838,-4320.355954153622,-5007.437926299452
193,-492.461648397889,1375.4940096782807,532.0104989935002,-432.4085824897499
194,2799.4409805794953,-640.117914253849,-613.9551692321637,4135.435474093332
195,5074.16046362016,-11043.816081914489,-1061.4393387472812,-1635.5258531300256
196,4059.587760371228,64.78046097097702,-489.82458922650665,-5828.625443969096
197,-4815.23079501832,8650.277586165059,16032.680551832535,-8044.7800839532
198,8448.626496352288,-7076.3319003659,3949.292995121412,-7912.80958160105
199,11202.61195449201,11202.61195449201,-13891.747579867093,-1937.7549048275296
200,1838.7145865417274,-790.883567051932,-2031.7006119329349,1867.0607976803267
201,6781.364529281616,-6413.535694480473,7763.561974612459,-5804.676344442699
202,-10310.967675137112,-2730.4526677025433,3092.0974041582012,-1219.4325942367986
203,-5071.14905871822,7774.111127355049,-6425.544110525698,-5904.794619632777
204,13265.407248861939,7194.567521404707,4319.547408572827,-6329.030803767499
205,276.11563872169387,-840.6680062882277,-358.29169048647543,-700.0559472448595
206,4842.314200154306,-3806.86570921208,-86.53882305735785,615.1123967910663
207,4629.389848818313,1775.704838413454,969.724395879207,-2008.0514225989061
208,-572.9740694049326,1694.7538003907746,-1195.9443446842033,-1998.4360358771687
209,57.20524005075836,3451.45551443689,269.0595615350054,-872.0373674875622
210,1902.1774365573904,-954.7884569160375,-1337.1464004039071,2095.8873308318653
211,5340.76706664155,808.9152701096519,2122.265103081753,-4896.2576727523865
212,-3336.357256064184,-338.7980411865202,3166.2046588843023,-1794.9987708393965
213,-7345.197803668837,3284.5319119985334,-20758.152602830156,-13950.595805210849
214,-2468.509864228311,-1291.1085628042995,3144.6460677410155,-1225.1807285584828
215,11601.688692007072,-5198.251028632376,458.89945969847,-10325.713068292202
216,-8405.272838127206,-1747.1096704314668,-6783.87869905672,10383.210208843124
217,-2333.258927060742,1851.4659174201604,-1117.2913389327985,-1075.1212965779637
218,-307.70177834612963,-5072.594504705534,9532.062241533942,-5332.719328679623
219,4128.575806238467,-11933.511772746875,5247.676462130887,-8697.410439249119
220,-11290.594363348157,5118.491083714248,-25225.819642546987,-16757.121067808872
221,-1136.8151523425086,-438.43815537869665,-454.98031707407426,126.0894501692253
222,-3152.4071961215996,1510.2277639214371,-708.6405908357262,-859.58649846652
223,1416.9198096569535,-1432.4036902668408,-144.7164066459268,-1417.7790287510022
224,-4519.169349792104,6105.352204710528,-519.2533773957325,510.4059514095215
225,9735.786744830666,9735.786744830666,-10514.4194205475,-2526.3362313389407
226,-6291.19108352167,2750.291456723889,1483.815381237717,-2883.1385652801123
227,-5694.971051854456,-5052.792042005026,-1417.6520575673505,-3174.8862845825756
228,-492.2488781970014,-2552.328557480173,-2874.716777428528,3367.690422158034
229,-15963.2488265606,-13448.635594709081,-10800.152767399637,-1659.4937352660725
230,6969.0559888920725,-3871.6931371209257,3005.7334572976174,-6421.060803601032
231,-11643.547248850853,3971.4097802771003,5070.269309788949,-3673.463198528118
232,-1259.121848668667,595.6931733826846,-719.2970353438304,-2130.028003105957
233,1497.4264592679838,-998.3545604872095,-1567.5838458755989,-2749.2549486788885
234,1964.459374453818,1964.459374453818,7696.711857382813,-10678.624208126916
235,-1079.3991916580287,-5204.707055542629,845.4254966931911,-1490.9610021830617
236,-2009.0908356874831,1936.7469947793243,-1066.9316348985212,705.7873670422708
237,-2991.0526376281573,7413.737484154895,-9606.55818697448,-8877.15739373293
238,2705.125819873536,2705.125819873536,-4427.228580135783,-11595.502064170125
239,-813.176655548833,-1851.8210393585289,-6294.140400877627,-2909.6657637256426
240,-2662.01086485428,6804.135343190732,-7919.2637827743665,8774.34275414652
241,629.7549269606874,168.11377535060316,803.2578059655785,-99.53049733521982
242,-22494.25509765485,12965.66443333422,-7099.568909102864,-8252.375335233099
243,-314.45316453049327,-1959.9672522206456,-578.5513914043669,657.2184376686739
244,-8402.38500858292,-1966.5726013579692,-4646.1922158615735,9945.970332335972
245,2879.777077989005,-2728.9914630587546,566.3404366865713,2820.692272730175
246,2959.1131896845404,-464.87122823773007,505.22144991756045,-1951.7347899609376
247,-123.66030331446875,3615.214519946205,763.9332695449644,-2088.2924319754766
248,-1167.1434958697257,395.89771758214135,7186.096030696299,-3190.6499114968115
249,2010.3845368167745,-2495.7172075533213,-1339.7588559250462,-2727.4475855408946
250,-11090.536770885317,-9200.823353707903,-7433.304246425119,-899.5631010751589
251,-1353.9226812140541,2541.6498072174577,9508.580133904537,-3776.4313330406135
252,-348.2777239057865,2448.0982004449006,-68.64449526337508,-1300.9527476716278
253,-1498.7137837918617,-11914.007059455824,-9974.625351834135,-10138.93974241832
254,2427.2026466158063,-841.0538045767688,-132.84353027554346,-1887.2216341115889
255,-1309.9464120568027,452.20902345156446,-4616.969969192486,-3237.8531818587157
256,6632.488358449024,543.6532841231322,55.813884250056184,5044.256257744235
257,-6290.565202646922,-4339.82948601997,-3273.342065819525,1950.6513861866088
258,5860.002728434005,-2198.5950740429657,7521.4270120665615,-14995.828981573273
259,3937.6183804196276,-27951.23955593485,-11984.35061687668,11107.789288576636
260,9424.876207278601,-3942.6185496617877,-10613.525539559223,9038.845605930766
261,-4750.886428565234,3208.0952827490414,-63.08265282525914,1968.0169071299265
262,585.5589755639387,1549.6069584026964,318.4108999229551,-669.7449408589041
263,-4921.456155878386,12566.510831334983,-14826.94801112828,11428.294512741442
264,-488.7364265239148,-488.7364265239148,-1119.880641747258,-1743.4991726078747
265,7477.211187603975,24230.332647271753,3843.1287052362823,-9992.882797621667
266,-6607.787317188653,-6924.296842908129,-5190.980887453715,-1297.8434473511436
267,-3226.028816931809,9478.582522464343,-2505.4151298248403,4948.963550534196
268,1204.7774542437385,-3211.8955592985794,-10516.884159497931,-2841.0283629786854
269,434.6106512272929,918.0006387458698,-310.8464432713517,-1786.2576706012317
270,-11462.306107266679,11394.549193154593,-1464.1081669665352,14705.068499412451
271,-5142.243902551574,11999.229214812443,-13253.289501753328,13349.562317237916
272,-4741.574306219764,-6188.003871539384,-3887.9123538757685,698.5048119719157
273,-10440.768414768507,4114.058296295823,-571.53453208974,2157.9535123040223
274,-3314.795415343098,265.2995093795692,-2689.1167887589068,-2983.747589136224
275,-25650.442045344298,-25650.442045344298,-10737.052024215156,-5580.188648236184
276,-1455.40901999644,-7774.635986330099,-1737.1047772280835,6112.239922977141
277,7329.9249009313135,7329.9249009313135,-8749.440606854709,-1278.326773792546
278,-8883.099294623305,3888.71000839369,-26978.19420903584,-18368.84065003785
279,-3602.3546323709743,-823.2485219040361,-4464.96404691761,4639.636496499544
280,2414.417344779205,-1920.5256216718387,-2509.0789118519983,-2059.226256228807
281,-831.1396909154522,-3322.496970664037,-3210.098756505601,2778.577498543391
282,3468.8092421803976,4343.065262940187,-3514.998773586064,-6759.6352770966005
283,1335.2771144757658,-3488.3798449983715,-201.71598506777244,694.5204486210074
284,-511.18149410281376,626.6555813735146,2438.3116303459137,-988.9453869440505
285,-978.8207001999775,789.6366811817586,-391.46254700482774,291.2586949376544
286,314.76524164360484,314.76524164360484,1790.848509621493,-36.08603474925055
287,-1202.141383518558,-1131.5230432588698,-886.06735769178,-221.2302139718092
288,-841.0538045767688,2427.2026466158063,-132.84353027581042,-1887.2216341115889
289,-1456.5746035923476,-550.268030043984,-51.69035171777175,705.0423606725931
290,7518.715566962326,-5827.149816496848,-396.12924570401634,-416.469878556575
291,-959.2931184421594,-1184.1642666093753,-781.9478522748271,-43.17137979216117
292,-3339.999768718841,-2878.4756748021923,-3505.897924786993,-242.78216428862217
293,1740.1975951605377,-1021.0378417204037,1386.0953219234648,-1564.4356578661316
294,-292.33469595965954,660.7562965850865,876.162513691814,-290.9780580926256
295,3564.3145733443275,4888.490181795718,12254.705318365397,-11018.853800299787
296,6299.633854932161,-3229.411111847897,-260.3115117072775,5203.452552614934
297,-2575.966214358579,5949.619442749072,-6550.054329648924,6309.094726812777
298,5300.65563121708,11595.491500979944,3041.5934455950332,-5259.156806999612
299,8760.304465996393,9344.285154582809,-3796.1494029744713,-11972.380301765508
300,9512.665149396154,10851.126255559262,-3611.8626149347215,-16056.102654095988
301,-14768.385369609741,-6570.3917700586035,-11204.554182767133,8117.314211028046
302,730.8084420859325,-4405.0113473997635,-675.9122889106312,267.1495656640839
303,2230.9939645772215,-715.7718352282565,-2975.3467375691152,3505.294156886053
304,4574.3471558709625,4438.42571066266,-4879.0467907728125,-6007.542086485616
305,9462.791917767847,-6406.242844917046,18119.49707731309,-9243.174688889889
306,-17417.657408207102,-1075.47779879721,-10673.756472664198,11400.31680229072
307,7213.522250836279,-21334.760857822464,9534.08972123265,-7769.826950575979
308,607.0724495848663,607.0724495848663,1949.0919034823435,3810.821078735542
309,839.5130695926002,963.6504100281866,-4684.394993384054,-1021.1463172918645
310,1701.3381749827654,-3062.7339110309185,7457.752383497343,-331.59967293688595
311,227.74638634328653,227.74638634328653,930.8634374182362,-1478.812679447773
312,1614.701181694565,-924.0808543771927,-4753.640566752054,-4082.7775579057716
313,-639.103487316581,1082.503263689558,-1412.9211353868793,-2244.009372533558
314,-1053.8202692666284,-530.0259353725012,-2572.976691479394,-637.922791211938
315,-43.93969124786483,387.49995924830563,-124.58228297992272,549.6100971446544
316,2423.290064848638,1740.3771123495223,-1183.2464651701944,-5107.292831973821
317,-480.64735312705704,-346.6787999396657,-66.15960053295575,-204.68343336792915
318,-726.8360700383038,-1877.776247146297,-773.9489410122043,1043.5435883128039
319,-797.9457370621003,5110.889763261733,-356.25910804854595,-5884.285014087303
320,654.640830613416,-997.4253280965673,210.40642291324687,-757.698266978356
321,-6261.526131003667,1806.2885468075763,9022.527093009501,-13760.800314134742
322,3536.201580200654,512.0750397420768,296.4455883216606,-1529.0242517129839
323,1770.2172665061019,-1873.4166465217604,-1034.9409921964166,-1057.410323280678
324,495.38422047258945,-1147.5508676094594,-2202.827846291853,-2590.812176144151
325,-7941.002110112072,12528.10267843115,5281.752985631241,-10385.889802436188
326,-867.1323094879066,1546.0360661320733,-3989.1807124504794,-3289.6785828317597
327,3971.4097802771003,-11643.547248850853,5070.269309788949,-3673.463198528118
328,231.048423896985,231.048423896985,-3246.2353295833277,472.4970259693858
329,5088.32162447273,-10535.259043625585,138.11951792889894,-6100.804819897714
330,-18931.665265867567,8265.789640804089,4496.608938824041,-8765.007855993123
331,-1624.495420123045,-299.8358237750862,-5957.682912383104,-1481.8418321164925
332,4114.058296295823,-10440.768414768507,-571.53453208974,2157.9535123040223
333,1452.549583952727,-3530.103321753564,-1614.899011052744,-4827.524407477369
334,715.8877417756725,708.9847300889584,287.01988905087956,-236.1124535572762
335,-1225.1575642954604,11159.889914410624,10513.671296177989,-19262.73210626939
336,-2140.1683677685205,-4117.945868093601,6386.546297371718,-11405.958930764362
337,-1201.8940792234177,-498.1095487231915,-1597.2503583861608,255.9728123550792
338,-150.68772410088496,823.4477159042995,-37.6593976502612,916.1613775302467
339,-2663.4102767424274,1460.7989335616485,-3592.4665205382557,-2515.3262026868356
340,7774.111127355049,-5071.14905871822,-6425.544110525698,-5904.794619632777
341,7533.6232268634585,-9347.979704489946,-4680.7881249483025,-5770.221845065771
342,-522.9241467812421,-522.9241467812421,-2017.829945151057,-2492.150605762681
343,1497.0223390541214,-2773.886266117874,-3316.270742576478,-3042.2635814170603
344,2230.547957150676,-677.5103200877181,-1402.6275110386812,852.1492439185828
345,-580.149462890367,-2776.1326541302683,-2198.170033928315,3419.545910367486
346,1082.503263689558,-639.103487316581,-1412.9211353868793,-2244.009372533558
347,-1147.702100104767,3839.436547264766,1661.1607933297855,-1355.7432770043927
348,379.4692066151304,-257.4073537787125,-712.8956394724664,-770.8988901688396
349,2260.2554476559726,1987.6369017513425,-1641.1621670936936,-4273.811671556421
350,4455.1591420000495,-909.3311157839645,4777.908841130773,-8956.089187471209
351,-7747.8080497197625,12145.283622111458,-10219.591002609697,-9349.599301856799
352,-9950.99942712525,-11228.428556543076,-7853.348231131945,-1735.3365000291449
353,-1492.590986781243,-1492.590986781243,4648.978397170656,-6686.699951895788
354,-2495.7172075533213,2010.3845368167745,-1339.7588559250462,-2727.4475855408946
355,-20628.688624960603,-9319.096430175752,-15392.557581842137,10317.13126598702
356,1578.906933836277,6585.549681091154,765.7722307198884,-2579.9284080551965
357,-9200.823353707903,-11090.536770885317,-7433.304246425119,-899.5631010751589
358,4833.155160845492,-1960.4491821840973,-7390.413041248889,3325.895772728807
359,-8318.9126158276,2973.260047458741,2788.6592973885927,-2102.6058147623507
360,-11105.5258121934,-11105.5258121934,11599.262196327349,-17418.873725542442
361,-1747.1096704314668,-8405.272838127206,-6783.87869905672,10383.210208843124
362,5427.559760231954,-3593.5540512369616,-1928.3040722702194,-3688.212498392084
363,-3708.1427908262112,-526.4585405162218,-144.30736998201456,796.5355199611203
364,8133.545288952882,-5969.336882684947,5185.926669980116,-6790.157785882143
365,9186.243788644844,9186.243788644844,3672.7797549123106,16269.717045791132
366,215.75821684708563,37.28353963433081,106.32804150192713,16.51998034285098
367,-1541.8829293389042,-1877.8646790637029,1647.6029098435727,-2215.2290418110188
368,-1661.6406154755257,689.8962270595765,476.04081776016903,-950.2796502637117
369,1939.9895669798718,-1598.457240375859,-4570.33044517019,-2229.4092081329545
370,9292.821808578026,-307.8285015242915,1148.9833857341966,-2928.3296896963852
371,-483.21097021595193,3139.1775202218605,1177.6116898556531,-1733.8403927286465
