,0
239,4.537028
240,-1.5921509
241,0.3779625
242,-0.62336445
243,1.0330302
244,1.25107
245,-0.18734848
246,-2.3960302
247,2.8937998
248,0.62823075
249,-5.496916
250,-2.6794147
251,2.0312023
252,-0.5660168
253,-3.465112
254,0.12377411
255,-1.1426712
256,-1.8777289
257,1.1452631
258,1.1937088
259,0.5822009
260,-2.6882138
261,0.8625761
262,-2.1824594
263,1.5533762
264,4.135785
265,1.1111253
266,0.79724544
267,-0.48609978
268,0.6929479
269,-0.1602369
270,-1.5476308
271,-0.71949637
272,0.92149365
273,-5.7064395
274,-1.4279225
275,-0.118462384
276,-0.82328904
277,0.47747922
278,-0.36668444
279,0.72858405
280,-2.7467046
281,-2.7359374
282,2.530397
283,-2.2853115
284,0.81332433
285,-3.2236886
286,-2.1658745
287,0.5300031
288,-0.3642149
289,1.732043
290,2.7906742
291,-2.4214149
292,-2.4859493
293,-2.5369768
294,1.3229444
295,3.176248
296,1.2271116
297,2.0942004
298,-0.47219712
299,-2.153727
300,-3.8815303
301,2.8904448
302,1.467473
303,-1.264338
304,0.30486286
305,-3.3848631
306,-0.33074903
307,-1.492447
308,2.1632185
309,-2.312338
310,-3.11087
311,0.769994
312,-2.7704313
313,3.31073
314,-0.9116906
315,-1.1337885
316,2.4478266
317,-0.5193372
318,0.44982782
319,1.4909158
320,-1.1702324
321,2.4715981
322,-0.881598
323,2.0143335
324,1.9984056
325,4.3584385
326,2.0696802
327,-1.2357416
328,-0.38977104
329,-1.2489483
330,-3.8405943
331,-1.0813917
332,-0.9071686
333,-0.9075289
334,-1.2546105
335,-3.7250042
336,0.36652255
337,1.3947189
338,0.8632419
339,2.8354015
340,2.9094157
341,0.8108095
342,2.6395633
343,0.50260437
344,-3.3604686
345,-2.027533
346,1.4439634
347,-0.74737465
348,0.8573595
349,-1.8825741
350,-0.8521018
351,3.1343405
352,0.67810106
353,-0.7622663
354,3.3870182
355,0.6712009
356,2.0166602
357,2.9242525
358,0.31141815
359,-1.6820209
360,1.2274005
361,2.0901904
362,-2.779006
363,-0.41938412
364,1.2198455
365,-2.153671
366,-2.949788
367,3.5670526
368,-0.3149742
369,-0.506444
370,1.5909837
371,-9.339301
372,1.2553465
373,-2.6644216
374,2.2479856
375,-3.4573903
376,2.1423497
377,-0.9588212
378,-4.103176
379,-2.68342
380,1.5379182
381,1.8594525
382,-0.7382729
383,-3.1497285
384,0.82939136
385,-2.098685
386,2.3589983
387,0.70369756
388,0.9434151
389,-0.4869098
390,2.2000632
391,1.1719055
392,0.7504638
393,-2.1468294
394,-2.1983466
395,-1.3205172
396,0.93713146
397,-0.07891601
398,-6.957668
399,2.5297534
400,-1.2887113
401,-0.50329494
402,-0.19281888
403,2.7912023
404,1.5777732
405,-1.205202
406,0.92516744
407,0.70651084
408,1.0004816
409,-0.6245059
410,1.0386847
411,-3.5791416
412,-5.380247
413,0.09114742
414,-2.792781
415,1.0001779
416,0.29707944
417,1.1593554
418,-1.5868826
419,-0.16917038
420,1.0675783
421,1.5998485
422,-1.3197862
423,-0.47139537
424,1.935863
425,-0.7402853
426,3.9900284
427,-2.31373
428,3.5811923
429,-1.8083613
430,0.70675635
431,-0.30311775
432,0.9487834
433,4.2014217
434,1.7512205
435,2.199853
436,-1.3415043
437,0.8650533
438,1.9060509
439,-2.4736366
440,0.59323144
441,-0.022459984
442,3.6646733
443,-0.6528696
444,3.8904626
445,2.7033026
446,0.95278
447,-3.058827
448,-2.3028402
449,1.0450861
450,-1.8698707
451,2.0301957
452,4.06353
453,-0.48162574
454,4.009488
455,0.8905504
456,-1.7191517
457,4.604967
458,3.2469945
459,-0.22037953
460,-1.0604151
461,-1.5811594
462,-5.0561504
463,-2.3907747
464,3.9833887
465,-1.4296621
466,0.7554207
467,3.4085214
468,-4.7914233
469,-0.5905405
470,1.4479275
471,-3.0510774
472,1.1938419
473,-3.073995
474,2.634652
475,2.2535574
476,-0.1989615
477,2.1382227
478,-6.052128
479,-2.5135117
480,2.4909146
481,-1.3802071
482,4.5958595
483,1.4805017
484,-1.715215
485,-1.8357441
486,0.68947446
487,3.1246767
488,1.6929396
489,-0.5557121
490,0.37677625
491,-0.025658786
492,-0.09597105
493,-1.1466594
494,-1.5243337
495,-2.0150905
496,-1.1944844
497,-3.402689
498,1.4044162
499,-0.34463632
500,3.2310553
501,-2.416684
502,-0.37037897
503,1.6003964
504,2.437159
505,-1.7859721
506,-0.06758845
507,2.5299125
508,-1.4299465
509,-0.016287208
510,-1.5981157
511,-1.6939907
512,-1.4433979
513,-0.18313241
514,1.7613972
515,3.4061892
516,1.2770805
517,-2.7848334
518,2.7952683
519,0.6148568
520,-2.5979955
521,-0.6542648
522,-1.2829268
523,1.9224298
524,0.95335126
525,-2.3686466
526,-3.6786752
527,-2.0724359
528,0.08376145
529,-0.086786866
530,-2.607668
531,0.24005923
532,2.9925947
533,2.3750286
534,2.1049328
535,-1.2786903
536,0.98622143
537,1.9842641
538,-3.905397
539,-1.034356
540,2.2032118
541,-0.35838956
542,-0.090501666
543,3.0451424
544,-0.5236722
545,3.0320237
546,3.0615942
547,-0.95001256
548,-1.2146839
549,1.4533062
550,0.8511821
551,3.0631387
552,1.6545854
553,3.2688994
554,0.4861111
555,1.2137296
556,-4.647236
557,-4.2175603
558,0.6456641
559,-0.58350885
560,2.1624913
561,-2.7413275
562,2.5401993
563,1.40451
564,1.5809641
565,-0.6432891
566,0.52376586
567,-0.36292237
568,1.9125472
569,-0.44715434
570,-2.7104895
571,-3.0922878
572,4.7018023
573,1.5493656
574,3.7916026
575,-1.258889
576,1.1073899
577,5.4625645
578,1.1431026
579,1.7447844
580,1.2880005
581,-1.0110747
582,-1.735148
583,-0.94001627
584,3.7911797
585,3.4812543
586,-1.9128065
587,1.7489774
588,-3.0939126
589,-4.512735
590,1.2517059
591,1.4469619
592,0.2915536
593,-2.132375
594,2.5898268
595,-5.1577682
596,0.16997358
597,-3.7141805
598,0.18485731
599,0.35172403
600,1.7767626
601,-0.8062471
602,1.354828
603,3.661725
604,-0.5737703
605,-2.7049162
606,3.2473707
607,-4.0601425
608,0.9070588
609,-0.0009742975
610,1.3953686
611,-2.6833227
612,-0.16040015
613,1.6267469
614,2.6273093
615,-3.1912248
616,0.89026415
617,-0.11448395
618,-2.620515
619,-1.7621555
620,-1.1120346
621,0.69251865
622,-4.149815
623,2.0584211
624,-0.93031406
625,4.1930027
626,-1.6272116
627,-0.22283816
628,-2.8843467
629,-0.38450575
630,1.006599
631,-0.21261597
632,0.6972446
633,0.042048693
634,1.4920993
635,-5.274767
636,-2.1556957
637,0.5043896
638,4.997683
639,-1.0069473
640,-0.2513839
641,-1.7039053
642,0.51641333
643,-0.5869992
644,-0.8581494
645,1.2295415
646,1.1211712
647,1.7394
648,-0.30827415
649,-2.0133717
650,0.5323891
651,-1.7101126
652,-4.0638065
653,1.5559856
654,-2.834582
655,-1.5781746
656,0.75633234
657,0.71683943
658,-1.8710136
659,-0.6060915
660,3.3009698
661,2.7192376
662,-2.9890902
663,-3.1285954
664,1.482374
665,1.7327
666,2.708243
667,-2.473995
668,1.2754182
669,-3.5372882
670,0.40634158
671,2.0712724
672,1.1089002
673,2.4551263
674,1.5808679
675,1.8744513
676,2.6447678
677,-1.7838731
678,1.7187262
679,-2.5993226
680,-1.5297651
681,-3.590384
682,-0.7081542
683,-1.4317496
684,-0.27820158
685,3.9498897
686,2.7643173
687,0.6439516
688,6.8114324
689,-4.560326
690,-0.09062785
691,1.9175696
692,-1.4615743
693,2.3597174
694,-4.044425
695,3.8671694
696,-3.210096
697,-0.068102896
698,-1.8053212
699,-2.2754192
700,-0.69069433
701,0.5196775
702,-1.2949909
703,-2.0463996
704,0.73493475
705,1.0702653
706,-0.59878576
707,3.5097141
708,-1.0787269
709,1.8869694
710,0.4967673
711,-0.31849116
712,2.3971417
713,3.1426241
714,-0.49270147
715,1.2569033
716,-5.8285494
717,-2.8708737
718,-4.04173
719,0.5418364
720,-1.262976
721,-0.25123054
722,1.4660194
723,0.69633555
724,2.128602
725,-2.5390072
726,-1.731575
727,1.3662579
728,-1.1404556
729,3.003009
730,1.9171189
731,2.5733583
732,-2.0497072
733,-0.9725822
734,-0.5156344
735,1.7810732
736,1.1839385
737,-2.5571332
738,-0.7671541
739,-1.4840224
740,-0.069182515
741,1.1231712
742,3.7588234
743,-1.050943
744,0.16661525
745,4.294793
746,-2.3063533
747,1.4547957
748,-5.4829283
749,-0.7315755
750,2.2391322
751,-0.82868946
752,0.42869702
753,-0.038412213
754,5.972316
755,-2.1592863
756,-2.6119049
757,0.72797835
758,2.3051636
759,-1.7119722
760,0.7506387
761,-1.3461088
762,1.5125766
763,1.0049686
764,-0.14368415
765,2.6053922
766,-0.873119
767,-1.1745685
768,0.35841352
769,1.8482099
770,0.075393766
771,3.192401
772,-2.613054
773,-3.0713348
774,0.8165964
775,2.2303395
776,4.5341153
777,-3.9200153
778,-0.94811964
779,-5.865329
780,-2.5951316
781,-2.036686
782,-3.3238056
783,-1.7350993
784,-0.49937338
785,3.125127
786,0.2661835
787,0.8973706
788,-1.3409479
789,-0.7572887
790,0.21927866
791,-0.5709585
792,-2.5342455
793,-2.9621234
794,-0.7660284
795,3.2316651
796,0.06901115
797,-3.223149
798,-0.887746
799,1.9944001
800,-1.4223505
801,-3.5220509
802,-1.4792432
803,-1.3417656
804,3.487292
805,3.0954103
806,-3.9894376
807,1.2744045
808,-4.8164682
809,-2.9031498
810,-1.2868733
811,-1.2656491
812,0.06328452
813,1.1326717
814,-0.18288702
815,-4.539786
816,-1.259075
817,-4.9496117
818,-0.08749384
819,-2.1614704
820,2.962715
821,1.4971576
822,-3.1017377
823,-0.9916644
824,4.228734
825,1.2200124
826,1.0036721
827,-1.9318438
828,-2.9357283
829,-2.6454577
830,-3.3684492
831,-0.44355905
832,-3.803444
833,1.2734181
834,-0.39486527
835,-3.424472
836,-0.9342507
837,-0.37000275
838,1.5549284
839,4.0917573
840,1.1792543
841,5.076828
842,1.1669121
843,1.7934929
844,1.5742685
845,0.2411223
846,-2.2682717
847,1.1560047
848,1.6086961
849,1.0921361
850,-1.1093649
851,2.1806402
852,-4.445723
853,-2.091655
854,0.10507366
855,-0.46430868
856,1.0001378
857,-5.5655937
858,1.5322567
859,0.5427947
860,0.012608707
861,-0.34867728
862,-0.8070445
863,4.5531225
864,1.9950964
865,-0.5544846
866,-3.5666695
867,5.5491905
868,1.2478788
869,1.0114884
870,-1.1080196
871,-0.744853
872,1.6566025
873,0.17755663
874,-0.24170268
875,-0.50185204
876,2.3588688
877,0.1156815
878,0.5989025
879,0.65168923
880,-2.0887272
881,3.7146587
882,0.77432525
883,2.7840867
884,-3.0666535
885,-0.81516063
886,-3.4934673
887,1.0030389
888,2.7236052
889,-0.19929862
890,-2.7357333
891,-0.48617667
892,-2.3136208
893,0.20196378
894,2.301614
895,0.90799946
896,-2.2069142
897,-1.0066111
898,0.7653412
899,-1.5196452
900,0.59889704
901,1.7395313
902,1.7737906
903,0.6192703
904,1.2118843
905,1.4601905
906,-3.2135122
907,-0.30226493
908,-4.0002003
909,0.015438348
910,3.0617237
911,-1.7824562
912,0.44239828
913,-2.4390273
914,-1.1717689
915,1.6513907
916,2.3837676
917,0.6427165
918,-2.6153307
919,2.0151393
920,0.7121561
921,-2.7492464
922,1.9818391
923,-6.608101
924,1.2133601
925,-1.1872101
926,0.97517884
927,-2.4314175
928,2.2877057
929,0.68064773
930,-1.7664821
931,1.6900114
932,-3.7250495
933,-2.1504586
934,-0.80902755
935,-0.5688968
936,0.21394706
937,-2.3917327
938,-2.4198372
939,0.8612424
940,-0.11399406
941,1.3817024
942,-3.1159327
943,2.817873
944,-2.152407
945,0.82748735
946,2.7021205
947,4.071789
948,1.5265135
949,-3.788753
950,2.6961007
951,-1.4049929
952,0.015782773
953,0.9855021
954,3.3735611
955,0.14398775
956,-1.4540329
957,-3.857088
958,2.604413
959,-1.5168684
960,2.1545155
961,2.0822492
962,-0.28383803
963,3.5242667
964,-1.6684008
965,1.447264
966,1.4513222
967,-0.24996519
968,3.2426853
969,2.458746
970,1.1041139
971,1.2963157
972,-2.3535218
973,-1.2472209
974,-1.6730533
975,0.81217694
976,-1.9938521
977,4.1333475
978,1.1708288
979,1.0639372
980,-0.34649676
981,0.11118236
982,-4.4840803
983,1.490382
984,-0.02615124
985,-2.1865191
986,0.19216472
987,-1.672148
988,4.2042522
989,4.972353
990,3.0842793
991,3.1547782
992,0.8965006
993,-0.84373534
994,-1.7311683
995,-3.8904443
996,0.40060452
997,-1.4627031
998,0.133194
999,3.076386
1000,1.5210656
1001,-2.6587183
1002,2.3537254
1003,-0.95753324
1004,-3.652565
1005,1.3938179
1006,-3.156403
1007,1.3287663
1008,3.7179484
1009,1.1582103
1010,4.1428165
1011,-0.87186754
1012,3.0708344
1013,-1.7363267
1014,0.40300682
1015,1.2439473
1016,2.1531677
1017,-2.380516
1018,-1.2428472
1019,-0.85628307
1020,2.783712
1021,-1.0291446
1022,-1.0984668
1023,-2.0409203
1024,-4.394843
1025,1.6627719
1026,-0.4749763
1027,0.27043626
1028,0.17443001
1029,5.8710117
1030,-1.5940249
1031,-0.26982063
1032,0.018688232
1033,0.3311664
1034,2.4203634
1035,1.8672276
1036,2.894338
1037,1.1746992
1038,-2.0475852
1039,2.7307708
1040,0.21026748
1041,-0.28837413
1042,-1.1427454
1043,2.923717
1044,-0.020436227
1045,-0.444448
1046,0.09384003
1047,-6.077373
1048,0.049732447
1049,0.5386712
1050,1.7991498
1051,-0.17918581
1052,-4.4711056
1053,3.115746
1054,-1.3127996
1055,1.9743916
1056,-0.6222712
1057,1.1542265
1058,-7.010588
1059,-1.4788053
1060,-5.255727
1061,3.0450897
1062,1.9962778
1063,1.2756902
1064,-0.6787503
1065,-1.8935833
1066,-3.036498
1067,-2.3988805
1068,2.3772702
1069,2.0076199
1070,-1.0952158
1071,-3.8868556
1072,-2.152187
1073,-6.0818043
1074,3.2245333
1075,4.6187816
1076,-2.83836
1077,1.5859988
1078,0.38355494
1079,0.06800875
1080,-7.061941
1081,0.83677685
1082,-4.7534595
1083,-1.2111852
1084,3.2278645
1085,-2.8224623
1086,-2.4901953
1087,0.9493501
1088,2.677089
1089,1.1547873
1090,4.264368
1091,3.013156
1092,-1.6719139
1093,1.0651488
1094,1.1613472
1095,1.4789116
1096,-3.6635313
1097,4.4713087
1098,-1.631149
1099,1.3343505
1100,1.9163053
1101,-0.83632314
1102,0.8081422
1103,-1.761996
1104,2.8796592
1105,-0.24746168
1106,1.0794847
1107,-2.630892
1108,4.1232457
1109,-0.8906417
1110,1.8426483
1111,-2.0506053
1112,-1.5338657
1113,2.5837133
1114,-2.0531788
1115,0.58847
1116,-3.1091936
1117,-0.4086566
1118,-5.089344
1119,1.2980812
1120,-0.8523866
1121,2.6735523
1122,-1.062361
1123,-2.9719734
1124,-3.4609835
1125,-3.970899
1126,2.241837
1127,-0.088942945
1128,-1.3910676
1129,0.8579693
1130,-3.5313263
1131,-1.2388715
1132,1.9530513
1133,-1.44675
1134,0.20342678
1135,0.55267996
1136,2.522974
1137,1.2413332
1138,-0.18857998
1139,2.6775098
1140,-3.4982564
1141,0.594701
1142,0.2900082
1143,0.5125376
1144,2.8241842
1145,3.0369213
1146,-0.82413566
1147,1.4348593
1148,-1.5826795
1149,-0.97153866
1150,-0.7917006
1151,-0.7943255
1152,-0.15840375
1153,-0.6272726
1154,-1.9118273
1155,-0.7664826
1156,0.016643643
1157,-2.340511
1158,0.525225
1159,1.8216728
1160,-2.1501827
1161,1.4249266
1162,-2.5690782
1163,-1.7668333
1164,6.409497
1165,0.41053537
1166,-1.3262503
1167,-1.761574
1168,1.0899007
1169,0.7128562
1170,-1.9967904
1171,1.4294226
1172,0.15328825
1173,2.0783415
1174,0.8722882
1175,0.2897759
1176,4.8086367
1177,-0.49242085
1178,-3.6291437
1179,-0.71371007
1180,1.6162091
1181,-4.54146
1182,1.9782319
1183,-0.8128904
1184,-0.21656144
1185,-0.3525378
1186,2.3934753
1187,0.18068054
1188,-0.6218709
1189,1.684994
1190,1.5010476
1191,1.414583
1192,-2.881983
1193,-1.2270606
1194,2.1350534
1195,-2.102564
1196,-4.858643
1197,2.3261318
1198,-2.8826494
1199,-4.300507
1200,3.2561004
1201,0.8695192
1202,-0.4769805
1203,-0.3997814
1204,-0.9325565
1205,-2.22757
1206,0.6787352
1207,-0.8016666
1208,3.416999
1209,-1.0086789
1210,-4.1130357
1211,1.4661461
1212,-1.1606171
1213,1.9849277
1214,0.3714001
1215,3.5213113
1216,1.2443838
1217,-0.3307473
1218,0.47910324
1219,2.874887
1220,-4.519014
1221,-4.760482
1222,-1.960465
1223,-3.087499
1224,-1.4603835
1225,2.8535588
1226,-2.030907
1227,0.15429989
1228,2.196165
1229,-3.9394398
1230,-1.0385399
1231,-2.2682395
1232,-4.310575
1233,1.8375608
1234,2.657349
1235,2.487974
1236,0.53434956
1237,-0.5933193
1238,2.4296029
1239,0.32387227
1240,-3.6327982
1241,0.67188615
1242,-2.334787
1243,4.632218
1244,-1.9392307
1245,3.6405914
1246,-0.13839447
1247,-2.253058
1248,-4.031129
1249,1.1075262
1250,-0.55776596
1251,-0.8447529
1252,2.160482
1253,0.94691724
1254,-3.3411596
1255,1.6344419
1256,-3.8554983
1257,-3.0421004
1258,-0.5430461
1259,-0.6089008
1260,-5.9014144
1261,-4.009617
1262,-0.6879933
1263,-3.0971582
1264,3.4507728
1265,-5.9151897
1266,-3.4146879
1267,-3.8069062
1268,0.5935286
1269,-0.45041
1270,-1.1236684
1271,0.9454585
1272,-0.7148609
1273,-0.29300356
1274,-0.71068025
1275,-0.73888516
1276,2.2773786
1277,1.4653047
1278,0.6747056
1279,1.6037477
1280,1.7977113
1281,-3.717474
1282,3.5212271
1283,0.30276078
1284,0.7962833
1285,-2.4305482
1286,-0.37423503
1287,-1.6544249
1288,0.60760355
1289,4.0359497
1290,-2.7473538
1291,1.290376
1292,-4.0119333
1293,2.3625324
1294,-0.45027018
1295,2.4603872
1296,-5.9016247
1297,-0.0013979077
1298,-2.902919
1299,1.3402557
1300,4.1125765
1301,-0.38229978
1302,1.4145907
1303,1.8245157
1304,1.302963
1305,0.5268249
1306,3.5651348
1307,-1.7445536
1308,0.04864192
1309,0.8935826
1310,-1.6327922
1311,2.613696
1312,-2.5391152
1313,5.2772903
1314,1.3314474
1315,0.34903637
1316,0.42222807
1317,0.017814219
1318,-0.29277676
1319,2.1148791
1320,2.060226
1321,1.8800268
1322,0.843366
1323,1.2974663
1324,-0.48992747
1325,3.6836479
1326,-0.44141245
1327,-0.69028974
1328,2.3799074
1329,-1.764852
1330,3.6346066
1331,2.1430373
1332,2.284019
1333,0.5336562
1334,-0.15829408
1335,2.9084399
1336,5.0607715
1337,0.20488366
1338,-0.2719643
1339,-2.4401522
1340,-2.8036494
1341,0.58496785
1342,1.4170606
1343,-2.4070387
1344,-0.41494858
1345,0.506205
1346,0.69375664
1347,2.2865052
1348,1.9078008
1349,0.78588676
1350,-0.034977734
1351,0.8482929
1352,-6.5697355
1353,0.8052397
1354,-1.1245897
1355,0.33579606
1356,-0.9357557
1357,-0.371036
1358,-0.22164059
1359,-0.2714724
1360,0.44689858
1361,0.23142895
1362,-4.940198
1363,2.108996
1364,-3.7216005
1365,-1.048514
1366,-4.764849
1367,-0.6503383
1368,0.5946987
1369,1.0320387
1370,-2.9459844
1371,-2.0305412
1372,-2.6087804
1373,-3.9558773
1374,4.7618484
1375,4.908081
1376,-1.3610786
1377,1.2919692
1378,-0.8097303
1379,1.7817975
1380,-2.7903445
1381,1.7199961
1382,2.4932854
1383,-1.2853605
1384,-1.7639885
1385,2.0858657
1386,0.5041618
1387,-3.6423388
1388,1.4914967
1389,4.818969
1390,-1.0341508
1391,4.180362
1392,-0.5522485
1393,0.9409231
1394,0.050940186
1395,0.3466711
1396,-2.0071146
1397,2.7407038
1398,-0.49458313
1399,4.1952376
1400,-0.6850691
1401,-3.5356698
1402,-1.6499219
1403,-2.7875974
1404,-1.8937399
1405,-2.4086952
1406,3.577663
1407,1.4880128
1408,-1.9420815
1409,-0.01874274
1410,-1.7833567
1411,-1.5665793
1412,-2.7190785
1413,-2.6219878
1414,0.82677245
1415,-1.1496536
1416,0.7278033
1417,-3.2461917
1418,-3.7997594
1419,2.413559
1420,3.4856765
1421,-2.1802945
1422,0.09547037
1423,-2.2575514
1424,-1.3702298
1425,2.0495596
1426,1.6441007
1427,-1.5230253
1428,3.1125324
1429,0.39480308
1430,-0.2046892
1431,-0.4454261
1432,1.6482953
1433,-0.8827014
1434,-6.1694717
1435,2.1688914
1436,-0.49501806
1437,0.73360527
1438,1.443383
1439,2.290016
1440,-2.0269065
1441,-2.499784
1442,2.0199533
1443,1.6211364
1444,1.8608146
1445,-0.33263665
1446,2.632136
1447,3.2580543
1448,-4.4387994
1449,-1.8338537
1450,-0.6339809
1451,-1.938786
1452,0.3945738
1453,-3.6158805
1454,-1.3111689
1455,1.9095268
1456,2.3135192
1457,-0.06325537
1458,-0.46972334
1459,-1.064605
1460,2.061822
1461,1.2955317
1462,-1.9832513
1463,-3.447831
1464,-1.4464377
1465,2.700363
1466,1.6286551
1467,-0.09070146
1468,2.1042118
1469,-0.6785394
1470,-0.33920437
1471,0.75894725
1472,1.6132876
1473,-2.8013794
1474,-0.952888
1475,0.39732164
1476,4.603715
1477,-0.24124348
1478,0.04725468
1479,0.38351163
1480,-0.91292214
1481,-2.7596817
1482,2.576471
1483,1.19736
1484,0.17650351
1485,1.3707788
1486,-0.48102832
1487,-6.092734
1488,-2.9306924
1489,-0.37549388
1490,0.78105944
1491,-2.5667534
1492,-0.16491228
1493,0.027458042
1494,0.78537774
1495,1.3971547
1496,-1.064607
1497,-0.33015585
1498,2.0698562
1499,0.2632237
1500,-1.758698
1501,-0.9392165
1502,2.1529646
1503,-1.7722652
1504,2.1144972
1505,0.3113495
1506,-0.90571713
1507,1.7332052
1508,1.6586083
1509,0.99370813
1510,-0.5034405
1511,-4.257948
1512,3.2205937
1513,0.7268642
1514,1.423947
1515,2.38805
1516,1.0045254
1517,-3.813468
1518,-2.2665708
1519,-1.2871333
1520,1.6633415
1521,0.89379627
1522,1.5756394
1523,0.14350411
1524,0.31776154
1525,-0.31144738
1526,5.4445252
1527,-6.4933386
1528,-0.8580117
1529,0.11387417
1530,2.3544674
1531,0.2831012
1532,3.622967
1533,1.0619982
1534,-1.9732261
1535,-1.6700699
1536,-4.327643
1537,2.9455252
1538,-3.1605997
1539,3.4632828
1540,1.0735016
1541,0.6400048
1542,2.7984078
1543,-3.1870174
1544,0.09038359
1545,-3.4325798
1546,-0.6729611
1547,1.6066072
1548,-2.1524508
1549,2.26086
1550,-5.5508237
1551,-2.0822234
1552,-3.8093648
1553,-0.22824824
1554,3.4146752
1555,-2.7319224
1556,-0.31932855
1557,-1.3744234
1558,3.2108927
1559,-0.48551387
1560,2.013362
1561,0.15481928
1562,-0.6318526
1563,-2.173443
1564,-0.118945
1565,0.820516
1566,-0.024551213
1567,-1.2722839
1568,-0.5020952
1569,0.49352908
1570,-4.2268476
1571,-1.0214566
1572,-1.0144292
1573,0.411961
1574,-0.0018540025
1575,0.65419394
1576,0.18669242
1577,-0.07065374
1578,-2.617428
1579,0.5361834
1580,1.4968386
1581,0.044642746
1582,-1.3634597
1583,-2.0356953
1584,-1.0269548
1585,-2.862361
1586,-0.0670138
1587,5.3731265
1588,-0.5017028
1589,2.4935017
1590,-1.5412331
1591,2.3611317
1592,1.9727092
1593,-0.45655066
1594,3.2521043
1595,-0.3127405
1596,-0.8294312
1597,1.5518508
1598,-1.1557963
1599,1.0439804
1600,-0.49009442
1601,0.46969768
1602,0.4864416
1603,1.8967906
1604,-2.0664895
